month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldpviews_per_property_mm,ldpviews_per_property_yy,ldpviews_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us
201907,77364,"pointblank, tx",15062,15197,108,138,9.380261,13.77267909,4.987842135,96.5,-0.0896,-9.5,-0.0302,-3,37,0.1364,0.1364,0.3378,192300,-0.0387,0.2483,0.5974
201907,77651,"port neches, tx",8447,4639,-2471,-4451,66.116965,43.09495604,89.13897375,63.5,0.3804,17.5,1.2679,35.5,4,-0.1115,-0.3632,1.777,244950,0.0426,0.1137,0.7611
201907,77979,"port lavaca, tx",7081,14251,-313,633,16.198017,13.13672922,19.25930544,98,0.1529,13,-0.1009,-11,38.5,0.2206,0.2388,0.5608,239550,-0.042,-0.0399,0.7443
201907,77328,"cleveland, tx",7657,11157,-756,1141,35.211048,54.51711453,15.90498161,56,0.12,6,-0.3043,-24.5,-3.5,0.0556,-0.2245,0.5135,192500,-0.0836,-0.2285,0.5981
201907,77995,"yoakum, tx",9499,15004,-759,139,10.792443,16.89008043,4.694806409,90.5,0.1313,10.5,-0.1127,-11.5,31,-0.0926,-0.1091,0.3311,222050,0.1384,0.1384,0.6899
201907,77627,"nederland, tx",5200,1558,1717,-634,83.954735,76.43868072,91.47078995,43,-0.1731,-9,0.0886,3.5,-16.5,0.0606,-0.2265,1.8919,196500,-0.1066,0.1229,0.6105
201907,77035,"houston, tx",2189,11421,711,60,33.618056,65.28461874,1.951493235,49.5,-0.0481,-2.5,0,0,-10,0.125,0.125,0.2432,281300,-0.0267,0.0011,0.874
201907,77014,"houston, tx",4002,5837,2365,-139,60.41212,77.44871875,43.37552216,42.5,-0.1146,-5.5,0.2879,9.5,-17,0.2353,0.1776,0.8514,195000,0.0538,-0.036,0.6058
201907,77384,"conroe, tx",6325,10971,62,2695,36.208616,64.32445913,8.092773864,50,0,0,-0.2908,-20.5,-9.5,0.0172,0.3111,0.3986,380040,0.0273,-0.1353,1.1809
201907,7753,"neptune, nj",1430,3768,-773,-524,70.577966,75.51592992,65.64000249,43.5,0.1154,4.5,0.0482,2,-16,-0.0115,-0.0391,1.1622,347950,-0.0057,0.0708,1.0811
201907,77039,"houston, tx",6188,13131,-884,-9741,23.551967,22.78820375,24.31573041,82,0.0513,4,1.3429,47,22.5,-0.0313,-0.3961,0.6284,157050,0.0467,0.01,0.4879
201907,77027,"houston, tx",4812,14384,-190,-548,15.219153,28.46810898,1.970197643,75.5,0.0486,3.5,0.0709,5,16,0.0588,-0.0526,0.2432,959950,0.0377,-0.0022,2.983
201907,7723,"deal, nj",22195,13173,1842,257,23.274518,30.41960222,16.1294345,73.5,-0.3496,-39.5,-0.16,-14,14,0.2833,-0.0833,0.5203,1650050,0,-0.2497,5.1275
201907,77612,"buna, tx",9809,6218,-2242,-4274,58.522975,50.12781345,66.91813704,58.5,0.3295,14.5,0.3929,16.5,-1,0.0353,-0.2667,1.1892,249500,0.4253,0.0142,0.7752
201907,77034,"houston, tx",3382,6954,1462,-21,55.162417,86.52659143,23.79824179,36.5,-0.2065,-9.5,0.1774,5.5,-23,-0.0417,0.1084,0.6216,170044.5,-0.0286,-0.0202,0.5283
201907,77004,"houston, tx",2048,13906,-609,-109,18.610886,36.25537752,0.966394414,68.5,0.1417,8.5,-0.0072,-0.5,9,0.1538,-0.0323,0.2027,364050,-0.0159,-0.0335,1.1312
201907,7755,"oakhurst, nj",12596,13058,-296,-4212,23.907351,43.95535881,3.859342852,63,0.0678,4,0.5181,21.5,3.5,0.0455,-0.3699,0.3108,560045,-0.0158,0.1045,1.7402
201907,7721,"cliffwood, nj",16224,8901,4859,1529,46.383814,75.51592992,17.25169898,43.5,-0.4423,-34.5,-0.2869,-17.5,-16,0.2344,-0.1856,0.5338,354550,-0.0125,0.1344,1.1016
201907,7750,"monmouth beach, nj",14851,8435,-29,-2553,48.491178,33.92356132,63.05879419,70.5,0.175,10.5,0.2368,13.5,11,0.2206,-0.046,1.1216,899500,0.0279,-0.0532,2.7951
201907,77338,"humble, tx",2419,7912,-897,913,50.966394,79.17575909,22.75702974,41.5,-0.0119,-0.5,-0.0568,-2.5,-18,-0.1176,0.1111,0.6081,199950,0,0.0251,0.6212
201907,77016,"houston, tx",4625,9949,893,702,41.383503,70.3161045,12.45090093,46.5,-0.051,-2.5,-0.225,-13.5,-13,0.1897,-0.2333,0.4662,175050,0.0258,0.3681,0.5438
201907,77514,"anahuac, tx",15976,15573,-448,-1460,6.110107,4.34565746,7.87455577,133,-0.1133,-17,0.33,33,73.5,-0.1061,-0.2625,0.3986,254950,0.0362,0.2744,0.7921
201907,77360,"onalaska, tx",12069,14934,-373,215,11.22888,10.36224204,12.09551718,105,0.1413,13,0.0194,2,45.5,0.1724,0.2364,0.4595,189050,-0.0308,0.0059,0.5873
201907,77578,"manvel, tx",7915,12821,406,277,25.232246,48.66886963,1.795623169,59.5,-0.0246,-1.5,-0.048,-3,0,0.0294,0.0938,0.2365,335050,0,-0.0147,1.041
201907,77302,"conroe, tx",6666,5077,2249,3229,64.090654,63.33936031,64.84194775,50.5,-0.0472,-2.5,0.0521,2.5,-9,0.2687,0.7,1.1486,230040,-0.0377,-0.1032,0.7147
201907,77082,"houston, tx",255,11967,-435,-881,30.232558,54.51711453,5.948001746,56,0.0769,4,0.0769,4,-3.5,-0.0185,-0.0862,0.3581,309950,-0.0749,-0.055,0.963
201907,7724,"eatontown, nj",5210,7409,-1296,-2727,53.176632,50.12781345,56.22545046,58.5,0.3295,14.5,0.2447,11.5,-1,0.2177,-0.0848,1.0203,450000,-0.0218,0.1125,1.3983
201907,77320,"huntsville, tx",4828,11728,957,1422,31.781907,42.34054492,21.22326828,64,-0.1111,-8,-0.2558,-22,4.5,0.1154,0,0.5878,173750,-0.0074,-0.1608,0.5398
201907,77523,"baytown, tx",6180,11450,-1030,-1918,33.471538,61.61855477,5.324521479,51.5,0.1444,6.5,0.1573,7,-8,-0.0556,-0.2609,0.3446,316400,-0.0384,-0.0302,0.9831
201907,77362,"pinehurst, tx",13447,14795,-1450,-3322,12.316853,23.51767567,1.116029678,81,0.35,21,0.6701,32.5,21.5,0.55,0.6316,0.2095,450050,-0.0259,-7.00E-04,1.3984
201907,77457,"matagorda, tx",22550,15670,182,358,5.137477,2.300642185,7.974312613,159,-0.1762,-34,0.0928,13.5,99.5,0.7353,0.5128,0.3986,270050,0.0389,-0.097,0.8391
201907,77008,"houston, tx",1306,10819,374,1848,37.087724,73.58314109,0.592306254,44.5,-0.0111,-0.5,-0.2393,-14,-15,0.0833,-0.0714,0.1757,479050,-0.0144,0.009,1.4885
201907,77080,"houston, tx",1635,13547,-1075,-3045,20.92088,41.5923686,0.249392107,64.5,0.1727,9.5,0.5542,23,5,-0.125,-0.16,0.1419,341715,0.0079,0.0497,1.0618
201907,77069,"houston, tx",5584,10625,130,-453,38.069705,55.29023006,20.84918012,55.5,-0.0089,-0.5,0.099,5,-4,0.075,0.1781,0.5811,319250,0.0297,0.1104,0.9919
201907,77011,"houston, tx",7391,15147,-939,-1644,9.72941,16.89008043,2.568738699,90.5,0.2569,18.5,0.3022,21,31,0.1765,-0.1667,0.2703,224550,-0.0196,0.1032,0.6977
201907,77030,"houston, tx",7803,14560,-698,-2506,13.950371,26.61013779,1.290604152,77.5,0.1567,10.5,0.4352,23.5,18,0,-0.0588,0.2162,394500,0.2174,-0.2296,1.2258
201907,77042,"houston, tx",712,11731,424,-387,31.756967,60.86414365,2.649791134,52,-0.0189,-1,0.0297,1.5,-7.5,0.0526,-0.0909,0.2703,382550,0.0066,0.0054,1.1887
201907,77583,"rosharon, tx",5884,13525,783,-412,21.054929,41.5923686,0.517488621,64.5,-0.1042,-7.5,0.032,2,5,0.0417,-0.1935,0.1689,299300,-0.0025,-0.0498,0.9299
201907,77045,"houston, tx",4434,11914,58,-5854,30.563003,53.51954611,7.606459256,56.5,-0.0259,-1.5,0.9153,27,-3,-0.0645,-0.383,0.3919,284950,0.0962,0.5959,0.8854
201907,7722,"colts neck, nj",10372,10652,-857,-4462,37.904483,16.62821872,59.18074693,91,0.0833,7,0.4918,30,31.5,0.0195,-0.1326,1.0608,996050,-0.0321,-0.1297,3.0952
201907,77327,"cleveland, tx",6010,13959,-427,-2113,18.214976,31.99700729,4.432944697,72,0.0141,1,0.0909,6,12.5,-0.1429,-0.4,0.3243,177540,0.032,-0.0345,0.5516
201907,77957,"edna, tx",10074,14712,-2577,-1314,12.865515,11.60920257,14.12182804,101.5,0.45,31.5,0.4196,30,42,-0.1512,0.2807,0.4932,125050,-0.1071,-0.3668,0.3884
201907,77036,"houston, tx",102,9222,-280,2208,44.753414,75.51592992,13.99089719,43.5,0.0116,0.5,-0.1944,-10.5,-16,-0.0526,0.2857,0.4865,209950,-0.0237,-2.00E-04,0.6523
201907,77539,"dickinson, tx",1433,9544,1559,-351,43.263296,78.40887836,8.117713074,42,-0.1765,-9,0.012,0.5,-17.5,-0.0167,-0.1061,0.3986,259999.5,2.00E-04,0.0833,0.8078
201907,77020,"houston, tx",5699,11863,302,1288,30.859156,60.86414365,0.854167966,52,0,0,-0.168,-10.5,-7.5,-0.0333,0.0357,0.1959,289995,-0.0335,-0.0548,0.901
201907,77025,"houston, tx",2389,13292,-822,284,22.554399,44.54143026,0.567367043,62.5,0.1364,7.5,-0.053,-3.5,3,0.0833,0.0833,0.1757,424000,-0.0022,-0.0824,1.3175
201907,7726,"englishtown, nj",1798,4199,-1016,-2346,68.327202,49.55421161,87.10019328,59,0.18,9,0.3258,14.5,-0.5,0.0205,-0.1011,1.6824,504550,0.0404,0.0621,1.5678
201907,77665,"winnie, tx",11304,11693,19,186,31.968951,27.06527838,36.87262298,77,-0.0833,-7,-0.0128,-1,17.5,0.0088,0.1165,0.777,297500,0.2393,0.853,0.9244
201907,77068,"houston, tx",9047,5776,739,-822,60.689569,67.13012033,54.24901802,48.5,0.0104,0.5,0,0,-11,0.1484,-0.1037,0.9932,268750,0.003,0.1028,0.835
201907,77465,"palacios, tx",11411,15064,-298,-347,10.221959,9.776170584,10.66774737,106.5,0.0758,7.5,0.1211,11.5,47,0.1207,0.0833,0.4392,259550,0,0.2027,0.8064
201907,77092,"houston, tx",2609,12489,-3221,-1772,27.00293,52.54068209,1.465178627,57,0.6286,22,0.2527,11.5,-2.5,-0.0833,-0.25,0.223,297300,0.025,0.1032,0.9237
201907,7720,"bradley beach, nj",12887,6388,-193,-1522,57.790386,25.7123262,89.86844566,78.5,0.1377,9.5,0.2869,17.5,19,0.2182,0.1754,1.8108,879550,0.0533,0.276,2.7331
201907,77389,"spring, tx",5399,11976,-633,-10,30.179562,49.55421161,10.80491302,59,0.1132,6,0.0172,1,-0.5,0.0484,0.1607,0.4392,424499.5,-0.046,-0.0071,1.319
201907,77029,"houston, tx",7503,5021,2559,-590,64.352516,88.83970322,39.86532826,35,-0.2045,-9,0.0769,2.5,-24.5,0.1765,-0.0625,0.8108,140049,0.0769,0.1715,0.4351
201907,7764,"west long branch, nj",11753,14191,-4202,-685,16.721741,28.46810898,4.975372529,75.5,0.7159,31.5,-0.2094,-20,16,-0.1667,-0.4444,0.3378,449605,-0.0205,-0.2798,1.397
201907,77968,"inez, tx",16828,14897,-1432,,11.565559,13.13672922,9.994388678,98,0.3243,24,0.1737,14.5,38.5,-0.0303,0.3333,0.4324,379750,-5.00E-04,-5.00E-04,1.18
201907,77536,"deer park, tx",3314,4836,1019,-749,65.141218,89.53800112,40.74443544,34.5,-0.0143,-0.5,0.4082,10,-25,0.21,0.0083,0.8176,245050,-0.0196,0.0894,0.7614
201907,77541,"freeport, tx",7245,9212,2321,1775,44.831349,40.15836399,49.50433319,65.5,-0.1914,-15.5,-0.3384,-33.5,6,0.2018,-0.0616,0.9257,225050,-0.0302,2.00E-04,0.6992
201907,77371,"shepherd, tx",11309,13700,56,,20.007482,33.27514184,6.739821685,71,-0.0274,-2,0.9722,35,11.5,0,-0.4815,0.3784,160050,-0.1579,0.0063,0.4972
201907,7740,"long branch, nj",3537,7365,2425,-2363,53.373028,43.09495604,63.65110044,63.5,-0.0379,-2.5,0.427,19,4,0.3689,0.1208,1.1284,599050,0.0345,0.1409,1.8615
201907,77565,"kemah, tx",10592,13224,179,-746,22.978365,30.00187044,15.95486003,74,-0.0263,-2,0.0278,2,14.5,0.1176,-0.038,0.5135,515050,-0.0281,0.0108,1.6004
201907,77303,"conroe, tx",6822,4005,1467,4980,69.393354,96.90130307,41.88540433,26.5,-0.3205,-12.5,-0.4854,-25,-33,0.025,0.2551,0.8311,214050,0.0234,-0.0425,0.665
201907,77515,"angleton, tx",3711,11603,-349,-174,32.47397,44.54143026,20.40650913,62.5,0.0417,2.5,-0.0672,-4.5,3,0.0119,-0.0556,0.5743,266300,0.0085,-0.0491,0.8274
201907,77331,"coldspring, tx",11217,14893,-1245,-768,11.59985,15.52465864,7.675042085,93,0.274,20,0.069,6,33.5,0,-0.1212,0.3919,304550,-0.0081,-0.0766,0.9463
201907,7718,"belford, nj",12406,3771,-1241,-2822,70.574849,79.97381383,61.17588378,41,0.1389,5,0.4643,13,-18.5,-0.069,-0.2703,1.0946,377500,-0.0064,0.0815,1.173
201907,77503,"pasadena, tx",5411,7459,2324,-489,53.005175,64.32445913,41.68589064,50,-0.0385,-2,0,0,-9.5,0.3667,-0.0465,0.8311,167300,-0.0437,0.0535,0.5197
201907,77705,"beaumont, tx",3945,4519,2065,250,66.712389,67.13012033,66.29465677,48.5,-0.178,-10.5,-0.1565,-9,-11,0.0357,-0.1714,1.1757,215050,5.00E-04,0.5924,0.6681
201907,77062,"houston, tx",4382,6647,637,-1354,56.534073,81.58239292,31.48575348,40,0.0256,1,0.194,6.5,-19.5,0.1413,-0.0789,0.7095,257550,-0.0096,0.0302,0.8002
201907,77075,"houston, tx",2883,7567,-1011,-5005,52.512625,85.81582393,19.20942702,37,0.0571,2,0.9474,18,-22.5,-0.0778,-0.4354,0.5608,217050,0.0093,0.1764,0.6743
201907,77484,"waller, tx",8736,10561,-341,-1435,38.415737,48.03291976,28.79855353,60,0.0169,1,0.0526,3,0.5,0.01,-0.0818,0.6824,432995,0.2373,0.264,1.3454
201907,77043,"houston, tx",5091,13043,-659,-1248,23.966581,47.4219091,0.511253819,60.5,0.1415,7.5,0.1863,9.5,1,0.0417,0,0.1689,364500,-0.0027,-0.0409,1.1326
201907,77077,"houston, tx",104,13352,-583,-1818,22.127315,43.09495604,1.159673296,63.5,0.114,6.5,0.2451,12.5,4,0.1071,-0.225,0.2095,353050,-0.0167,-0.0408,1.097
201907,77379,"spring, tx",89,10674,-614,-1674,37.789139,64.32445913,11.25381882,50,0.1111,5,0.1905,8,-9.5,0.0645,-0.0704,0.4459,336497.5,0.0195,0.0751,1.0455
201907,77518,"bacliff, tx",10540,10571,1167,2686,38.372093,67.13012033,9.614065715,48.5,-0.1339,-7.5,-0.2707,-18,-11,0.05,0.3696,0.4257,221495,-0.0154,0.0127,0.6882
201907,77021,"houston, tx",3737,13630,-1310,-72,20.440801,38.25051437,2.631086726,67,0.1964,11,-0.0147,-1,7.5,-0.0476,0.0256,0.2703,235650,-0.0572,-0.1354,0.7321
201907,77530,"channelview, tx",4478,6890,1212,-100,55.439865,80.69081614,30.18891452,40.5,-0.0357,-1.5,0.0253,1,-19,0.1977,0,0.6959,177500,-0.0403,0.1829,0.5514
201907,7727,"farmingdale, nj",11401,6670,691,-599,56.403142,40.93771432,71.86857036,65,0.0656,4,0.215,11.5,5.5,0.2025,0.2102,1.2838,549950,-0.009,0.0194,1.7089
201907,7739,"little silver, nj",12672,5713,-771,2760,60.98884,46.75478521,75.2228942,61,0.0893,5,-0.1974,-15,1.5,0,0.1696,1.3514,834500,-7.00E-04,0.0066,2.5931
201907,77590,"texas city, tx",3361,8930,1676,-681,46.274705,65.28461874,27.26479207,49.5,-0.161,-9.5,0.1,4.5,-10,0.0652,0.0426,0.6622,216035,0.0046,0.1932,0.6712
201907,7751,"morganville, nj",7140,5078,87,-3359,64.087537,52.54068209,75.63439117,57,0,0,0.2809,12.5,-2.5,0.0152,-0.3163,1.3581,575050,-0.114,-0.1774,1.7869
201907,7717,"avon by the sea, nj",18093,247,925,9005,95.744747,97.37514808,94.11434628,25.5,-0.2917,-10.5,-0.7475,-75.5,-34,0.2047,0.5612,2.0676,2150000,-0.1038,0.0238,6.6812
201907,77346,"humble, tx",539,9652,1202,1203,42.80192,77.44871875,8.15512189,42.5,-0.1146,-5.5,-0.1905,-10,-17,0.1346,-0.0923,0.3986,268827.5,-0.0226,0.0011,0.8353
201907,77554,"galveston, tx",9273,11660,-743,159,32.174699,16.89008043,47.45931791,90.5,0.0774,6.5,-0.0372,-3.5,31,0.0391,0.0813,0.8986,427300,-0.0052,0.0295,1.3277
201907,77046,"houston, tx",16649,14775,-1448,,12.41661,24.80827982,0.024939211,79.5,0.325,19.5,-0.3234,-38,20,-0.375,-0.6053,0.1014,359050,0.059,0.0286,1.1156
201907,77065,"houston, tx",1756,4535,-1122,504,66.656275,90.90342291,42.40912775,33.5,0.1167,3.5,0.0806,2.5,-26,-0.0746,0.0877,0.8378,243800,0.0035,0.0328,0.7575
201907,7719,"belmar, nj",5477,4342,620,-1969,67.638257,45.3270154,89.9494981,62,0.0877,5,0.3478,16,2.5,0.301,0.0894,1.8108,529050,-0.0554,0.0173,1.6439
201907,77081,"houston, tx",982,12527,-1743,-1187,26.815886,52.54068209,1.091090467,57,0.3256,14,0.1753,8.5,-2.5,0.1923,-0.0313,0.2095,405000,-0.0099,-0.1309,1.2584
201907,77070,"houston, tx",486,8894,-42,-1832,46.433693,64.32445913,28.54292662,50,0.087,4,0.25,10,-9.5,0.1364,0,0.6757,252450,-0.0288,0.0408,0.7844
201907,77382,"spring, tx",2478,9934,-473,181,41.430264,66.25101316,16.60951431,49,0.0652,3,0.0103,0.5,-10.5,-0.0128,0.1324,0.5203,507050,-0.0434,0.0211,1.5756
201907,77872,"north zulch, tx",18526,14439,,,14.888709,23.11241349,6.665004053,81.5,0.3583,21.5,0.1399,10,22,0,1.4348,0.3784,301500,-0.2368,-0.1661,0.9368
201907,77033,"houston, tx",4959,7024,520,-1137,54.838207,83.54635576,26.13005798,38.5,0.0694,2.5,0.3051,9,-21,0.2308,-0.0103,0.6486,140025,-0.0346,0.1568,0.435
201907,77982,"port o connor, tx",20306,15190,93,-37,9.442609,5.879418916,13.00579837,123,-0.1151,-16,0.0696,8,63.5,0.2069,0.1111,0.473,339950,0.0655,-0.041,1.0563
201907,77566,"lake jackson, tx",3372,6400,43,-3097,57.696864,61.61855477,53.77517302,51.5,0.1444,6.5,0.1573,7,-8,0.1967,-0.2396,0.9865,269550,-0.0015,0.0189,0.8375
201907,77066,"houston, tx",4037,5411,1877,-1227,62.419727,76.43868072,48.40077312,43,-0.0227,-1,0.1944,7,-16.5,0.2736,-0.0357,0.9122,210000,-0.0235,-0.0092,0.6524
201907,7747,"matawan, nj",3294,2523,-546,-1903,77.523536,66.25101316,88.7960596,49,0.225,9,0.4203,14.5,-10.5,0.1818,-0.2049,1.7568,399950,-2.00E-04,0.0595,1.2427
201907,77517,"santa fe, tx",12532,10175,-3744,-1457,40.273708,63.33936031,17.20805537,50.5,0.3289,12.5,-0.0381,-2,-9,-0.2255,-0.2547,0.5338,429050,0,0.6627,1.3332
201907,77007,"houston, tx",748,12953,-589,-774,24.509009,48.66886963,0.349148949,59.5,0.1226,6.5,0.1019,5.5,0,-0.1154,-0.0417,0.1554,468050,-0.0147,-5.00E-04,1.4544
201907,77067,"houston, tx",4542,703,,1082,90.912775,99.26429329,82.56125694,19.5,-0.5465,-23.5,-0.1702,-4,-40,0.5133,0.3121,1.5338,159799.5,0.024,0.0487,0.4964
201907,77584,"pearland, tx",73,8868,457,204,46.530332,76.43868072,16.62198391,43,0,0,0.0118,0.5,-16.5,0.1324,0.0845,0.5203,312050,-0.0092,-0.0233,0.9696
201907,77983,"seadrift, tx",18465,15505,-196,140,6.786583,5.25593865,8.31722676,126.5,0.063,7.5,-0.1185,-17,67,0.1538,0.0345,0.4054,189050,0,0.3596,0.5873
201907,77031,"houston, tx",7526,8861,-128,,46.549037,83.54635576,9.551717688,38.5,-0.0833,-3.5,-0.2062,-10,-21,-0.1711,-0.1923,0.4257,219050,0.1526,0.0953,0.6806
201907,77096,"houston, tx",1957,11796,328,1684,31.336118,62.41660951,0.255626909,51,0,0,-0.2154,-14,-8.5,0.05,0.1053,0.1419,399500,-0.0011,0.0652,1.2413
201907,77026,"houston, tx",5640,10985,3560,999,36.127564,61.61855477,10.63657335,51.5,-0.3397,-26.5,-0.1121,-6.5,-8,0.8056,0.1607,0.4392,159550,-0.0154,0.1684,0.4957
201907,77435,"east bernard, tx",12307,13981,1038,,18.096515,31.99700729,4.196022196,72,-0.1818,-16,0.9726,35.5,12.5,0.2632,0.2308,0.3243,417500,0.2688,0.4469,1.2973
201907,77049,"houston, tx",4560,7105,1565,-2474,54.51088,82.86052746,26.161232,39,-0.1875,-9,0.1642,5.5,-20.5,0.0213,-0.2381,0.6486,214950,0.0233,0.0372,0.6678
201907,7716,"atlantic highlands, nj",10208,7813,-241,-3734,51.384126,31.49198828,71.27626411,72.5,0.0985,6.5,0.4078,21,13,0.119,-0.0647,1.2703,574500,8.00E-04,0.0408,1.7852
201907,77551,"galveston, tx",6367,9039,-777,-1696,45.760334,39.51617931,52.00448906,66,0.0154,1,0.1786,10,6.5,-0.0533,0.0143,0.9595,217500,-0.0504,-0.0093,0.6757
201907,77713,"beaumont, tx",6760,8310,405,-3536,49.024253,54.51711453,43.53139223,56,-0.1642,-11,0.0769,4,-3.5,-0.137,-0.3115,0.8514,276550,-0.0121,0.1528,0.8593
201907,77546,"friendswood, tx",939,8921,733,-823,46.315232,65.28461874,27.3458445,49.5,-0.066,-3.5,0.1379,6,-10,0.0426,0.0652,0.6622,399950,0,0.028,1.2427
201907,77058,"houston, tx",4667,9213,874,-4289,44.818879,66.25101316,23.38674481,49,-0.0926,-5,0.5806,18,-10.5,0.0341,-0.2155,0.6149,259295,-0.1329,0.1056,0.8056
201907,77354,"magnolia, tx",3179,11314,-1258,-417,34.294532,50.12781345,18.4612507,58.5,0.125,6.5,0.0263,1.5,-1,-0.0357,0.0658,0.5473,387750,-0.0046,0.0799,1.2048
201907,7756,"ocean grove, nj",13545,7172,-25,-885,54.220961,20.7868321,87.65509072,84.5,0.3203,20.5,0.2519,17,25,0.4709,0.2341,1.7095,612499.5,-0.0563,-0.1798,1.9032
201907,77396,"humble, tx",1514,12074,-849,-2293,29.574786,52.54068209,6.608890829,57,0.1633,8,0.443,17.5,-2.5,0.1458,0.1957,0.3716,267545,0.0292,0.037,0.8313
201907,77521,"baytown, tx",677,9356,1261,978,44.117464,77.44871875,10.78620862,42.5,-0.1327,-6.5,-0.15,-7.5,-17,0.0484,-0.0441,0.4392,229671.5,5.00E-04,0.0485,0.7136
201907,77630,"orange, tx",3921,6614,511,-1667,56.677474,70.3161045,43.03884282,46.5,-0.1842,-10.5,-0.1143,-6,-13,-0.1554,-0.3056,0.8446,173800,0.0227,-0.0477,0.5399
201907,77506,"pasadena, tx",4072,8231,2760,-364,49.410811,74.51836149,24.3032608,44,-0.2667,-16,0.0115,0.5,-15.5,0.0333,-0.0412,0.6284,141450,0.0552,0.0592,0.4394
201907,77381,"spring, tx",2215,8506,-735,153,48.198142,71.13909845,25.25718561,46,0.0952,4,0,0,-13.5,0.0444,0.0562,0.6351,451050,-0.0238,0.1275,1.4015
201907,77023,"houston, tx",4821,10750,-333,5,37.418168,73.58314109,1.253195336,44.5,0.0595,2.5,-0.043,-2,-15,-0.0588,-0.3191,0.2162,320000,-0.0446,0.0668,0.9943
201907,77377,"tomball, tx",3250,11210,-1457,-405,34.939834,66.25101316,3.628655153,49,0.2564,10,-0.02,-1,-10.5,-0.0217,-0.2241,0.3041,335166.5,-0.01,3.00E-04,1.0414
201907,77459,"missouri city, tx",326,11199,758,490,34.964773,67.13012033,2.799426398,48.5,-0.049,-2.5,-0.0583,-3,-11,0.2059,0.1389,0.277,333922,-0.0235,-0.0647,1.0375
201907,77905,"victoria, tx",7205,8425,2851,-1697,48.525469,61.61855477,35.43238357,51.5,-0.2847,-20.5,0,0,-8,0.0566,-0.1884,0.7568,292500,0.0088,0.7626,0.9088
201907,77449,"katy, tx",19,6060,1150,1124,59.246212,88.01047447,30.48195025,35.5,-0.0405,-1.5,-0.0405,-1.5,-24,0.1977,0.1319,0.6959,215050,0.0094,0.0073,0.6681
201907,77406,"richmond, tx",2253,12452,285,464,27.264792,52.54068209,1.988902051,57,0,0,-0.0656,-4,-2.5,0.2,0.125,0.2432,330727.5,-0.0129,-0.0179,1.0276
201907,77304,"conroe, tx",3692,13046,-123,86,23.950994,43.09495604,4.807032857,63.5,0.0583,3.5,-0.0078,-0.5,4,0.1136,0.2895,0.3311,306315,-0.0246,-0.0028,0.9517
201907,77089,"houston, tx",1142,6835,1717,-790,55.636262,85.00529958,26.26722364,37.5,-0.1667,-7.5,-0.0132,-0.5,-22,0.0667,-0.1429,0.6486,249000,-0.0602,0.1592,0.7736
201907,77429,"cypress, tx",81,10072,-310,774,40.775609,67.95934909,13.59186982,48,0.0909,4,-0.0495,-2.5,-11.5,0.1094,0.2034,0.4797,319830,-0.0305,-0.0176,0.9937
201907,77625,"kountze, tx",9736,12109,11,-4413,29.353451,8.953176632,49.75372529,109,0.1978,18,0.6641,43.5,49.5,0.2321,-0.1429,0.9324,255050,-0.0039,0.1333,0.7924
201907,77099,"houston, tx",1429,7513,-614,-1414,52.724609,71.13909845,34.31011908,46,0.0952,4,0.2778,10,-13.5,0.0577,0.0377,0.7432,165050,0.1,0.0446,0.5128
201907,7757,"oceanport, nj",12970,4421,2550,1620,67.242347,71.93715319,62.54754037,45.5,-0.2155,-12.5,-0.2778,-17.5,-14,0.0577,-0.1451,1.1149,799545,-0.0356,0.3738,2.4845
201907,77657,"lumberton, tx",6054,1572,0,280,83.870565,82.86052746,84.88060353,39,0,0,-0.0824,-3.5,-20.5,-0.0595,-0.0558,1.6014,268050,-0.0593,-0.1352,0.8328
201907,77479,"sugar land, tx",72,10746,251,658,37.436873,66.25101316,8.622732091,49,0,0,-0.0667,-3.5,-10.5,0.1111,0.1765,0.4054,439950,-0.0224,-0.0206,1.367
201907,77386,"spring, tx",1645,9728,1197,146,42.421597,73.58314109,11.26005362,44.5,-0.11,-5.5,0.0349,1.5,-15,0.1,0.1579,0.4459,325040,0,0.0213,1.0099
201907,7704,"fair haven, nj",13036,10097,-1949,-3553,40.672735,24.80827982,56.5371906,79.5,0.2045,13.5,0.2137,14,20,-0.0256,-0.1915,1.027,1387050,0.2329,0.3954,4.3102
201907,77071,"houston, tx",3996,5382,3230,3539,62.600536,90.90342291,34.29764948,33.5,-0.2209,-9.5,-0.3093,-15,-26,0.3415,0.2088,0.7432,174500,-0.0817,-0.1385,0.5421
201907,7735,"keyport, nj",6448,3337,659,-467,72.813143,63.33936031,82.28692562,50.5,0.0978,4.5,0.0632,3,-9,0.25,-0.0132,1.5203,329950,0.0154,0.1035,1.0252
201907,77372,"splendora, tx",9332,9450,870,1914,43.684145,69.56792818,17.80036162,47,-0.0962,-5,-0.2769,-18,-12.5,0,-0.0805,0.5405,227500,0.0862,-0.0523,0.7068
201907,7748,"middletown, nj",4641,3370,-1219,-926,72.682212,53.51954611,91.84487811,56.5,0.2556,11.5,0.0971,5,-3,0.0328,-0.1129,1.9122,527550,-0.0392,0.0991,1.6393
