month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldpviews_per_property_mm,ldpviews_per_property_yy,ldpviews_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us
201805,77530,"channelview, tx",4478,4540,921,-137,68.181818,87.31738437,49.04625199,29,-0.0492,-1.5,0.0175,0.5,-28,0.1066,0.2273,0.9122,156800,0.052,0.081,0.5227
201805,77590,"texas city, tx",3361,7531,2482,1449,52.510367,79.43221691,25.58851675,35,-0.4262,-26,-0.3204,-16.5,-22,-0.0938,0.1757,0.5878,170050,0.1151,0.2164,0.5669
201805,7730,"hazlet, nj",7411,893,-654,2362,89.629984,82.79425837,96.46570973,32.5,0.8056,14.5,-0.3299,-16,-24.5,-0.0179,0.7814,2.5878,342500,0.0075,0.1248,1.1419
201805,77346,"humble, tx",539,8626,-136,-1138,46.334928,78.71132376,13.9585327,35.5,-0.0658,-2.5,-0.1839,-8,-21.5,-0.0597,-0.2317,0.4257,274950,0.0144,0.0577,0.9166
201805,77494,"katy, tx",38,9485,-203,196,41.326954,77.18022329,5.473684211,36.5,-0.0988,-4,-0.1798,-8,-20.5,-0.2037,-0.0227,0.2905,384950,0.0083,-3.00E-04,1.2834
201805,77084,"houston, tx",10,5160,-833,949,64.992026,93.3907496,36.59330144,23,0,0,-0.3784,-14,-34,-0.1866,0.1596,0.7365,193300,-0.009,-0.0373,0.6444
201805,77584,"pearland, tx",73,7956,-513,-1257,50.130781,83.37480064,16.88676236,32,-0.1233,-4.5,-0.1111,-4,-25,-0.2247,-0.1375,0.4662,328550,0.0078,0.0108,1.0954
201805,7735,"keyport, nj",6448,1990,2854,1005,82.14992,83.98724083,80.31259968,31.5,-0.3636,-18,-0.1711,-6.5,-25.5,0.1029,0.3473,1.5203,277450,0.156,0.0988,0.925
201805,77373,"spring, tx",560,5425,-314,861,63.649123,90.14354067,37.15470494,26.5,-0.0536,-1.5,-0.3457,-14,-30.5,-0.1057,0.1224,0.7432,193412.5,-0.0037,0.0757,0.6448
201805,77047,"houston, tx",4964,4108,444,3106,70.271132,97.19298246,43.3492823,17.5,-0.2391,-5.5,-0.5455,-21,-39.5,-0.0465,0.6184,0.8311,187350,0.0408,0.0291,0.6245
201805,77061,"houston, tx",5579,10783,1733,568,33.763955,39.62998405,27.89792663,64.5,-0.3027,-28,-0.1342,-10,7.5,0.1358,0.2432,0.6216,237550,0.0331,0.3201,0.7919
201805,77025,"houston, tx",2389,11548,-975,-483,29.304625,57.51834131,1.090909091,50,0.0753,3.5,0.0101,0.5,-7,-0.0714,0.04,0.1757,452550,0.0056,-0.134,1.5088
201805,77355,"magnolia, tx",4990,8755,-716,320,45.703349,67.64274322,23.76395534,43,-0.1485,-7.5,-0.165,-8.5,-14,-0.2906,0.1528,0.5608,374050,-0.0637,0.0111,1.2471
201805,77035,"houston, tx",2189,11695,-537,-1459,28.500797,55.17703349,1.824561404,51.5,-0.019,-1,0.0957,4.5,-5.5,-0.1667,-0.2308,0.2027,279950,0.0141,-0.0429,0.9333
201805,77441,"fulshear, tx",10227,11231,-172,199,31.119617,61.71610845,0.523125997,47,-0.0693,-3.5,-0.1048,-5.5,-10,-0.1538,-0.1538,0.1486,449950,9.00E-04,0.0237,1.5002
201805,77068,"houston, tx",9047,7360,-2959,501,53.400319,58.88995215,47.91068581,49,0.3425,12.5,-0.0841,-4.5,-8,-0.2048,0.3069,0.8919,257500,-0.0098,-0.0491,0.8585
201805,77423,"brookshire, tx",9476,10176,1328,3113,37.295056,74.19457735,0.39553429,38.5,-0.2936,-16,-0.469,-34,-18.5,-0.2857,-0.375,0.1351,300499.5,-0.0132,0.073,1.0018
201805,7738,"lincroft, nj",12835,2004,1200,92,82.057416,85.97767145,78.13716108,30,-0.3478,-16,0.1321,3.5,-27,-0.1589,0.3313,1.4662,677040,0.003,-0.0315,2.2574
201805,77563,"hitchcock, tx",9427,10129,448,-195,37.585327,64.06379585,11.10685805,45.5,-0.1727,-9.5,-0.1495,-8,-11.5,-0.1231,-0.0656,0.3851,282300,0.0046,-0.1245,0.9411
201805,77523,"baytown, tx",6180,9036,-449,9,44.025518,72.79744817,15.25358852,39.5,0.0676,2.5,-0.2404,-12.5,-17.5,0.0645,-0.1081,0.4459,317437.5,0.0156,-0.0137,1.0583
201805,7739,"little silver, nj",12672,5189,-1545,-3189,64.810207,50.61562998,79.00478469,55,0.2222,10,0.4103,16,-2,-0.0435,0.0046,1.4865,774050,-0.0037,-0.0071,2.5809
201805,77040,"houston, tx",1037,7361,74,292,53.397129,76.38277512,30.41148325,37,-0.1294,-5.5,-0.0976,-4,-20,-0.1019,0.3288,0.6554,267430,0.0487,0.0913,0.8916
201805,77954,"cuero, tx",9093,14125,-666,-1080,13.145136,14.43700159,11.85326954,106,0.1099,10.5,0.2471,21,49,0.0536,0.0536,0.3986,237500,0.128,0.6719,0.7918
201805,7731,"howell, nj",2990,2598,-62,1320,78.472089,71.28548644,85.65869219,40.5,-0.0581,-2.5,-0.1383,-6.5,-16.5,-0.087,0.44,1.7027,360000,0.0014,0.0287,1.2002
201805,77095,"houston, tx",152,5766,-251,-1151,61.945774,88.40191388,35.48963317,28,0.0182,0.5,-0.1515,-5,-29,-0.0531,-0.0531,0.723,254300,-0.0217,0.0528,0.8478
201805,77004,"houston, tx",2048,13697,-809,-976,15.878788,30.51355662,1.244019139,74.5,0.0347,2.5,0.155,10,17.5,-0.1563,0,0.1824,385025,-0.0121,-0.0254,1.2837
201805,77351,"livingston, tx",3345,12159,166,646,25.633174,33.58851675,17.67783094,71,-0.1013,-8,-0.1288,-10.5,14,0.0441,0.2679,0.4797,229950,-0.0217,0.0947,0.7666
201805,77042,"houston, tx",712,9675,-179,-508,40.229665,72.79744817,7.661881978,39.5,-0.0595,-2.5,-0.0125,-0.5,-17.5,-0.0577,0.1395,0.3311,330050,-0.0645,-0.164,1.1004
201805,7727,"farmingdale, nj",11401,3953,3928,2374,71.106858,71.28548644,70.92822967,40.5,-0.512,-42.5,-0.2569,-14,-16.5,-0.068,0.4015,1.2973,489999.5,-0.0199,-0.1289,1.6337
201805,77706,"beaumont, tx",2891,3935,-980,310,71.180223,55.96810207,86.3923445,51,0.0968,4.5,0.0303,1.5,-6,-0.0755,0.4602,1.7365,299950,-3.00E-04,0.1561,1
201805,77586,"seabrook, tx",4840,8757,-1382,-1749,45.700159,63.31738437,28.08293461,46,0.122,5,-0.0108,-0.5,-11,-0.1238,-0.08,0.6216,322050,-0.0166,-0.0638,1.0737
201805,7716,"atlantic highlands, nj",10208,4528,-1646,2233,68.261563,69.11004785,67.41307815,42,0.1507,5.5,-0.3386,-21.5,-15,-0.1659,0.183,1.223,569050,0,-0.0016,1.8973
201805,77478,"sugar land, tx",4235,9019,849,-446,44.124402,65.55023923,22.69856459,44.5,-0.1188,-6,-0.0326,-1.5,-12.5,0.1571,0.1912,0.5473,447500,-0.0324,0.0358,1.492
201805,77983,"seadrift, tx",18465,14660,-111,1207,9.69378,11.00478469,8.38277512,118,-0.2133,-32,-0.5382,-137.5,61,0.0408,0.5455,0.3446,139050,-0.1312,0.2635,0.4635
201805,7732,"highlands, nj",11261,6124,-1622,-1275,60.197767,58.88995215,61.50558214,49,0.3243,12,0.0652,3,-8,0,0.1458,1.1149,419050,0.036,0.1482,1.3971
201805,7733,"holmdel, nj",7818,4045,903,2466,70.586922,62.55183413,78.62200957,46.5,-0.1696,-9.5,-0.3451,-24.5,-10.5,-0.0684,0.1658,1.473,849050,-0.023,-0.0556,2.8309
201805,77327,"cleveland, tx",6010,11648,-923,1029,28.714514,37.19298246,20.23604466,67,0.0152,1,-0.2637,-24,10,-0.1461,0.1014,0.5135,222050,0.0162,0.1299,0.7402
201805,77713,"beaumont, tx",6760,4781,-1006,184,66.998405,54.45614035,79.54066986,52,0.04,2,0.0097,0.5,-5,-0.126,0.3704,1.5,254950,0.1229,-0.2138,0.8499
201805,77583,"rosharon, tx",5884,11094,-219,1804,31.968102,62.55183413,1.384370016,46.5,-0.0606,-3,-0.3008,-20,-10.5,-0.0968,0,0.1892,304945,-0.0083,0.0167,1.0167
201805,77081,"houston, tx",982,12317,988,-1883,24.596491,47.46411483,1.728867624,57.5,-0.2675,-21,0.3068,13.5,0.5,0.0345,0.3043,0.2027,428550,-0.0893,-0.1413,1.4288
201805,77566,"lake jackson, tx",3372,3607,-547,1667,72.848485,82.13716108,63.55980861,33,-0.0435,-1.5,-0.3196,-15.5,-24,-0.15,0.1972,1.1486,259950,0.0313,0.0742,0.8666
201805,77067,"houston, tx",4542,2602,3840,963,78.449761,91.11961722,65.77990431,25.5,-0.3377,-13,-0.2609,-9,-31.5,0.4874,0.2643,1.1959,149950,-0.0628,0.0523,0.4998
201805,7746,"marlboro, nj",7336,2849,-292,-843,76.963317,62.55183413,91.37480064,46.5,0.0333,1.5,0.1341,5.5,-10.5,0.0135,0.2876,2.027,649550,0.023,0.1065,2.1657
201805,77066,"houston, tx",4037,4000,-220,2377,70.848485,88.98883573,52.70813397,27.5,-0.0351,-1,-0.433,-21,-29.5,-0.1006,0.2119,0.9662,196545,-0.0051,0.0916,0.6552
201805,77546,"friendswood, tx",939,6733,-68,10,56.877193,84.63157895,29.12280702,31,-0.1014,-3.5,-0.1842,-7,-26,-0.0784,0.119,0.6351,405050,0.0125,-0.0743,1.3505
201805,77461,"needville, tx",9478,9408,-1645,-2610,41.837321,56.65709729,27.01754386,50.5,0.1348,6,0.2785,11,-6.5,-0.1509,0.0345,0.6081,340000,-0.0146,0.1768,1.1335
201805,77612,"buna, tx",9809,1979,1470,5603,82.216906,81.44816587,82.98564593,33.5,-0.2796,-13,-0.437,-26,-23.5,-0.0402,0.959,1.6149,185050,-0.075,0.0283,0.6169
201805,77098,"houston, tx",5413,12072,-1912,338,26.271132,49.92663477,2.615629984,55.5,0.2472,11,-0.1048,-6.5,-1.5,-0.1053,0.2143,0.2297,799050,0.022,0.0655,2.6642
201805,77545,"fresno, tx",6435,11170,-2201,-3226,31.467305,58.88995215,4.044657097,49,0.3425,12.5,0.4627,15.5,-8,-0.2041,-0.2642,0.2635,243967.5,0.0038,0.1351,0.8133
201805,77065,"houston, tx",1756,5411,-380,2335,63.722488,88.98883573,38.45614035,27.5,-0.1129,-3.5,-0.4271,-20.5,-29.5,-0.1504,0.2697,0.7635,235050,-0.0095,0.0129,0.7836
201805,77049,"houston, tx",4560,5420,-843,3015,63.6874,83.98724083,43.38755981,31.5,0,0,-0.3298,-15.5,-25.5,-0.1575,0.6849,0.8311,201270,0,0.0272,0.671
201805,77515,"angleton, tx",3711,10033,-1563,-2493,38.121212,54.45614035,21.78628389,52,0.0297,1.5,0.0505,2.5,-5,-0.2617,-0.1856,0.5338,238050,-0.0282,-0.0282,0.7936
201805,77088,"houston, tx",1174,5927,1108,938,61.170654,92.38277512,29.9585327,24,-0.4,-16,-0.5052,-24.5,-33,-0.1273,-0.1111,0.6486,175450,0.0506,0.2034,0.5849
201805,77060,"houston, tx",2081,11630,-2647,-6402,28.803828,37.19298246,20.41467305,67,0.2523,13.5,0.3814,18.5,10,-0.2596,-0.4653,0.5203,128050,0.024,0.1277,0.4268
201805,77840,"college station, tx",339,9471,-1674,-3552,41.393939,68.39553429,14.3923445,42.5,0.1184,4.5,0.1039,4,-14.5,-0.2381,-0.3663,0.4324,217050,0.0098,-0.1387,0.7236
201805,77083,"houston, tx",335,5702,82,-190,62.194577,85.33333333,39.05582137,30.5,-0.0896,-3,-0.2375,-9.5,-26.5,-0.0579,0.0179,0.7703,214950,0.0718,0.1507,0.7166
201805,77396,"humble, tx",1514,10056,-982,-1288,38.025518,68.39553429,7.655502392,42.5,0.1333,5,-0.0556,-2.5,-14.5,0,-0.2097,0.3311,257109.5,-0.01,-0.1058,0.8572
201805,77520,"baytown, tx",2666,8405,-1403,-3686,47.591707,66.28389155,28.89952153,44,0.2394,8.5,0.2055,7.5,-13,-0.0309,-0.2101,0.6351,159995,0.067,0.1307,0.5333
201805,77502,"pasadena, tx",3282,5325,-2063,1384,64.124402,81.44816587,46.80063796,33.5,0.4889,11,-0.3495,-18,-23.5,-0.1925,0.0833,0.8784,148300,-0.0117,-0.0179,0.4943
201805,7753,"neptune, nj",1430,2390,-544,3189,79.652313,83.98724083,75.31738437,31.5,0.0328,1,-0.3762,-19,-25.5,-0.1271,0.461,1.3919,314050,0.0502,0.0495,1.047
201804,77327,"cleveland, tx",6010,10725,1225,1381,32.950616,42.5859482,23.31528475,66,-0.3333,-33,-0.2048,-17,6.5,0.1125,0.4355,0.5563,218500,-0.007,0.1808,0.7331
201804,77029,"houston, tx",7503,5756,,2353,61.090091,82.62117555,39.55900581,35,-0.4697,-31,-0.4615,-30,-24.5,-0.0597,0.0678,0.7875,105050,-0.1497,0.1679,0.3524
201804,77471,"rosenberg, tx",2193,9260,-1126,889,41.594364,77.1544132,6.034314045,39,0.1818,6,-0.2041,-10,-20.5,-0.0926,0.3611,0.3063,239800,0.0089,0.0137,0.8046
201804,77802,"bryan, tx",3794,6369,1169,-3300,57.616283,58.82966925,56.40289647,52,-0.2121,-14,0.3,12,-7.5,0.0247,-0.0235,1.0375,255000,0.0627,-0.0379,0.8556
201804,77536,"deer park, tx",3314,2411,2271,3105,79.212604,98.1473025,60.27790463,15.5,-0.5571,-19.5,-0.6395,-27.5,-44,0.1959,0.5259,1.1063,279800,-0.1119,0.2216,0.9388
201804,7712,"asbury park, nj",1357,5469,-2019,-3357,62.740557,62.5937765,62.88733773,49.5,0.1,4.5,0.5,16.5,-10,-0.1786,0.0222,1.15,464500,0.0804,0.0826,1.5587
201804,77377,"tomball, tx",3250,8701,-474,-244,44.927914,74.96901298,14.88681584,40.5,-0.0357,-1.5,-0.0581,-2.5,-19,-0.0278,0.25,0.4375,340050,0,4.00E-04,1.141
201804,7734,"keansburg, nj",8679,6899,-171,1560,54.882902,47.96138039,61.80442299,61,0.0167,1,-0.0615,-4,1.5,0.0647,0.6759,1.1313,189500,-0.048,0.5166,0.6358
201804,77489,"missouri city, tx",2730,2787,4829,2152,77.177246,98.1473025,56.20718899,15.5,-0.75,-46.5,-0.6125,-24.5,-44,0.1216,0.3607,1.0375,145400,-0.0742,0.0389,0.4878
201804,77554,"galveston, tx",9273,11239,-1482,-1170,29.757323,38.26081284,21.2538326,71,0.0758,5,0.029,2,11.5,-0.1429,0.05,0.525,409550,0.0503,0.1097,1.3743
201804,7762,"spring lake, nj",9151,6529,-655,2123,56.702981,46.87846565,66.5274969,62,-0.0313,-2,-0.2874,-25,2.5,-0.0714,0.3542,1.2188,749950,-0.2684,-0.1469,2.5166
201804,7755,"oakhurst, nj",12596,7117,17,-3046,53.780416,83.18872725,24.37210516,34.5,-0.1375,-5.5,0.0455,1.5,-25,-0.08,-0.2581,0.575,589050,-0.0167,0.2023,1.9766
201804,77562,"highlands, tx",9279,6512,1659,3086,56.768217,74.36231979,39.17411442,41,-0.1961,-10,-0.3788,-25,-18.5,0.2019,0.4535,0.7813,215550,0.2676,0.0262,0.7232
201804,77514,"anahuac, tx",15976,11352,-169,3702,29.193033,36.11455411,22.27151151,73.5,0.0068,0.5,-0.6152,-117.5,14,0.1757,0.9773,0.5438,213550,-0.0251,0.068,0.7165
201804,77373,"spring, tx",560,5111,183,952,64.505186,90.43642769,38.57394481,28,-0.0345,-1,-0.2821,-11,-31.5,0.0424,0.3085,0.7688,194123,0.022,0.0496,0.6513
201804,77650,"port bolivar, tx",16861,12526,-958,1223,21.658295,34.19662078,9.119968687,76,0.0556,4,-0.2475,-25,16.5,-0.05,0.2955,0.3563,339708.5,0.0483,0.0296,1.1399
201804,77657,"lumberton, tx",6054,1690,911,694,83.8313,80.50753474,87.15506556,36.5,-0.0875,-3.5,-0.1889,-8.5,-23,0.2,0.2308,1.8,293250,-0.0692,-0.0223,0.984
201804,77066,"houston, tx",4037,3780,-239,2528,71.778981,89.99934764,53.55861439,28.5,-0.2083,-7.5,-0.4184,-20.5,-31,-0.1359,0.3947,0.9938,197549.5,0.045,0.0911,0.6628
201804,77414,"bay city, tx",4721,13066,-169,1364,18.26277,28.61895753,7.906582295,83.5,-0.1566,-15.5,-0.3099,-37.5,24,0.08,0.4211,0.3375,214950,0.0772,0.102,0.7212
201804,77016,"houston, tx",4625,7054,-871,-2853,54.028312,92.08689412,15.96973058,26,-0.037,-1,-0.3333,-13,-33.5,-0.2065,-0.4632,0.4563,128550,-0.041,0.4355,0.4312
201804,77365,"porter, tx",3605,9721,694,780,38.763129,72.40524496,5.12101246,42.5,-0.213,-11.5,-0.2273,-12.5,-17,-0.1154,0.0455,0.2875,284950,0.0032,-4.00E-04,0.9561
201804,77461,"needville, tx",9478,7763,797,2932,50.026094,69.54791572,30.50427295,44.5,-0.2458,-14.5,-0.3904,-28.5,-15,-0.0862,0.3947,0.6625,345050,0.015,0.0615,1.1578
201804,77055,"houston, tx",1769,11902,-861,-1550,25.738796,50.59690782,0.880683671,58.5,0.0446,2.5,0.2717,12.5,-1,0.0385,0.35,0.1688,642500,-0.0101,0.0446,2.156
201804,77075,"houston, tx",2883,4487,-1663,4879,67.926805,94.68980364,41.16380716,22.5,-0.1667,-4.5,-0.6831,-48.5,-37,-0.2935,0.3,0.8125,170550,-0.0087,-0.1678,0.5722
201804,77506,"pasadena, tx",4072,4360,2886,3711,68.650923,89.99934764,47.30249853,28.5,-0.43,-21.5,-0.43,-21.5,-31,0.1429,0.7561,0.9,115050,-0.0162,0,0.3859
201804,77445,"hempstead, tx",8017,5905,1312,8389,60.284428,83.18872725,37.38012917,34.5,-0.1375,-5.5,-0.7305,-93.5,-25,0.2347,1.75,0.7563,175675,0.0485,0.2544,0.5894
201804,77845,"college station, tx",503,9169,-1148,-4103,42.109727,54.33492074,29.88453259,55.5,0.0278,1.5,0.1563,7.5,-4,-0.1034,-0.2571,0.65,320500,-0.0137,-0.1096,1.0754
201804,77351,"livingston, tx",3345,12325,200,-29,23.018462,31.88074891,14.15617457,79,-0.2752,-30,-0.0706,-6,19.5,-0.0811,0.1333,0.425,235050,0.0935,0.2374,0.7886
201804,77983,"seadrift, tx",18465,14549,-780,964,8.147955,10.39206732,5.90384239,150,0.145,19,-0.3827,-93,90.5,-0.125,0.3611,0.3063,160050,0,0.2799,0.5369
201804,77480,"sweeny, tx",10781,13233,-492,-2292,17.095049,23.25004893,10.94004827,94.5,-0.2379,-29.5,0.2945,21.5,35,-0.2439,-0.1389,0.3875,244550,0.1926,0.3222,0.8205
201804,77006,"houston, tx",2621,10994,-918,-1303,31.221867,58.82966925,3.614064844,52,0.04,2,0.1304,6,-7.5,-0.1087,0.025,0.2563,599500,-0.0253,0.0075,2.0117
201804,77065,"houston, tx",1756,5031,162,1315,64.958575,87.18768348,42.72946702,31,-0.0882,-3,-0.3404,-16,-28.5,0.0076,0.2091,0.8313,237300,-0.0115,0.0502,0.7962
201804,77389,"spring, tx",5399,9076,-436,107,42.598995,68.02792093,17.1700698,45.5,-0.0109,-0.5,-0.09,-4.5,-14,-0.0132,0.2931,0.4688,449750,0.0244,0.0338,1.5092
201804,77801,"bryan, tx",6394,12266,-1039,-7276,23.45228,38.6913693,8.213190684,70.5,-0.0342,-2.5,2.3571,49.5,11,-0.2361,-0.375,0.3438,265050,0.4057,-0.1584,0.8893
201804,77630,"orange, tx",3921,7255,748,-814,53.017157,42.10320308,63.93111097,66.5,-0.2083,-17.5,-0.05,-3.5,7,0.0625,0.1,1.1688,150300,0.2029,-0.03,0.5042
201804,77356,"montgomery, tx",3150,11090,-196,18,30.713028,50.59690782,10.82914737,58.5,-0.1136,-7.5,-0.1,-6.5,-1,-0.1029,0.1296,0.3813,350000,0.0027,1.00E-04,1.1744
201804,77064,"houston, tx",1297,4519,80,1180,67.744145,88.86424424,46.62404593,29.5,-0.1571,-5.5,-0.314,-13.5,-30,-0.0533,0.2679,0.8875,230049.5,0,0.1528,0.7719
201804,77904,"victoria, tx",3873,11580,115,818,27.656729,31.16967839,24.14377976,80,-0.2523,-27,-0.1919,-19,20.5,-0.0521,0.3,0.5688,264557.5,0.0133,0.0818,0.8877
201804,7718,"belford, nj",12406,1218,,383,86.825625,94.68980364,78.96144563,22.5,-0.5755,-30.5,-0.2969,-9.5,-37,0.2737,0.1748,1.5125,357000,0.0983,0.0693,1.1979
201804,77080,"houston, tx",1635,11262,-1929,-1283,29.617066,58.11859873,1.115532651,52.5,0.2805,11.5,0.1413,6.5,-7,-0.1471,-0.1471,0.1813,341497.5,-0.0103,0.0378,1.1459
201804,77477,"stafford, tx",2054,4971,-1532,2443,65.301063,86.61360819,43.98851849,31.5,0.1667,4.5,-0.3438,-16.5,-28,-0.1707,0.5111,0.85,235050,-0.0208,0.0021,0.7886
201804,77532,"crosby, tx",4302,8731,221,-1541,44.751778,81.86443995,7.639115402,35.5,-0.2283,-10.5,-0.0897,-3.5,-24,-0.2206,-0.2639,0.3313,234931,-5.00E-04,0.0212,0.7882
201804,77706,"beaumont, tx",2891,2955,-100,762,76.198708,66.68406289,85.71335377,46.5,0.0109,0.5,-0.1226,-6.5,-13,0.0611,0.3238,1.7375,300050,0.0526,0.2004,1.0068
201804,7726,"englishtown, nj",1798,1362,315,464,85.843825,77.1544132,94.53323765,39,-0.1875,-9,-0.1333,-6,-20.5,-0.1957,0.2434,2.3625,475000,0.0214,-0.1022,1.5939
201804,77982,"port o connor, tx",20306,14897,-253,254,5.375432,4.755691826,5.995172549,199.5,-0.0172,-3.5,-0.0025,-0.5,140,-0.125,0.1667,0.3063,329950,-0.0152,0.1183,1.1071
201804,77651,"port neches, tx",8447,639,1634,1532,91.630243,85.52416987,97.73631679,32.5,-0.3868,-20.5,-0.3085,-14.5,-27,0.0597,0.723,2.9938,332500,-0.0364,0.5179,1.1157
201804,77659,"sour lake, tx",13034,7987,-2252,-5426,48.776828,47.30902211,50.24463435,61.5,0.5769,22.5,0.4643,19.5,2,0.1269,-0.2374,0.9438,138550,-0.0448,-0.3554,0.4648
201804,77586,"seabrook, tx",4840,7375,1169,-748,52.322395,74.36231979,30.28247113,41,-0.2931,-17,-0.0465,-2,-18.5,-0.0625,0.1413,0.6563,327500,-0.1026,-0.0509,1.0989
201804,77077,"houston, tx",104,9908,225,-707,37.689999,71.75941027,3.620588427,43,-0.14,-7,-0.0227,-1,-16.5,-0.0682,-0.0682,0.2563,377050,0.0472,0.0108,1.2652
201804,77551,"galveston, tx",6367,6240,1920,825,58.327353,70.29160415,46.36310262,44,-0.3333,-22,-0.1852,-10,-15.5,-0.007,0.2368,0.8813,199550,0.0726,0.2546,0.6695
201804,77007,"houston, tx",748,11018,-604,-662,31.068563,61.01506948,1.122056233,50.5,0.01,0.5,0.0745,3.5,-9,-0.0333,0.1154,0.1813,476800,0.0037,0.0366,1.5999
201804,77530,"channelview, tx",4478,5461,78,3833,62.78296,87.74218801,37.82373279,30.5,-0.2375,-9.5,-0.558,-38.5,-29,-0.1408,0.2449,0.7625,149050,0.0205,0,0.5
201804,77486,"west columbia, tx",10981,9764,-1607,-19,38.52828,57.57714137,19.4794181,53,0.6061,20,-0.1719,-11,-6.5,0.5,0.0385,0.5063,202450,-0.0217,-0.0493,0.6792
201804,7733,"holmdel, nj",7818,4948,-1252,2254,65.434797,53.69560963,77.17398395,56,0.098,5,-0.3086,-25,-3.5,-0.0488,0.3146,1.4625,869050,-0.0214,-0.0214,2.9163
201804,77879,"somerville, tx",11919,2415,7573,5253,79.199556,94.68980364,63.70930915,22.5,-0.768,-74.5,-0.6484,-41.5,-37,0.375,0.4841,1.1688,141550,0.2986,0.0893,0.4749
201804,77023,"houston, tx",4821,10600,-2425,-767,33.674734,63.23308761,4.116380716,49,0.5313,17,-0.02,-1,-10.5,-0.14,-0.0652,0.2688,319950,0,0.0753,1.0736
201804,77021,"houston, tx",3737,8996,1717,758,43.091526,79.77036989,6.412681845,37,-0.3621,-21,-0.2449,-12,-22.5,-0.0741,0.1364,0.3125,256300,-0.0678,-0.0993,0.86
201804,7758,"port monmouth, nj",13891,3529,147,-1991,73.210907,87.18768348,59.23413138,31,-0.1842,-7,0.2917,7,-28.5,-0.0745,-0.0645,1.0875,365050,0.2166,0.6983,1.2249
201804,7727,"farmingdale, nj",11401,7881,-1767,-4384,49.363951,29.02994324,69.69795812,83,-0.0674,-6,0.6939,34,23.5,-0.237,0.0729,1.2875,499950,-0.0385,-0.0894,1.6776
201804,77302,"conroe, tx",6666,6610,1168,2083,56.298519,72.40524496,40.19179333,42.5,-0.2544,-14.5,-0.2797,-16.5,-17,-0.0231,0.4111,0.7938,255000,0.0198,-0.0891,0.8556
201804,77836,"caldwell, tx",8740,9293,-863,-2337,41.395394,32.95714006,49.83364864,77.5,0.0333,2.5,0.2109,13.5,18,-0.0132,0.0563,0.9375,313550,-0.0157,0.0485,1.0521
201804,77590,"texas city, tx",3361,10013,127,-2990,37.102877,47.96138039,26.24437341,61,-0.0317,-2,0.2979,14,1.5,0.2,0,0.6,152500,-0.1483,0.1817,0.5116
201804,77656,"silsbee, tx",6981,4430,863,2354,68.233414,60.29095179,76.17587579,51,-0.2388,-16,-0.2031,-13,-8.5,-0.0726,0.5753,1.4375,144500,-0.1497,-0.071,0.4848
201804,77048,"houston, tx",7636,5531,480,2968,62.38176,92.43916759,32.32435253,25.5,-0.1207,-3.5,-0.4688,-22.5,-34,0.0784,0.6176,0.6875,165050,-0.0571,0.0312,0.5537
201804,77386,"spring, tx",1645,9118,-98,-542,42.344576,68.02792093,16.66123035,45.5,-0.0521,-2.5,-0.0319,-1.5,-14,0.0571,0.1563,0.4625,325050,3.00E-04,0.0156,1.0907
201804,7739,"little silver, nj",12672,3644,-2300,-2571,72.503099,68.81075086,76.19544654,45,0.25,9,0.3636,12,-14.5,-0.2532,-0.1154,1.4375,776950,-0.0103,0.0222,2.6072
201804,77059,"houston, tx",7567,8422,-285,-1082,46.444647,74.96901298,17.92028182,40.5,-0.1,-4.5,-0.0581,-2.5,-19,-0.1047,-0.0128,0.4813,409550,0.0276,0.024,1.3743
201804,77531,"clute, tx",7588,8353,41,-308,46.728423,75.66703634,17.78981016,40,-0.1111,-5,-0.2,-10,-19.5,-0.0375,-0.061,0.4813,239950,-0.0769,0.1316,0.8051
201804,77401,"bellaire, tx",7116,11629,-333,-4,27.337074,54.33492074,0.339226303,55.5,-0.0431,-2.5,-0.0431,-2.5,-4,-0.0455,-0.25,0.1313,889050,0.0361,-0.2098,2.9834
201804,77036,"houston, tx",102,10276,-76,203,35.514384,58.82966925,12.19909975,52,-0.0545,-3,-0.1186,-7,-7.5,0.0667,0.1852,0.4,136550,0.05,0.0664,0.4581
201804,77583,"rosharon, tx",5884,10875,269,460,32.037315,62.5937765,1.480853285,49.5,-0.1466,-8.5,-0.1316,-7.5,-10,-0.1389,-0.0313,0.1938,307511.5,-0.0362,0.0529,1.0318
201804,77372,"splendora, tx",9332,10344,-1073,-1036,35.152326,41.15728358,29.14736773,67.5,0.0227,1.5,0.1842,10.5,8,-0.0804,0.4306,0.6438,306598,0.3044,0.0251,1.0288
201804,77091,"houston, tx",5199,7334,-2797,1993,52.557244,81.86443995,23.25004893,35.5,0.4792,11.5,-0.3173,-16.5,-24,-0.3154,0.4355,0.5563,192000,-0.0398,-0.0402,0.6442
201804,7757,"oceanport, nj",12970,3247,214,3045,74.58086,69.54791572,79.6138039,44.5,-0.0532,-2.5,-0.3047,-19.5,-15,0.0381,0.5313,1.5313,610000,0.0251,-0.1274,2.0469
