month_date_yyyymm,state,state_id,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_feet,median_listing_price_per_square_feet_mm,median_listing_price_per_square_feet_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy
201811,colorado,co,449300,-0.0014,-0.001,24429,-0.0482,0.168,64.5,0.0932,-0.1783,8168,-0.1413,0.0702,460,-0.2014,-0.1154,7072,-0.2405,0.5281,10975,-0.0751,1.1797,184.9101562,-4.00E-04,0.0515,2400,2.00E-04,-0.0442,834680,0.0072,-0.0429
201811,michigan,mi,199300,-0.0033,0.1103,41672,-0.0499,0.0217,68,0.0543,-0.1169,12160,-0.1383,0.1038,420,-0.0541,-0.087,10096,-0.2193,0.1723,4834,-0.106,1.0774,117.8671875,-0.0032,0.0888,1650,-0.0137,0.0024,292043,-0.0111,0.0461
201811,minnesota,mn,271717.5,-0.0121,0.0562,19959,-0.0889,0.025,66.5,0.0992,-0.125,5052,-0.2557,0.0945,164,0.0513,-0.1961,4728,-0.2613,0.2588,8539,-0.1419,-0.0949,137.534668,-0.002,0.0681,2044,-0.0102,-0.0054,362301,-0.0131,0.026
201811,california,ca,539500,-0.0012,0.0609,93256,-0.0156,0.3269,49,0.0889,0.0208,34780,-0.1439,0.1048,1632,0.0074,0.0851,25780,-0.1614,0.637,33140,-0.0743,0.0668,297.71875,-0.0014,0.092,1800,-0.0047,-0.0346,985600,0.0034,-0.0245
201811,illinois,il,239500,-0.0207,0.0548,54881,-0.0561,0.0313,64.5,0.084,-0.0444,14788,-0.2097,0.0238,348,-0.2232,-0.1031,14056,-0.2186,0.0786,18193,-0.0848,-0.059,115.6132812,-0.0045,0.0727,1731,-0.0094,-0.0109,355987,-0.0073,0.018
201811,ohio,oh,169950,-0.0219,0.1054,35992,-0.0294,-0.0361,63.5,0.0496,-0.0993,11636,-0.1391,0.059,228,-0.1972,-0.3448,10616,-0.1999,0.1318,15825,-0.0809,-0.0641,89.41629464,-0.0042,0.0275,1679.5,-0.0126,0.0708,248808,-0.0061,0.0704
201811,texas,tx,286514,-0.0088,0.0233,107315,-0.0183,0.0633,70,0.0448,-0.0345,31232,-0.0442,0.0603,2912,-0.0082,-0.0396,30152,-0.152,0.173,33132,-0.0338,-0.058,126.28125,4.00E-04,0.05,2236.5,-0.0051,-0.0086,399846,-0.0039,0.0153
201811,virginia,va,299500,-0.0015,0.0069,39388,-0.0495,-0.0194,77.5,0.0616,-0.0373,9560,-0.1809,-0.0087,584,-0.0759,0.0355,8176,-0.231,0.0134,8653,0.016,-0.0288,139.6054688,-0.0079,0.0612,2014.5,-0.0044,0.0072,414783,-0.0019,-0.001
201811,south carolina,sc,270602,0.0024,0.0418,30352,-0.0101,-0.0033,87.5,0.0417,-0.0113,7024,-0.1194,-0.0362,744,-0.1185,0.0877,6964,-0.1286,0.1692,9371,-0.0186,0.0619,119.8710937,0.0082,0.0989,1796,0.0011,0.0373,405064,-0.0028,0.0425
201811,florida,fl,325050,0,0.0156,153503,0.0409,0.1042,77.5,-0.019,-0.1143,42684,0.0244,0.0358,3700,0.0743,0.0324,42208,0.0117,0.268,44472,-0.0407,-0.0655,176.609375,0.0053,0.0299,1752,-0.0031,-0.016,625218,0.0078,8.00E-04
201811,wisconsin,wi,229950,-0.0088,0.15,21893,-0.0683,-0.148,82,0.0933,-0.1135,4796,-0.2117,0.0481,96,-0.3333,-0.3514,4280,-0.2686,0.07,6172,-0.1308,0.4215,123.0066812,-0.0058,0.0831,1767.5,-0.0039,0.0152,307620,-0.012,0.09
201811,arkansas,ar,181400,-0.0195,0.0674,16682,-0.0137,-0.0021,89,0.0289,-0.0632,3368,-0.0848,0.0395,96,-0.2258,-0.2727,2752,-0.1157,0.075,2194,-0.0514,-0.0457,91.6875,-0.0038,0.0502,1794,-0.0033,0.024,249068,-0.007,0.0642
201811,delaware,de,299950,0,0.0809,5276,-0.016,-0.1402,93.5,0.0447,-0.041,1140,-0.188,-0.1518,192,0.1707,-0.0769,1084,-0.1763,-0.1369,194,-0.0251,4.1053,141.0094717,-0.0062,,1895,-0.0026,,393249,-0.0035,0.0804
201811,wyoming,wy,250050,-0.003,0.0258,3832,-0.048,-0.0802,101.5,0.0798,-0.0731,732,-0.0054,0.1731,20,-0.375,0.25,504,-0.125,0.008,523,-0.106,0.5428,116.6043206,0.0016,0.0277,2156,-0.0019,0.0291,515741,-0.0189,0.1002
201811,louisiana,la,221008,-0.0047,0.0277,20072,-0.0087,0.08,88.5,0.0291,0.0663,4016,-0.1131,-0.0881,152,-0.1915,-0.1739,4220,-0.162,0.0174,3026,-0.0591,0.4029,114.041748,3.00E-04,0.0187,1854.5,-0.0038,-0.0341,292244,-0.0051,0.0088
201811,kansas,ks,174950,-0.0267,0.0671,11102,-0.0117,0.0197,73.5,0.028,-0.0265,3080,-0.1358,0.0938,120,-0.3182,-0.2105,2488,-0.1783,0.0817,870,-0.1454,-0.1545,84.4413092,-0.0045,0.1147,1922.5,-0.007,0.0773,255428,-0.0185,0.0726
201811,alaska,ak,281043,0.0071,0.0409,3337,-0.0902,-0.0397,100,0.1299,0.0929,516,-0.2989,-0.1284,20,-0.2857,-0.1667,708,-0.3244,-0.149,0,,-1,165.1092502,8.00E-04,0.0268,1728,0,0.0189,323779,0.0098,0.0234
201811,idaho,id,329950,0,0.1033,8704,-0.0711,-0.1101,71,0.1008,-0.1013,2424,-0.1548,0.0802,228,0.2128,-0.1364,2024,-0.2923,0.1269,431,-0.1397,-0.0401,158.6042234,-0.0031,0.1354,2151.5,-0.0014,-0.0183,521465,-0.008,0.0607
201811,west virginia,wv,168000,-0.0056,0.0503,8543,-0.026,-0.0889,102.5,0.0459,-0.0191,1436,-0.0675,0,56,-0.3333,-0.0667,1240,-0.2365,-0.0882,1477,-0.0894,0.2166,83.69387755,-0.0043,0.0342,1681,0,0.046,229360,2.00E-04,0.0527
201811,nebraska,ne,228050,-0.0085,0.0732,5789,-0.0074,0.153,53.5,0.049,-0.0696,1952,-0.1191,0.0844,68,0.1333,0.5455,1232,-0.1765,0.1282,1064,-0.1006,-0.6269,115.1562175,0.0039,0.0697,1821.5,-0.0114,-0.0074,279103,-0.009,0.0201
201811,tennessee,tn,269050,-0.0033,0.0764,31429,-0.0141,0.0288,66,0.0645,-0.0571,9268,-0.1009,-4.00E-04,548,-0.0987,-0.0987,7520,-0.1493,0.1605,9217,-0.061,0.0759,120.2840136,0.0032,0.118,1953.5,-0.0043,0.0185,362050,-0.0025,0.062
201811,district of columbia,dc,625000,-0.0158,0.0417,1840,0.0016,0.0862,40.5,0.3065,-0.0581,816,-0.236,-0.0727,32,0.3333,1,580,-0.1944,0.1983,335,-0.1207,-0.1908,499.2877493,-0.0332,0.2246,1293,0.0012,0.6367,910835,-0.015,-0.0518
201811,oregon,or,415050,-0.0112,0.0377,17391,-0.0644,0.1074,70.5,0.0846,-0.0662,4860,-0.1857,0.0253,308,-0.163,0.0694,4940,-0.2348,0.2825,1827,-0.0883,-0.1325,211.328125,-0.0017,0.0557,1979.5,-0.008,-0.0222,555457,0.0032,0.0327
201811,oklahoma,ok,190378.5,0.0023,0.0486,17608,-0.0251,-0.0493,73.5,0.0208,0,4400,-0.0359,-0.0351,176,-0.45,-0.2542,3868,-0.1853,-0.0639,2280,-0.0858,14.0993,96.83835697,0.0061,0.0322,1891,0.0061,0.005,262389,0.0057,0.0613
201811,vermont,vt,285049.5,-9.00E-04,0.0755,5327,-0.0667,-0.093,135.5,0.1016,-0.0906,532,-0.2356,-0.0432,20,-0.1667,-0.1667,524,-0.264,-0.1149,738,-0.2107,-0.0302,142.2078809,-0.0048,0.0342,2000,-0.0052,0.0163,398262,-0.0027,0.0224
201811,arizona,az,326840,0.0055,0.0545,27478,0.0312,-0.0387,55.5,0.0091,-0.0263,10360,-0.03,0.0121,604,-0.3319,-0.3348,12080,0.0297,0.129,11549,0.6116,0.6445,165.0566406,0.004,0.0655,2062,-5.00E-04,0.0015,508621,0.0153,0.0366
201811,utah,ut,384450,-0.0016,0.0681,13001,-0.0174,0.1201,55.5,0.0673,-0.112,4544,-0.1153,0.127,344,-0.0947,-0.3281,3932,-0.1781,0.3521,6493,-0.0564,-0.0429,146.1734082,-1.00E-04,0.0964,2630,-0.0087,-0.0216,634160,0.0043,0.0232
201810,arkansas,ar,184999.5,3.00E-04,0.085,16913,0.0102,-0.0107,86.5,0.0422,-0.0546,3680,-0.0377,0.0022,124,0.1071,-0.2439,3112,-0.0238,0.1098,2313,-0.0722,-0.0755,92.03947368,0.003,0.0543,1800,-0.0022,0.0187,250828,-7.00E-04,0.0738
201810,michigan,mi,199950,-0.0249,0.1108,43861,-0.0184,-0.0108,64.5,0.1727,-0.0979,14112,-0.0704,0.0522,444,-0.1527,-0.2397,12932,-0.0218,0.1555,5407,-0.1057,1.0828,118.25,-0.0097,0.0784,1673,-0.0018,0.0078,295326,-0.0113,0.0531
201810,oklahoma,ok,189950,0,0.0295,18062,-0.0209,-0.0459,72,0.0588,0,4564,-0.0872,-0.0716,320,0.5686,0.4545,4748,-0.031,-0.0412,2494,-0.0371,15.7383,96.25097656,0,0.0221,1879.5,-0.0077,-0.0063,260894,0.0024,0.0491
201810,oregon,or,419750,-0.0066,0.0495,18588,-0.03,0.0608,65,0.1207,-0.0441,5968,-0.1039,0.0297,368,0.0575,0.122,6456,-0.0433,0.3058,2004,-0.1113,-0.144,211.6905083,6.00E-04,0.0598,1995.5,-0.0052,-0.0107,553658,-0.0012,0.0432
201810,south dakota,sd,232800,0.012,0.0349,3966,-0.0277,-0.0298,58.5,0.0263,-0.0714,1132,-0.09,0.0679,24,-0.1429,-0.1429,736,-0.0564,0.1084,235,-0.1132,0.7407,118.9213609,0.0062,0.0586,1964,-0.0071,-0.0195,290324,-0.0031,0.0108
201810,connecticut,ct,349950,0,0.0011,24659,-0.0112,0.0263,85.5,0.0427,0.0556,4744,-0.1143,-0.031,156,-0.1522,0.0833,5596,-0.0579,0.0543,70,0.0294,-0.0278,176.5234375,1.00E-04,0.0869,1915,0.0063,-0.0952,721481,0.0154,-0.0119
201810,nevada,nv,339950,-0.0261,0.0109,11404,0.102,0.2481,43.5,0.061,-0.1792,4792,-0.0619,0.1082,292,-0.2151,-0.1098,5180,0.1068,0.8188,2550,-0.0275,-0.6383,178.3482143,-0.0037,0.096,1910,-0.0225,-0.076,600337,-0.0235,-0.0683
201810,maryland,md,329500,-0.0014,0.0298,23796,0.0098,-0.0085,60,0,-0.084,8340,-0.0225,0.0034,464,0,0.0357,8424,0.0369,0.0884,3243,-0.0345,-0.2439,167.0976562,-0.0084,0.0151,1815,0.0044,0.0182,433424,-0.0014,0.0061
201810,georgia,ga,284964,-0.0098,0.065,72082,0.0475,0.0633,65,0.0656,-0.0714,23772,0.0332,0.1438,2512,0.0363,-0.1467,20528,0.0845,0.3078,26001,-0.0644,0.9509,102.3867187,-0.0142,0.0665,2017.5,-0.0361,-0.0159,389446,0.0026,0.0467
201810,maine,me,245500,-0.0103,0.0447,10584,-0.0295,-0.0629,107,0.1263,-0.0815,1824,-0.1929,-0.04,80,-0.1667,-0.1667,2116,-0.1019,0.0752,1346,-0.0868,7.00E-04,143.9522591,-0.0053,0.055,1709,0.0047,-6.00E-04,358637,-0.0022,0.0344
201810,rhode island,ri,349950,-0.0278,0.0011,4421,0.0224,0.1492,55.5,0.0673,-0.075,1640,-0.1126,0.1517,28,0.1667,0.4,1308,0.0757,0.4217,2213,-0.0635,-0.1173,210.1825745,-0.0073,0.04,1631,-0.0079,-0.0154,561935,-0.0243,-0.0239
201810,indiana,in,182950,-0.0113,0.0891,23143,0.0161,-0.0942,59.5,0.0625,-0.1185,8280,-0.039,0.1135,232,-0.1714,-0.1944,8316,0.0287,0.1268,3313,-0.0702,-0.4039,90.63884972,-0.0014,0.1096,1947,-0.0076,0.049,250567,-0.0091,0.0485
201810,texas,tx,289050,-0.0034,0.0322,109314,-0.0032,0.0443,67,0.0469,-0.0629,32676,-0.0166,0.0036,2936,-0.1262,-0.2623,35556,-0.0044,0.1985,34292,-0.0748,-0.0641,126.2265625,1.00E-04,0.0511,2248,-0.0075,-0.0066,401409,-0.0052,0.0202
201810,california,ca,540130,-0.009,0.0416,94733,0.014,0.2653,45,0.0227,-0.0217,40628,-0.0356,0.1394,1620,-0.0899,0.0176,30740,0.0408,0.6816,35801,-0.0381,0.0983,298.122807,0.0013,0.0787,1808.5,-0.0085,-0.0282,982307,-0.0025,-0.024
201810,wyoming,wy,250800,-0.0167,0.007,4025,-0.0357,-0.1324,94,0.0682,-0.0647,736,-0.1196,0.0279,32,0.1429,0.3333,576,-0.1479,-0.1818,585,-0.067,0.594,116.4225404,-0.009,0.0162,2160,-0.0074,0.0247,525682,0.0138,0.0648
201810,nebraska,ne,230000,-0.0215,0.072,5832,0.0228,0.1373,51,0,-0.0642,2216,-0.0751,0.082,60,-0.2105,0.25,1496,0.0027,0.1164,1183,-0.0581,-0.6002,114.7108844,0.007,0.069,1842.5,-0.0105,-0.0057,281646,-0.0096,0.0012
201810,alabama,al,214975,-0.0186,0.08,25536,-0.0095,-0.0813,90,0.0588,-0.027,5472,-0.0922,-0.0353,520,-0.0714,0,5064,-0.0178,0.0693,1828,-0.0538,0.092,100.546875,-0.0031,0.2743,1957.5,-0.0094,0.1771,285389,-0.0098,0.0593
201810,missouri,mo,194500,-0.0023,0.0809,27213,-5.00E-04,-0.0166,72.5,0.0662,-0.0645,7960,-0.0488,0.0568,224,-0.1515,-0.2329,7532,0.0129,0.1018,6857,-0.0758,-0.2116,101.0703125,0.0163,0.1586,1717,0.0053,0.0658,268889,-0.0072,0.0554
201810,south carolina,sc,269950,-4.00E-04,0.0385,30661,0.0085,-0.009,84,0.0244,-0.0289,7976,0.0506,-0.002,844,-0.0365,-0.2674,7992,0.0835,0.1503,9549,-0.1002,0.0705,118.8943679,0.0097,0.0995,1794,-0.0039,0.0269,406202,7.00E-04,0.0461
201810,new mexico,nm,240025,-1.00E-04,0.0434,9752,-0.0285,-0.1097,87.5,0.0294,-0.0691,2324,-0.0704,-0.0252,100,-0.0741,-0.2188,2032,-0.1346,-0.0896,2606,-0.0589,1.1413,121.6200921,4.00E-04,0.029,1931.5,8.00E-04,0.0107,374413,0.0182,0.0824
201810,alaska,ak,279050,-0.0032,0.0149,3668,-0.08,-0.0065,88.5,0.1203,0.0793,736,-0.0846,0.0824,28,-0.5333,0,1048,-0.1267,0.0315,0,,-1,164.9728864,7.00E-04,0.0272,1728,-0.0012,0.0076,320650,-0.0071,0.0069
201810,ohio,oh,173750,-0.0074,0.1085,37081,0.0065,-0.0575,60.5,0.0614,-0.0833,13516,-0.0296,0.0432,284,-0.2198,-0.297,13268,0.0153,0.1161,17218,-0.0847,-0.0587,89.796875,-0.0039,0.0226,1701,-0.0087,0.0773,250343,-0.0131,0.0722
201810,district of columbia,dc,635050,0.0081,0.0184,1837,0.1354,0.116,31,-0.0606,-0.0882,1068,-0.147,0.0309,24,0,0,720,0.4286,0.2162,381,0.1173,-0.1241,516.4209455,-2.00E-04,0.0423,1291.5,0.0201,0.0189,924686,-0.0071,-0.0642
201810,north carolina,nc,287026,-1.00E-04,0.0435,51609,-0.0163,-0.0492,93.5,0.0625,-0.026,12792,0.0674,0.0172,1140,0.1585,0.0179,12644,0.0547,0.1056,14142,-0.1135,-0.0477,124.4394531,0.0033,0.0954,2045.5,-0.0022,0.0754,383031,-0.0023,0.0123
201810,massachusetts,ma,487050,-0.0059,0.0384,21887,0.0247,0.0832,55,0.0185,-0.0678,8368,-0.0955,0.1163,188,-0.1897,-0.3733,8124,-0.0296,0.2806,2826,-0.0133,-0.0624,248.4453125,0.0019,0.0425,1908.5,-0.0147,-0.0062,743530,-0.0128,-0.0106
201810,washington,wa,439300,0.0217,0.1713,22585,-0.0116,0.1771,47.5,0.0795,-0.0777,8912,-0.158,0.0579,408,0.0515,-0.1905,8936,-0.03,0.5428,8393,-0.0802,-0.0591,212.9794034,0.0085,0.1631,2030.5,0.0012,-0.0076,608607,0.009,0.1136
201810,north dakota,nd,231425,-0.0154,0.0064,3979,-0.0204,0.0063,81.5,0.1164,0.0584,852,-0.0362,0.0758,24,-0.4,-0.1429,860,-0.1978,-0.1189,186,-0.1308,0.2483,110.0481657,-0.0316,0.015,2146,0.0561,0.0113,277648,-0.0125,0.03
201810,new york,ny,429590,0.0013,0.164,76308,0.0136,0.0523,80.5,0.0063,-0.0694,20048,-0.0163,0.213,672,-0.1064,-0.0455,17348,0.0039,0.2977,13077,-0.0488,-0.0143,144.75,-0.0074,0.0985,1518.5,-0.0114,-0.021,994489,1.00E-04,4.00E-04
201810,new jersey,nj,360000,-1.00E-04,0.0941,51046,-0.0012,-8.00E-04,66,-0.0149,-0.0769,15076,-0.0542,0.0086,516,-0.14,-0.0444,13636,0.0318,0.1126,946,-0.0287,-0.8307,51,0.0303,0.8399,800,0.0152,0.2945,532125,-0.0075,0.0738
201810,florida,fl,325050,0,0.0172,147478,0.0323,0.0792,79,-0.0125,-0.1023,41668,0.0413,0.0421,3444,-0.0115,-0.085,41720,0.1086,0.301,46357,-0.0454,0.0221,175.671875,0.0085,0.0363,1757.5,-0.0026,-0.0143,620353,0.0105,0.0048
201810,wisconsin,wi,232000,-0.0126,0.132,23497,-0.021,-0.177,75,0.1029,-0.1329,6084,-0.1358,0.0046,144,0.125,-0.0769,5852,-0.0148,0.0435,7101,-0.1027,0.4006,123.71875,-0.0023,0.0889,1774.5,-0.0042,0.014,311371,0.0012,0.1008
201810,delaware,de,299950,0,0.0713,5362,0.003,-0.173,89.5,-0.0272,-0.105,1404,0.0029,-0.069,164,0,-0.3167,1316,0.0061,-0.1564,199,-0.131,-0.8606,141.8911846,-0.0031,0.0483,1900,0,0.0281,394640,0.0066,0.09
201810,west virginia,wv,168950,0.0054,0.0563,8771,-0.0257,-0.0945,98,0.0538,-0.0151,1540,-0.1387,-0.1425,84,0.3125,0.2353,1624,-0.1077,-0.0264,1622,-0.0442,0.2842,84.05865853,0.001,-9.00E-04,1681,-0.003,0.02,229325,0.0019,0.0452
201810,montana,mt,340050,0,0.0152,8777,-0.0289,0.0464,102.5,0.1141,-0.0848,1468,-0.1863,0.0669,40,-0.2857,-0.2308,1424,-0.1253,0.276,1742,-0.113,0.0583,159.6336806,-0.0098,0.0318,2165.5,0.0044,-0.0157,580026,-0.0039,-0.0288
201810,pennsylvania,pa,202596,-0.012,0.0178,50014,0.0028,-0.1238,76,0.0411,-0.0732,14304,-0.0537,-0.0494,664,-0.0292,-0.0879,15360,0.0295,0.0055,8108,-0.0461,-0.4977,94.72810571,0.0037,0.0232,1508,-0.0072,-0.0013,299761,0.0013,0.016
201810,arizona,az,325050,-0.0122,0.0485,26647,0.065,-0.0644,55,-0.0351,-0.0351,10680,0.0187,-0.0351,904,0.061,-0.1986,11732,0.049,0.0759,7166,-0.0608,0.0083,164.3928571,-0.001,0.0649,2063,-0.0058,-0.0015,500964,0.0066,0.0401
201810,colorado,co,449950,-2.00E-04,-1.00E-04,25666,-0.0135,0.0995,59,0.0536,-0.1511,9512,-0.102,-0.029,576,-0.1579,-0.0204,9312,0.0043,0.4496,11866,-0.0606,1.1013,184.9855769,-0.0034,0.0593,2399.5,-0.0077,-0.0536,828740,-0.0185,-0.0181
201810,virginia,va,299950,-3.00E-04,0,41438,-0.0115,-0.0221,73,0.0282,-0.0458,11672,-0.0455,-0.0504,632,-0.0651,-0.1271,10632,0.0161,0.0469,8517,-0.0175,-0.0746,140.7205207,0.0011,0.0217,2023.5,-0.0095,-0.0215,415562,-0.0105,-0.0228
201810,mississippi,ms,194550,-0.0026,0.0675,11762,-0.0083,-0.0398,97.5,0.0484,0.0317,2340,-0.1163,-0.0729,88,-0.3529,-0.2143,2336,-0.0283,0.1103,2108,-0.0685,0.3308,91.5192531,0.0031,0.032,1942,-0.0031,0.0088,252106,-0.0075,0.0472
201810,iowa,ia,199950,0,0.0661,14323,0.0017,0.0129,71.5,0.0833,0,3832,-0.0894,0.0095,148,0.3214,0.48,3396,-0.1035,-0.0105,4216,-0.0394,0.2139,117.2836721,-0.0018,0.0788,1651,-6.00E-04,0.0033,240740,-0.0149,0.0391
201810,hawaii,hi,682550,-0.018,0.0263,5785,0.0122,0.0557,83.5,0.0183,-0.0511,1656,0.0809,-0.0119,76,0.4615,0.0556,1176,0.0352,0.3486,873,-0.0385,0.3514,494.6081412,-0.0108,0.0093,1359,-0.0109,0.0037,1248565,-0.0175,-0.0537
201810,utah,ut,385050,-0.0128,0.0697,13231,0.0416,0.0604,52,0.0196,-0.0877,5136,-0.0736,0.0422,380,-0.246,-0.2213,4784,0.0932,0.3811,6881,-0.0643,-0.0488,146.1910757,-0.0013,0.1019,2653,-0.0156,-0.0134,631465,-0.0177,0.0421
201810,vermont,vt,285300,9.00E-04,0.0764,5708,-0.015,-0.138,123,0.1182,-0.1087,696,-0.281,-0.0794,24,-0.25,-0.1429,712,-0.3047,-0.0481,935,-0.0622,0.0847,142.895237,0.0011,0.0533,2010.5,-2.00E-04,0.035,399321,0.0054,0.0313
201810,idaho,id,329950,-3.00E-04,0.1145,9370,-0.0277,-0.1521,64.5,0.075,-0.0979,2868,-0.1159,0.0156,188,0.0217,-0.7063,2860,0.0515,0.2588,501,-0.2135,-0.0653,159.1044742,-9.00E-04,0.1399,2154.5,-0.0044,-0.0126,525672,-0.018,0.0865
201810,kansas,ks,179750,-0.0011,0.0891,11233,0.0041,-0.01,71.5,0.0515,0.0438,3564,0.023,0.1055,176,0.2941,0.0732,3028,-0.032,0.0499,1018,-0.0643,-0.072,84.82365303,0.0153,0.1122,1936,0.0083,0.0717,260238,-0.0249,0.0848
201810,tennessee,tn,269950,0,0.08,31878,0.0086,0.0252,62,0.0508,-0.0949,10308,-0.069,0.068,608,-0.1602,-0.013,8840,0.0073,0.2507,9816,-0.0659,0.0929,119.90625,0.0067,0.1189,1962,-0.0056,0.0216,362973,0.0044,0.0573
201810,louisiana,la,222050,-0.0111,0.0326,20248,0.001,0.0832,86,0.0488,0.0552,4528,-0.0267,0.0254,188,-0.0962,0.093,5036,0.0294,0.1142,3216,-0.0374,0.4746,114.0117187,-8.00E-04,0.0169,1861.5,-0.0029,-0.0335,293738,-0.0018,0.0136
201810,illinois,il,244550,-0.0177,0.06,58143,-0.0106,0.0152,59.5,0.0259,-0.063,18712,-0.1165,0.0945,448,0.1313,0.1313,17988,-0.062,0.0733,19879,-0.0876,-0.0319,116.1328125,-0.0066,0.0667,1747.5,-0.0094,-0.0074,358614,-0.0105,0.0116
201810,minnesota,mn,275050,0,0.0584,21907,-0.0204,-0.014,60.5,0.0614,-0.1168,6788,-0.183,-0.0439,156,-0.4348,-0.1875,6400,-0.1342,0.108,9951,-0.1089,-0.0552,137.8125,-0.0024,0.0623,2065,0.0044,0.0068,367118,-0.0089,0.0376
201810,kentucky,ky,199500,-0.0023,0.0784,16652,3.00E-04,-0.0134,72.5,0.0662,-0.0333,4800,-0.0283,8.00E-04,160,-0.1489,-0.1837,4480,-0.0175,0.0863,5760,-0.1015,-0.081,95.06457862,0.0027,0.0639,1800,0,0.009,270195,-0.0044,0.0443
201810,new hampshire,nh,324350,0.0138,0.0813,7078,-0.0311,-0.1227,77,0.1324,-0.1348,1692,-0.2553,-0.1624,60,-0.2105,-0.2857,1580,-0.2285,-0.0684,2205,-0.05,-0.2125,159.6208978,-1.00E-04,0.0836,1982,0.0081,0.0099,424959,0.0076,0.0332
201809,delaware,de,299950,0,0.0526,5346,-0.0045,-0.1646,92,0.0514,-0.0515,1400,-0.0196,-0.1094,164,-0.1458,0.2059,1308,0.0062,-0.0992,229,0.0223,-0.8625,142.3333333,0.011,0.056,1900,0,0.027,392038,0.0103,0.0652
201809,wyoming,wy,255050,-0.0135,0.0241,4174,-0.0081,-0.1448,88,0.0932,-0.0435,836,-0.1538,-0.1399,28,0,0,676,-0.0963,-0.2212,627,-0.0628,0.5954,117.476489,3.00E-04,0.0252,2176,-0.0091,0.0303,518526,0.0139,0.0455
201809,louisiana,la,224550,-0.0022,0.0397,20227,-0.0045,0.0882,82,0.038,0.038,4652,-0.056,0.0749,208,-0.2121,0.1556,4892,-0.088,-0.0033,3341,-0.0481,0.2274,114.1031291,-0.0014,0.0126,1867,-0.0016,-0.0291,294271,-0.0085,0.0172
201809,new mexico,nm,240050,-0.0039,0.0261,10038,-0.0139,-0.1101,85,0.0968,-0.0449,2500,-0.0809,0.0504,108,-0.3721,-0.1,2348,-0.0408,-0.0563,2769,0.0695,1.1399,121.5733982,-0.0062,0.0229,1930,-0.0044,0.0094,367712,-0.0048,0.0611
201809,rhode island,ri,359950,-0.016,0.0286,4324,0.0359,0.1113,52,0.0297,-0.1186,1848,0.0221,0.2453,24,0.5,-0.25,1216,0.0704,0.2881,2363,-0.0121,-0.096,211.7346939,-0.01,0.0467,1644,-0.0075,-0.015,575914,-0.0073,-0.0122
201809,montana,mt,340050,-0.027,0.018,9038,0.0077,0.0154,92,0.1429,-0.0417,1804,-0.1191,0.2255,56,-0.3,0.4,1628,-0.0708,0.2113,1964,-0.02,0.1775,161.2096774,-9.00E-04,0.0577,2156,-0.0146,-0.0213,582310,-0.0109,0.0049
201809,arizona,az,329050,-0.0014,0.063,25020,0.0171,-0.0855,57,0,-0.0952,10484,0.0085,-0.0282,852,-0.105,-0.2226,11184,0.0492,0.0555,7630,0.0251,0.0497,164.5625,0.0022,0.0789,2075,-0.0067,-0.0038,497691,-5.00E-04,0.0527
201809,indiana,in,185050,-0.0157,0.0888,22776,0.0224,-0.1264,56,0.0667,-0.1385,8616,-0.0667,0.0663,280,0.0938,-0.125,8084,0.0045,0.051,3563,-0.0453,-0.4065,90.76171875,-0.0015,0.1041,1962,-0.0033,0.0481,252880,-0.0067,0.0491
201809,utah,ut,390050,-0.0112,0.0773,12703,0.0344,-0.0056,51,0.02,-0.0377,5544,-0.0474,0.054,504,-0.2921,-0.0079,4376,0.0224,0.037,7354,-0.0454,-0.0403,146.3824289,0.0053,0.11,2695,-0.0079,-0.0077,642848,-0.012,0.0565
201809,pennsylvania,pa,205050,-0.0236,0.038,49875,0.0162,-0.1328,73,0.0504,-0.0875,15116,-0.0177,-0.0071,684,0.0059,-0.05,14920,0.0685,-0.0659,8500,-0.0751,-0.5194,94.375,-0.0048,0.0272,1519,-0.0046,0.01,299370,-0.0064,0.0464
201809,georgia,ga,287794,-0.0059,0.0697,68814,0.0054,-0.0098,61,0.0427,-0.0896,23008,-0.0972,0.0967,2424,-0.0366,-0.1733,18928,-0.0572,0.1968,27790,-0.0462,0.9323,103.859375,-0.0047,0.0822,2093,-0.0076,0.0165,388436,-0.0177,0.0449
201809,hawaii,hi,695050,-0.0014,0.0296,5715,-0.0023,0.0376,82,0.038,-0.0682,1532,-0.0771,-0.0279,52,0.1818,0.1818,1136,-0.0373,0.2622,908,-0.0639,0.3159,500,0.0041,0.0044,1374,-0.0058,0.0163,1270799,-0.0096,-0.0569
201809,mississippi,ms,195050,0,0.0685,11861,0.0076,-0.0481,93,0.0391,-0.0106,2648,-0.057,0.0835,136,0.0303,0,2404,-0.0639,0.1297,2263,-0.0864,0.3707,91.23554474,0.0039,0.0335,1948,-0.0056,0.001,254004,-0.0035,0.0515
