month_date_yyyymm,postal_code,zip_name,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,pending_listing_count,median_listing_price_per_square_feet,median_square_feet,average_listing_price,total_listing_count,pending_ratio
201901,77964,"hallettsville, tx",250050,30,124,8,0,4,6,97.20062208,2486,358513,36,0.2
201901,77856,"franklin, tx",309550,32,153,12,0,0,3,160.5370695,1982,391354,35,0.0938
201901,77539,"dickinson, tx",229995,235,76.5,108,4,68,70,113.3721358,2046,266605,305,0.2979
201901,77098,"houston, tx",795950,89,72,36,0,16,15,289.3466366,3011,1144076,104,0.1685
201901,77362,"pinehurst, tx",455950,68,82,28,8,4,10,133.8178214,3410,482038,78,0.1471
201901,77457,"matagorda, tx",269950,63,222.5,0,0,4,0,181.6801619,1315,289983,63,0
201901,77423,"brookshire, tx",298490.5,142,96.5,32,16,28,35,118.8856078,2519,329859,177,0.2465
201901,77590,"texas city, tx",209050,64,66.5,16,16,16,25,113.9245743,1778.5,228067,89,0.3906
201901,77477,"stafford, tx",244300,27,50.5,24,0,8,13,103.0526188,2220,262659,40,0.4815
201901,77963,"goliad, tx",395050,18,160.5,4,0,0,6,137.4152426,2432,430390,24,0.3333
201901,77011,"houston, tx",277300,25,70,16,0,8,13,159.3974845,1652,275337,38,0.52
201901,77351,"livingston, tx",179500,218,108.5,52,0,28,28,109.9116667,1693,293708,246,0.1284
201901,77437,"el campo, tx",202550,58,147.5,20,0,4,7,109.9830795,2107,230272,65,0.1207
201901,77598,"webster, tx",194400,26,47,24,4,4,8,110.9859324,1714.5,230743,34,0.3077
201901,77521,"baytown, tx",223694.5,163,69.5,68,8,48,65,100.7728254,2164,225169,228,0.3988
201901,77546,"friendswood, tx",355050,213,77.5,104,4,48,66,125.0270563,3077,459019,279,0.3099
201901,77354,"magnolia, tx",364500,225,91,72,8,76,66,125.6546174,2906,446774,291,0.2933
201901,77662,"vidor, tx",129950,99,93,32,0,16,1,84.27739375,1670,155696,100,0.0101
201901,77058,"houston, tx",245050,52,73,16,0,16,18,118.842612,2187,255960,70,0.3462
201901,77430,"damon, tx",340050,14,97,4,0,0,1,130.1424051,2219,313728,15,0.0714
201901,77901,"victoria, tx",159500,85,83.5,24,0,36,28,94.90214493,1637,167210,113,0.3294
201901,77451,"kendleton, tx",113040,20,12.5,4,0,0,9,94.15833333,1200,110997,29,0.45
201901,77065,"houston, tx",220000,40,45.5,36,0,12,31,100.6875235,2242,232642,71,0.775
201901,77036,"houston, tx",200049.5,82,76,28,0,20,21,100.1674066,1705,179312,103,0.2561
201901,77384,"conroe, tx",399950,178,68.5,84,0,20,39,141.3615495,2928,471456,217,0.2191
201901,77435,"east bernard, tx",275050,14,107,0,0,0,2,121.6216216,2280,287661,16,0.1429
201901,77586,"seabrook, tx",282550,119,69.5,52,4,24,30,116.6712976,2474.5,469857,149,0.2521
201901,77957,"edna, tx",150050,26,146,4,0,0,4,74.09237884,2137,161864,30,0.1538
201901,77656,"silsbee, tx",183550,60,99,20,0,8,0,89.23076923,2015,218938,60,0
201901,77480,"sweeny, tx",204950,24,122.5,8,0,12,9,87.04339109,1729,234168,33,0.375
201901,77043,"houston, tx",365047.5,120,71,52,28,44,40,169.5312277,2268.5,369344,160,0.3333
201901,77356,"montgomery, tx",347050,421,91.5,120,4,84,74,129.4723033,2637.5,501975,495,0.1758
201901,77055,"houston, tx",659500,273,92,92,16,64,59,235.6756385,2785,753087,332,0.2161
201901,77471,"rosenberg, tx",231995,99,78.5,44,4,16,59,100.817524,2165.5,255575,158,0.596
201901,77029,"houston, tx",130050,22,77.5,8,0,0,5,99.88028731,1253,128889,27,0.2273
201901,77373,"spring, tx",192795,174,51.5,104,0,68,103,89.62236817,2103,204335,277,0.592
201901,77007,"houston, tx",463750,484,80.5,212,8,92,109,203.7111696,2382.5,602078,593,0.2252
201901,77619,"groves, tx",148750,90,74.5,20,0,28,4,84.37455579,1677.5,157722,94,0.0444
201901,77076,"houston, tx",177550,14,57,12,0,4,6,114.1614359,1579.5,203900,20,0.4286
201901,77042,"houston, tx",357500,162,68,72,0,36,26,143.6386094,2280,515368,188,0.1605
201901,77982,"port o connor, tx",297050,63,247.5,4,0,0,1,185.472973,1820,389207,64,0.0159
201901,77801,"bryan, tx",211000,45,104,16,0,4,7,122.6483357,1635,269881,52,0.1556
201901,77591,"texas city, tx",214072.5,77,65.5,36,4,8,19,114.2819567,1794,200366,96,0.2468
201901,77306,"conroe, tx",183443,25,69.5,4,0,0,6,117.4675532,1548,198754,31,0.24
201901,77303,"conroe, tx",182240,42,77,28,4,0,18,127.713874,1662,215331,60,0.4286
201901,77005,"houston, tx",1299050,127,86.5,60,0,28,24,404.3126685,3389.5,1642575,151,0.189
201901,77465,"palacios, tx",268050,66,131,12,0,8,2,155.8441558,1600,264706,68,0.0303
201901,77905,"victoria, tx",261391.5,23,101,12,0,4,8,142.4016282,1792,347489,31,0.3478
201901,77650,"port bolivar, tx",335050,279,128.5,72,4,44,18,222.9488704,1521.5,382171,297,0.0645
201901,77389,"spring, tx",449050,286,86,84,8,56,57,133.5542101,3485,635758,343,0.1993
201901,77565,"kemah, tx",562550,59,90.5,20,0,8,10,198.4728161,2577,716267,69,0.1695
201901,77030,"houston, tx",454550,84,80,28,0,12,8,241.7962003,1649,612307,92,0.0952
201901,77871,"normangee, tx",176000,20,118.5,0,0,0,6,97.64481935,2200,244913,26,0.3
201901,77081,"houston, tx",462550,25,89,4,0,8,3,193.1218308,3008,619002,28,0.12
201901,77583,"rosharon, tx",309415,304,89.5,112,36,60,68,118.5297317,2592,327059,372,0.2237
201901,77006,"houston, tx",582500,186,82,76,0,40,29,238.8430882,2588.5,764610,215,0.1559
201901,77364,"pointblank, tx",189050,39,167.5,4,0,12,5,133.4771127,1444,266964,44,0.1282
201901,77489,"missouri city, tx",201445,63,47,24,0,8,46,101.0596424,1884,202533,109,0.7302
201901,77009,"houston, tx",399050,230,68,108,0,52,67,228.3637874,1700,456146,297,0.2913
201901,77385,"conroe, tx",279961.5,146,73.5,44,4,40,44,109.5004174,2530.5,306494,190,0.3014
201901,77459,"missouri city, tx",351845,518,84,172,32,136,119,120.5797002,2985,414789,637,0.2297
201901,77375,"tomball, tx",352545,344,89.5,100,8,64,98,125.4476952,2901,435544,442,0.2849
201901,77046,"houston, tx",439050,16,90.5,4,0,0,1,241.2353923,1820,484535,17,0.0625
201901,77568,"la marque, tx",224670,153,85,40,20,36,53,111.4091873,1982,230945,206,0.3464
201901,77995,"yoakum, tx",232050,22,156,8,0,4,7,107.5857501,1965.5,240776,29,0.3182
201901,77584,"pearland, tx",315000,251,54.5,144,12,96,94,110.7077649,2781,322222,345,0.3745
201901,77575,"liberty, tx",159800,43,89,12,0,4,10,93.79486009,2028,226189,53,0.2326
201901,77345,"kingwood, tx",320299.5,141,78,72,0,40,36,106.3955892,3102.5,363332,177,0.2553
201901,77836,"caldwell, tx",377000,37,81,16,0,0,11,151.3503185,2217,491694,48,0.2973
201901,77022,"houston, tx",220050,51,96,16,0,12,13,139.3819855,1521,280834,64,0.2549
201901,77338,"humble, tx",199350,86,52,44,0,16,44,94.96650919,2085.5,203239,130,0.5116
201901,77024,"houston, tx",827050,319,84,116,0,64,38,270.0604752,3019.5,1440144,357,0.1191
201901,77506,"pasadena, tx",139000,45,56.5,24,0,12,12,110.6770833,1348.5,148473,57,0.2667
201901,77016,"houston, tx",144950,35,55.5,28,4,0,16,109.8346561,1516.5,151186,51,0.4571
201901,77803,"bryan, tx",164000,54,63,36,0,12,23,108.9206144,1347.5,228327,77,0.4259
201901,77562,"highlands, tx",179950,23,44,12,0,8,13,102.1561774,1734,201537,36,0.5652
201901,77493,"katy, tx",289047.5,416,73,168,64,120,137,122.1957287,2578,341393,553,0.3293
201901,77023,"houston, tx",330050,47,43,28,0,12,23,188.5395538,1585,318154,70,0.4894
201901,77703,"beaumont, tx",69850,27,39.5,12,0,0,3,51.65072549,1177.5,85723,30,0.1111
201901,77447,"hockley, tx",263938,140,85.5,44,12,24,40,116.6661414,2217,280914,180,0.2857
201901,77632,"orange, tx",155000,80,64,40,0,12,0,94.44762065,1702,179681,80,0
201901,77625,"kountze, tx",307000,28,50.5,8,0,4,0,127.9220844,2094,395823,28,0
201901,77070,"houston, tx",248550,146,64.5,76,0,40,62,94.92558963,2695.5,293186,208,0.4247
201901,77018,"houston, tx",405000,200,78,88,0,48,85,229.9422615,1864.5,527800,285,0.425
201901,77020,"houston, tx",264995,38,86.5,16,0,8,15,149.1618346,1705,244079,53,0.3947
201901,77304,"conroe, tx",322495,290,86,96,16,76,69,125.7079628,2595.5,397944,359,0.2379
201901,77545,"fresno, tx",240697,97,83,28,4,32,45,105.5908024,2261,253004,142,0.4639
201901,77833,"brenham, tx",287250,73,81.5,28,0,4,23,129.7841021,2142,347127,96,0.3151
201901,77004,"houston, tx",375800,258,99,72,4,40,34,191.3644733,2018,421584,292,0.1318
201901,77371,"shepherd, tx",169550,18,127.5,4,0,4,3,97.33201793,1702,255945,21,0.1667
201901,77039,"houston, tx",159800,18,58,8,0,8,12,103.7597351,1470,181184,30,0.6667
201901,77701,"beaumont, tx",90049,18,62.5,8,0,0,1,50.1002004,1497,108363,19,0.0556
201901,77355,"magnolia, tx",390000,135,85,60,0,32,47,134.7438923,2699,486094,182,0.3481
201901,77651,"port neches, tx",182150,46,33,40,0,0,12,108.3861908,1594,219934,58,0.2609
201901,77066,"houston, tx",201675,62,77,32,0,16,36,84.55545251,2417.5,221242,98,0.5806
201901,77012,"houston, tx",187300,17,87,4,0,4,5,136.938957,1351,181153,22,0.2941
201901,77422,"brazoria, tx",209550,57,121.5,16,0,16,17,104.3375976,1499.5,272976,74,0.2982
201901,77707,"beaumont, tx",163950,61,65,20,0,12,4,89.04297427,1884,193297,65,0.0656
201901,77532,"crosby, tx",235050,149,79.5,68,4,36,54,111.2408509,2078,254230,203,0.3624
201901,77025,"houston, tx",417550,201,79.5,88,0,36,29,190.5085716,2068,570494,230,0.1443
201901,77002,"houston, tx",329950,54,85,20,0,4,12,238.9867841,1393,427691,66,0.2222
201901,77316,"montgomery, tx",381000,233,83,84,8,36,58,135.194789,2923,464445,291,0.2489
201901,77520,"baytown, tx",143300,63,68.5,24,0,12,25,89.05852567,1624,163207,88,0.3968
201901,77517,"santa fe, tx",235050,15,79,4,0,8,5,143.3577176,1620,269882,20,0.3333
201901,77089,"houston, tx",232500,107,46.5,68,4,32,55,105.5863128,2192.5,258032,162,0.514
201901,77372,"splendora, tx",213795,46,69,20,0,12,7,119.8957447,1908.5,237905,53,0.1522
201901,77380,"spring, tx",599050,147,70.5,76,0,20,28,176.3367022,2852,807242,175,0.1905
201901,77302,"conroe, tx",215050,73,81,32,0,16,22,94.44697315,2478,260220,95,0.3014
201901,77074,"houston, tx",200050,74,79,28,0,16,12,118.7740367,1761.5,211285,86,0.1622
201901,77064,"houston, tx",227050,51,38.5,36,0,16,25,107.8381463,2368,242863,76,0.4902
201901,77573,"league city, tx",320000,341,61.5,168,20,108,125,120.1401726,2749.5,372064,466,0.3666
201901,77845,"college station, tx",297050,574,85,228,8,76,128,145.0535623,2055,397035,702,0.223
201901,77086,"houston, tx",172500,28,35.5,16,0,8,12,97.24887926,1943,248361,40,0.4286
201901,77504,"pasadena, tx",240000,34,94.5,20,0,8,16,106.7250642,2152.5,248170,50,0.4706
201901,77365,"porter, tx",289152.5,289,72,104,24,88,69,118.3839799,2569,338685,358,0.2388
201901,77067,"houston, tx",164050,14,62,16,0,4,8,85.64388735,1920.5,161174,22,0.5714
201901,77003,"houston, tx",374499.5,83,67.5,44,0,12,29,187.8204509,2016,369590,112,0.3494
201901,77535,"dayton, tx",244587,112,70.5,36,4,20,32,124.8958333,1910,242553,144,0.2857
201901,77518,"bacliff, tx",212550,27,82.5,24,0,4,12,116.2306202,1778.5,296932,39,0.4444
201901,77407,"richmond, tx",312813,338,56,156,24,56,101,116.3834021,2735,347318,439,0.2988
201901,77008,"houston, tx",462000,355,67.5,144,12,76,119,213.3145712,2214,559369,474,0.3352
201901,77031,"houston, tx",190050,18,82.5,4,0,0,13,107.1145475,1820,263980,31,0.7222
201901,77082,"houston, tx",302500,166,77,64,4,36,33,119.3810217,2599.5,489001,199,0.1988
201901,77461,"needville, tx",279950,45,83,16,0,12,8,138.4957942,1900,499279,53,0.1778
201901,77414,"bay city, tx",199050,207,123,72,4,40,15,117.0071054,1551,219083,222,0.0725
201901,77581,"pearland, tx",299244,113,63.5,56,0,44,47,116.2494067,2517,328472,160,0.4159
201901,77859,"hearne, tx",150050,29,101.5,8,0,0,6,67.26110363,1703,177323,35,0.2069
201901,77381,"spring, tx",397500,166,73.5,68,0,36,34,142.7872928,2797.5,544258,200,0.2048
201901,77554,"galveston, tx",412550,405,105,108,0,48,67,248.0900673,1624,477326,472,0.1654
201901,77091,"houston, tx",262500,64,70.5,32,0,8,25,135.7398368,1773,271815,89,0.3906
201901,77566,"lake jackson, tx",227450,99,65,60,0,32,42,102.3011743,1930,258477,141,0.4242
201901,77469,"richmond, tx",280045,398,69,164,48,72,88,118.8018299,2460,324571,486,0.2211
201901,77659,"sour lake, tx",219050,43,41.5,12,0,8,0,93.26845093,2488,233436,43,0
201901,77879,"somerville, tx",120000,25,76.5,12,0,4,5,104.1653646,1191,841432,30,0.2
201901,77035,"houston, tx",299550,130,66.5,60,0,28,25,159.0049672,1897.5,292400,155,0.1923
201901,77061,"houston, tx",224500,42,61.5,8,0,16,8,110.600379,2048,222586,50,0.1905
201901,77630,"orange, tx",127691.5,106,67,44,0,16,8,68.94536956,1936.5,194965,114,0.0755
201901,77474,"sealy, tx",265950,44,139.5,16,0,8,11,128.2554997,2209,419007,55,0.25
201901,77401,"bellaire, tx",914550,150,99.5,52,0,28,17,277.9232863,3490.5,970813,167,0.1133
201901,77502,"pasadena, tx",155050,45,47.5,28,0,12,20,103.5600763,1550.5,173884,65,0.4444
201901,77551,"galveston, tx",218800,129,96,52,0,16,29,154.8672566,1286.5,265310,158,0.2248
201901,77479,"sugar land, tx",449644.5,433,82.5,160,0,84,79,134.9492536,3352,598838,512,0.1824
201901,77099,"houston, tx",138550,43,71,20,0,8,21,79.68107079,1628,128889,64,0.4884
201901,77531,"clute, tx",247000,58,83,16,0,16,23,129.6839981,1814.5,255350,81,0.3966
201901,77044,"houston, tx",259525,230,75,92,12,44,71,98.32701214,2630,289665,301,0.3087
201901,77053,"houston, tx",138950,23,64.5,12,0,4,19,101.4596101,1470,155311,42,0.8261
201901,77708,"beaumont, tx",145050,35,77,12,0,4,6,94.60887949,1637,169479,41,0.1714
201901,77503,"pasadena, tx",174950,26,54,20,0,4,13,104.5767748,1681,185995,39,0.5
201901,77346,"humble, tx",278995,345,67.5,136,36,124,103,106.8472337,2717.5,320138,448,0.2986
201901,77611,"bridge city, tx",187050,52,61.5,28,0,12,5,103.5645472,1743,203388,57,0.0962
201901,77523,"baytown, tx",323847.5,159,80,68,8,36,53,124.8147688,2571.5,353053,212,0.3333
201901,77563,"hitchcock, tx",281300,57,80.5,24,0,8,10,171.0511483,1661,368528,67,0.1754
201901,77837,"calvert, tx",185050,14,85,16,0,0,0,81.19641032,1903,318728,14,0
201901,77051,"houston, tx",188750,70,88,36,4,12,27,114.4561069,1534.5,159134,97,0.3857
201901,77498,"sugar land, tx",338050,118,74.5,48,0,32,36,118.0034785,2892,381113,154,0.3051
201901,77802,"bryan, tx",240000,99,97.5,48,0,24,29,124.2829453,2007,343810,128,0.2929
201901,77807,"bryan, tx",258900,48,58.5,20,0,4,16,147.0059981,1854,379621,64,0.3333
201901,77328,"cleveland, tx",185050,40,103.5,16,0,12,10,111.1662498,1771,271468,50,0.25
201901,77072,"houston, tx",145050,73,47.5,56,0,12,28,92.66720387,1571,149204,101,0.3836
201901,77339,"kingwood, tx",271067.5,146,69,56,4,48,54,105.4057776,2706,333092,200,0.3699
201901,77511,"alvin, tx",241390,107,57.5,44,4,16,39,115.3207219,2012.5,256331,146,0.3645
201901,77087,"houston, tx",180050,23,45.5,12,0,12,12,113.8211382,1466,188678,35,0.5217
201901,77418,"bellville, tx",274800,40,115,12,0,8,7,103.90625,2336,302663,47,0.175
201901,77640,"port arthur, tx",142500,41,61.5,16,0,8,1,76.03389796,1672,163416,42,0.0244
201901,77484,"waller, tx",265050,23,86,4,0,4,1,132.7655311,1886,327987,24,0.0435
201901,77092,"houston, tx",282550,91,73,36,0,20,27,165.4526868,1620.5,296787,118,0.2967
201901,77047,"houston, tx",184549.5,41,36.5,40,0,16,34,95.77196412,1853,198089,75,0.8293
201901,77068,"houston, tx",248200,50,78,16,0,8,16,87.23599633,3117,318429,66,0.32
201901,77617,"gilchrist, tx",338050,15,251.5,0,0,0,0,181.9349315,1728,437829,15,0
201901,77045,"houston, tx",219472,54,91,28,0,4,26,115.2846758,1990,232199,80,0.4815
201901,77080,"houston, tx",317045,182,69,72,4,48,45,167.5902172,1960,348530,227,0.2473
201901,77038,"houston, tx",190640,26,67.5,24,8,4,19,97.44208494,1980.5,186551,45,0.7308
201901,77021,"houston, tx",290000,79,79,24,0,12,23,146.5422599,1782,316446,102,0.2911
201901,77069,"houston, tx",262550,136,67,52,0,44,27,93.64950415,2905.5,281790,163,0.1985
201901,77840,"college station, tx",207250,174,90,68,0,12,36,133.3075734,1543,257966,210,0.2069
201901,77705,"beaumont, tx",182550,54,49.5,32,0,12,2,98.98190045,1904,201716,56,0.037
201901,77094,"houston, tx",499050,40,91,20,0,8,7,145.3998496,3626.5,554201,47,0.175
201901,77048,"houston, tx",172500,14,29.5,20,0,4,10,99.01904212,1596.5,166185,24,0.7143
201901,77494,"katy, tx",360049.5,628,70,236,36,152,134,119.8327708,3158.5,419376,762,0.2134
201901,77378,"willis, tx",182550,60,63,16,4,12,25,122.7984189,1669,290198,85,0.4167
201901,77541,"freeport, tx",230000,125,79,28,0,12,25,153.431677,1269.5,267158,150,0.2
201901,77357,"new caney, tx",259050,119,66,28,28,40,19,115.2683001,2337,273537,138,0.1597
201901,77017,"houston, tx",175050,20,73,12,0,4,13,101.8447018,1783,207809,33,0.65
201901,77441,"fulshear, tx",465000,261,90.5,76,16,72,59,135.2744881,3616,507396,320,0.2261
201901,77360,"onalaska, tx",194875,78,102.5,16,0,12,11,121.6261062,1596,238349,89,0.141
201901,77063,"houston, tx",289950,144,59,48,0,20,19,155.2112965,1731,460843,163,0.1319
201901,77083,"houston, tx",202500,74,50.5,44,0,16,48,93.04068167,2178,204851,122,0.6486
201901,77019,"houston, tx",719050,215,83.5,80,0,48,32,258.6542915,3045.5,1779987,247,0.1488
201901,77336,"huffman, tx",337721.5,52,127.5,16,0,12,10,135.0065518,2280,393404,62,0.1923
201901,77071,"houston, tx",200040,55,58.5,28,0,12,23,91.1668238,2208,202784,78,0.4182
201901,77642,"port arthur, tx",150049,70,67.5,32,0,20,10,80.57348279,1972,170120,80,0.1429
201901,77488,"wharton, tx",154550,48,128,12,0,16,8,86.01676224,1749.5,171207,56,0.1667
201901,77627,"nederland, tx",185050,87,47.5,32,0,32,7,108.3072546,1777,244423,94,0.0805
201901,77377,"tomball, tx",335540,191,75,80,4,44,51,116.8726491,3004.5,398596,242,0.267
201812,77901,"victoria, tx",159950,85,87,24,0,24,27,91.43413368,1666,170152,112,0.3176
201812,77598,"webster, tx",275050,22,56,4,4,4,10,113.0609267,2532,267348,32,0.4545
201812,77518,"bacliff, tx",209050,28,73,4,0,4,13,117.3986486,1925,293408,41,0.4643
201812,77338,"humble, tx",190050,86,51,32,0,12,52,93.79689845,2110,200656,138,0.6047
201812,77871,"normangee, tx",169450,26,92,4,0,0,4,98.03921569,2064,228149,30,0.1538
201812,77086,"houston, tx",169950,23,26,16,0,4,13,86.29707113,1912,259896,36,0.5652
201812,77371,"shepherd, tx",150050,17,110,4,0,0,4,94.58705357,1692,253317,21,0.2353
201812,77505,"pasadena, tx",267550,34,49,4,0,8,20,104.708798,2505,255090,54,0.5882
201812,77024,"houston, tx",850050,322,85,44,0,36,57,283.8758516,3084,1467879,379,0.177
201812,77318,"willis, tx",285050,150,79,36,4,12,22,121.2432139,2163,334388,172,0.1467
201812,77389,"spring, tx",448050,289,79,56,12,48,88,131.5858741,3438,614991,377,0.3045
201812,77077,"houston, tx",356050,296,72,68,4,76,46,142.6209177,2489,406584,342,0.1554
201812,77954,"cuero, tx",239950,34,124,4,0,0,5,128.0346821,1730,266475,39,0.1471
201812,77380,"spring, tx",599050,162,89,28,0,28,27,171.8545216,2973,807785,189,0.1667
201812,77531,"clute, tx",247050,67,60,8,0,4,29,123.3004386,1824,256088,96,0.4328
201812,77663,"village mills, tx",180050,40,87,0,0,4,2,89.3977103,2090,188384,42,0.05
201812,77650,"port bolivar, tx",335950,289,125,40,0,28,14,222.9488704,1543,386896,303,0.0484
201812,77617,"gilchrist, tx",338050,16,220,0,0,0,0,181.9349315,1836,427024,16,0
201812,77702,"beaumont, tx",131850,15,119,0,0,4,1,71.91489362,2075,167858,16,0.0667
201812,77048,"houston, tx",149950,15,40,4,0,0,8,100,1676,168810,23,0.5333
201812,77034,"houston, tx",169950,27,42,20,0,0,15,108.033241,1808,178972,42,0.5556
201812,77521,"baytown, tx",224550,165,52,32,0,40,76,100.4201681,2153,222550,241,0.4606
201812,77055,"houston, tx",650050,286,78,48,4,32,80,236.8589744,2784,760304,366,0.2797
201812,77831,"bedias, tx",195050,13,142,4,0,0,2,104.5848753,1388,407808,15,0.1538
201812,77015,"houston, tx",156050,50,65,12,0,8,19,92.85714286,1583,183548,69,0.38
201812,77355,"magnolia, tx",379950,140,84,20,4,36,62,137.0869033,2571,478658,202,0.4429
201812,77486,"west columbia, tx",235050,49,65,8,0,4,18,113.945661,1746,279811,67,0.3673
201812,77345,"kingwood, tx",319550,155,80,28,0,32,38,105.6142469,3065,360378,193,0.2452
201812,77642,"port arthur, tx",149950,75,80,16,0,12,8,81.06884058,1886,167597,83,0.1067
201812,77009,"houston, tx",399950,226,74,60,12,44,71,230.8377897,1697,466321,297,0.3142
201812,77418,"bellville, tx",279050,44,101,4,0,4,7,103.90625,2336,293843,51,0.1591
201812,77083,"houston, tx",205050,69,47,24,4,20,57,92.92101341,2248,206593,126,0.8261
201812,77484,"waller, tx",255050,22,73,4,0,4,5,127.2004242,1868,293208,27,0.2273
201812,77451,"kendleton, tx",113040,23,18,0,0,0,12,88.39083333,1200,110695,35,0.5217
201812,77845,"college station, tx",295050,556,85,84,4,28,118,143.7532671,2056,396756,674,0.2122
201812,77964,"hallettsville, tx",250050,33,114,4,0,0,6,99.756691,2572,353350,39,0.1818
201812,77532,"crosby, tx",229998,150,73,40,4,32,59,110.4,2034,252105,209,0.3933
201812,77036,"houston, tx",208050,84,66,28,0,12,18,103.8841567,1708,180896,102,0.2143
201812,77511,"alvin, tx",239040,101,51,36,0,20,39,113.6228435,1978,250077,140,0.3861
201812,77027,"houston, tx",799050,154,88,32,0,4,32,375.1315592,2434,1279176,186,0.2078
201812,77493,"katy, tx",289050,395,71,120,60,96,154,121.0945505,2589,339313,549,0.3899
201812,77619,"groves, tx",149950,90,65,24,0,16,5,84.9689441,1666,160091,95,0.0556
201812,77375,"tomball, tx",345040,374,79,80,40,76,116,124.0769469,2889,422577,490,0.3102
201812,77437,"el campo, tx",215050,62,149,8,0,4,9,105.2236002,2178,239657,71,0.1452
201812,77373,"spring, tx",193540,182,50,92,4,36,108,89.6708286,2135,208732,290,0.5934
201812,77705,"beaumont, tx",174550,50,54,12,0,8,4,78.52564103,1800,181255,54,0.08
201812,77067,"houston, tx",149950,13,49,4,0,8,17,84.14074452,1655,153763,30,1.3077
201812,77071,"houston, tx",209950,54,67,20,0,12,20,88.46153846,2222,208184,74,0.3704
201812,77082,"houston, tx",308050,166,65,48,0,24,34,123.8499646,2615,496883,200,0.2048
201812,77074,"houston, tx",209950,72,81,16,0,8,16,120.7081545,1727,210400,88,0.2222
201812,77503,"pasadena, tx",174950,23,40,12,0,8,14,105.6991774,1660,186550,37,0.6087
201812,77031,"houston, tx",190050,20,51,0,0,4,12,100.969697,1924,199108,32,0.6
201812,77382,"spring, tx",445050,217,76,48,0,28,57,146.403385,3319,858718,274,0.2627
201812,77802,"bryan, tx",239950,104,100,20,0,12,33,121.6374269,1948,332824,137,0.3173
201812,77489,"missouri city, tx",196550,66,53,28,0,8,44,95.46268657,1900,200689,110,0.6667
201812,77377,"tomball, tx",344583,195,61,44,12,44,54,116.4765834,3147,419276,249,0.2769
201812,77078,"houston, tx",125050,15,60,4,0,0,7,91.41494436,1338,147178,22,0.4667
201812,77433,"cypress, tx",350050,548,68,136,76,112,213,120.9094773,2984,411338,761,0.3887
201812,77441,"fulshear, tx",455050,267,86,48,8,60,70,133.1055328,3617,501604,337,0.2622
201812,77016,"houston, tx",124950,36,58,8,0,12,34,102.9150943,1364,137818,70,0.9444
201812,77562,"highlands, tx",178950,22,61,8,0,4,13,100.832968,1863,231438,35,0.5909
201812,77506,"pasadena, tx",135950,43,47,12,0,12,11,106.0606061,1335,147777,54,0.2558
201812,77879,"somerville, tx",159050,27,86,0,0,8,9,107.8296703,1200,793850,36,0.3333
201812,77630,"orange, tx",131333,113,79,32,0,8,9,71.42857143,1901,184709,122,0.0796
201812,77520,"baytown, tx",144550,71,74,16,0,20,32,87.54623921,1680,165395,103,0.4507
201812,77447,"hockley, tx",265040,151,79,32,4,28,42,117.2014151,2280,289952,193,0.2781
201812,77051,"houston, tx",177050,75,79,16,0,16,23,113.7669377,1506,154619,98,0.3067
201812,77541,"freeport, tx",230050,124,77,32,0,12,29,154.3142598,1300,274906,153,0.2339
201812,77026,"houston, tx",155050,35,128,8,0,8,15,106.9518717,1448,153004,50,0.4286
201812,77546,"friendswood, tx",349950,233,77,48,20,52,64,122.2490098,3016,445957,297,0.2747
201812,77092,"houston, tx",280050,101,70,16,0,20,28,165.3279786,1644,298491,129,0.2772
201812,77836,"caldwell, tx",299950,40,77,8,0,0,8,145.7006369,2243,507505,48,0.2
201812,77054,"houston, tx",149050,98,78,20,0,8,17,134.8684211,1092,177274,115,0.1735
201812,77627,"nederland, tx",184950,81,35,36,0,12,7,109.2611863,1774,249622,88,0.0864
201812,77494,"katy, tx",367040,649,68,160,32,136,150,119.188471,3233,420955,799,0.2311
201812,77354,"magnolia, tx",358925,234,82,48,8,48,61,126.0506706,2978,443782,295,0.2607
201812,77706,"beaumont, tx",254050,220,67,48,0,56,9,95.68874869,2516,373546,229,0.0409
201812,77021,"houston, tx",264950,91,72,16,0,12,22,146.4968153,1773,325050,113,0.2418
201812,77713,"beaumont, tx",258550,109,74,32,0,16,7,114.5833333,2298,324306,116,0.0642
201812,77091,"houston, tx",245050,67,72,12,0,4,24,135.0090854,1796,274112,91,0.3582
201812,77006,"houston, tx",575050,187,88,32,0,20,37,239.2578125,2576,763809,224,0.1979
201812,77362,"pinehurst, tx",449050,66,115,16,28,12,10,133.6359009,3272,467238,76,0.1515
201812,77498,"sugar land, tx",335050,135,61,36,4,28,39,117.8075397,2911,375771,174,0.2889
201812,77979,"port lavaca, tx",279950,84,113,20,0,8,5,144.016837,1908,335385,89,0.0595
201812,77045,"houston, tx",219472,45,74,12,0,4,36,115.8391304,1980,242512,81,0.8
201812,77080,"houston, tx",323045,187,71,68,20,44,56,169.8086253,1954,360203,243,0.2995
201812,77038,"houston, tx",179950,30,54,4,8,8,39,105.1486486,1615,179435,69,1.3
201812,77356,"montgomery, tx",346600,440,80,56,8,68,78,128.6549708,2634,508187,518,0.1773
201812,77081,"houston, tx",499050,31,82,4,0,8,3,205.0468419,3072,656646,34,0.0968
201812,77545,"fresno, tx",243040,108,58,20,0,20,47,105.146871,2296,255651,155,0.4352
