month_date_yyyymm,postal_code,zip_name,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,pending_listing_count,median_listing_price_per_square_feet,median_square_feet,average_listing_price,total_listing_count,pending_ratio
202003,77514,"anahuac, tx",239197,63,51,8,8,12,11,131.4257143,1796,266701,74,0.1746
202003,77457,"matagorda, tx",275050,45,235.5,4,0,0,2,211.8794326,1300,311085,47,0.0444
202003,77031,"houston, tx",175050,15,48.5,8,0,4,11,96.96909091,1918,206982,26,0.7333
202003,77316,"montgomery, tx",368552,267,52.5,96,4,84,124,138.9279353,2497,462276,391,0.4644
202003,77864,"madisonville, tx",315050,19,105.5,4,0,0,5,133.5477486,2111,347584,24,0.2632
202003,77983,"seadrift, tx",160050,27,87,4,0,0,3,160,1243,271419,30,0.1111
202003,77327,"cleveland, tx",186627.5,131,106,32,0,24,35,111.4511995,1661.5,216578,166,0.2672
202003,77551,"galveston, tx",203295,173,62.5,56,0,32,38,161.0472521,1180,264078,211,0.2197
202003,77859,"hearne, tx",159750,23,88.5,0,0,0,7,80.40730337,1787,177761,30,0.3043
202003,77521,"baytown, tx",233995,185,50,96,4,48,107,111.6642779,2020,239824,292,0.5784
202003,77006,"houston, tx",627550,157,56.5,52,0,28,56,248.8772531,2525.5,824479,213,0.3567
202003,77029,"houston, tx",142499.5,22,49,8,0,4,14,111.010101,1278,143623,36,0.6364
202003,77336,"huffman, tx",227550,84,81.5,24,0,16,30,127.5028518,2090,367278,114,0.3571
202003,77459,"missouri city, tx",345878,464,46,164,40,140,232,120.0244833,3000.5,417857,696,0.5
202003,77964,"hallettsville, tx",194300,19,46,16,0,0,7,94.44820582,2184,356375,26,0.3684
202003,77093,"houston, tx",174950,33,55.5,8,0,4,14,123.5865724,1292.5,194213,47,0.4242
202003,77407,"richmond, tx",322549.5,271,46.5,100,36,60,195,123.2229264,2770,361353,466,0.7196
202003,77069,"houston, tx",300000,108,38.5,60,0,20,60,101.2122618,3038,357823,168,0.5556
202003,77086,"houston, tx",197500,17,41.5,8,0,8,20,102.4033438,1847,233511,37,1.1765
202003,77982,"port o connor, tx",385050,48,158,8,0,0,6,217.4015082,2146,503043,54,0.125
202003,77979,"port lavaca, tx",219950,61,111,8,0,12,17,120.5835962,1662,271407,78,0.2787
202003,77868,"navasota, tx",204057.5,94,70,28,0,8,19,114.5194317,1680,279280,113,0.2021
202003,77598,"webster, tx",219050,27,48.5,20,4,8,20,115.7642697,1712,249683,47,0.7407
202003,77304,"conroe, tx",289999.5,278,52,100,12,52,127,124.2509213,2471.5,375286,405,0.4568
202003,77664,"warren, tx",250050,20,116.5,0,0,0,1,115.8855574,2256,780078,21,0.05
202003,77422,"brazoria, tx",253550,55,78.5,16,0,8,15,141.2903226,1779,296983,70,0.2727
202003,77590,"texas city, tx",166300,79,46,28,0,28,29,112.554116,1698,213674,108,0.3671
202003,77494,"katy, tx",386549.5,559,40.5,276,20,160,291,122.1817341,3266.5,445576,850,0.5206
202003,77488,"wharton, tx",155050,36,87,8,0,8,11,90.2879729,1610,181458,47,0.3056
202003,77562,"highlands, tx",202250,19,54,8,0,4,11,112.0349371,1704,206463,30,0.5789
202003,77611,"bridge city, tx",205050,55,68,20,0,8,2,104.0982546,2112,231826,57,0.0364
202003,77662,"vidor, tx",139550,150,45.5,52,0,44,9,88.2523587,1688,146892,159,0.06
202003,77007,"houston, tx",480000,398,49,136,0,108,156,204.9891026,2391,641174,554,0.392
202003,77388,"spring, tx",238000,105,38,68,0,40,88,99.11505033,2554,278947,193,0.8381
202003,77070,"houston, tx",244047.5,102,42,44,4,40,67,100.2511109,2495.5,292118,169,0.6569
202003,77418,"bellville, tx",259500,44,56.5,12,0,4,14,137.7922576,1910,326530,58,0.3182
202003,77801,"bryan, tx",185050,52,118.5,8,0,4,17,127.1071764,1515.5,248221,69,0.3269
202003,77066,"houston, tx",219450,55,42,28,0,12,42,96.96361721,2320,228662,97,0.7636
202003,77373,"spring, tx",189500,137,45.5,100,4,44,146,95.77070235,1934.5,203042,283,1.0657
202003,77498,"sugar land, tx",310350,123,56,52,4,48,52,114.6179402,2669.5,358334,175,0.4228
202003,77984,"shiner, tx",268800,13,60.5,4,0,0,6,134.2996006,1881,355038,19,0.4615
202003,77550,"galveston, tx",295050,292,64.5,84,0,76,58,176.7154896,1656,437788,350,0.1986
202003,77441,"fulshear, tx",435050,257,46,92,16,88,123,137.5017336,3118.5,472967,380,0.4786
202003,77651,"port neches, tx",263550,46,76,8,0,16,5,128.4646344,2046,268390,51,0.1087
202003,77378,"willis, tx",221500,45,42.5,16,4,8,26,125.297619,1805,274201,71,0.5778
202003,77803,"bryan, tx",170000,98,111,20,0,16,42,119.0892094,1349,191449,140,0.4286
202003,77702,"beaumont, tx",129950,18,100,0,0,0,0,79.23930269,1838,206106,18,0
202003,77435,"east bernard, tx",314550,19,54,4,0,4,3,138.8888889,2251,289366,22,0.1579
202003,77345,"kingwood, tx",299500,155,51,80,0,60,61,107.9481641,3065,370898,216,0.3935
202003,77845,"college station, tx",324950,612,55,180,0,112,240,146.8923256,2271,399977,852,0.3922
202003,77048,"houston, tx",195450,45,37.5,32,0,4,51,105.2483085,1753.5,201168,96,1.1333
202003,77703,"beaumont, tx",80050,17,67.5,4,0,4,2,62.01923077,1516,108490,19,0.1176
202003,77380,"spring, tx",697550,139,52,68,0,28,38,190.9184874,3337,922586,177,0.2734
202003,77042,"houston, tx",362550,190,46,60,0,76,44,141.7470193,2202,517657,234,0.2316
202003,77447,"hockley, tx",284600,132,40.5,64,24,24,105,121.1573429,2388,364042,237,0.7955
202003,77072,"houston, tx",149000,67,41.5,36,0,16,33,98.11901614,1482,150929,100,0.4925
202003,77502,"pasadena, tx",169947,40,40,20,0,4,23,113.5276001,1487,186099,63,0.575
202003,77545,"fresno, tx",220050,46,50,24,0,8,41,93.50167428,2475,268987,87,0.8913
202003,77037,"houston, tx",192050,13,54.5,8,0,4,5,109.5610025,1780,243713,18,0.3846
202003,77036,"houston, tx",147050,76,63,20,4,8,19,97.63313609,1495.5,163803,95,0.25
202003,77064,"houston, tx",225050,42,44.5,24,0,24,51,100.4471295,2243.5,238089,93,1.2143
202003,77030,"houston, tx",446050,87,53,16,0,8,16,211.7138878,1374,593440,103,0.1839
202003,77019,"houston, tx",731550,255,63,60,0,56,57,266.291418,2977.5,1641857,312,0.2235
202003,77493,"katy, tx",309025,427,58,148,56,176,208,127.2670171,2570.5,351711,635,0.4871
202003,77084,"houston, tx",223050,189,43,108,4,48,141,100.8536306,2164.5,235954,330,0.746
202003,77328,"cleveland, tx",214950,37,50.5,8,0,4,11,119.4618056,1811,242020,48,0.2973
202003,77381,"spring, tx",492500,131,43,76,0,36,65,155.7256851,3297.5,702644,196,0.4962
202003,77372,"splendora, tx",209799.5,57,60.5,12,0,12,29,121.7585139,1901,244129,86,0.5088
202003,77088,"houston, tx",178994,92,54.5,40,0,24,48,106.2363629,1569,181426,140,0.5217
202003,77003,"houston, tx",375045,110,41,44,0,16,33,194.8541438,2004.5,382764,143,0.3
202003,77034,"houston, tx",187050,24,32,12,0,8,25,117.0977642,1619,191030,49,1.0417
202003,77578,"manvel, tx",349497.5,140,49,56,4,44,68,122.9029782,2803,356306,208,0.4857
202003,77583,"rosharon, tx",280417.5,400,49.5,160,48,108,219,120.9095861,2404.5,304000,619,0.5475
202003,77351,"livingston, tx",230000,197,106.5,40,0,20,48,127.9513889,1785,328191,245,0.2437
202003,77049,"houston, tx",212050,54,54,24,0,12,40,93.73785291,2235,213834,94,0.7407
202003,77650,"port bolivar, tx",339050,337,87.5,60,0,40,28,231.916499,1500,379127,365,0.0831
202003,77489,"missouri city, tx",193050,49,31,44,0,16,55,100.087479,1844,192840,104,1.1224
202003,77090,"houston, tx",199950,46,38.5,28,0,24,37,83.3778566,2601.5,214602,83,0.8043
202003,77469,"richmond, tx",280022.5,381,54.5,140,28,116,226,118.0259957,2465.5,335080,607,0.5932
202003,77401,"bellaire, tx",985050,169,47,52,0,36,30,284.5593461,3975.5,1070086,199,0.1775
202003,77360,"onalaska, tx",275050,73,138,4,0,12,15,159.1280364,1656,314150,88,0.2055
202003,77362,"pinehurst, tx",439040,52,55.5,16,0,24,23,125.0833419,3165,427020,75,0.4423
202003,77836,"caldwell, tx",368550,33,55,16,0,0,15,148.1719368,2024,449309,48,0.4545
202003,77503,"pasadena, tx",172545,24,40.5,8,0,8,13,115.7550697,1428,180514,37,0.5417
202003,77385,"conroe, tx",293306,150,53.5,68,16,52,61,121.0397269,2425.5,318932,211,0.4067
202003,77065,"houston, tx",235050,37,35,28,0,20,30,102.4511988,2366.5,255556,67,0.8108
202003,77082,"houston, tx",368550,156,51,68,4,28,45,128.7759109,2622.5,570181,201,0.2885
202003,77087,"houston, tx",202550,21,54,12,0,4,8,125.6,1517,221258,29,0.381
202003,77061,"houston, tx",215050,34,128,4,0,8,9,116,1915,216920,43,0.2647
202003,77871,"normangee, tx",189050,39,108,4,0,0,5,92.2788622,1911,205664,44,0.1282
202003,77002,"houston, tx",325050,55,99,16,0,12,9,238.4259259,1175,393281,64,0.1636
202003,77068,"houston, tx",282500,51,50.5,20,0,16,25,93.95050071,3392,381143,76,0.4902
202003,77045,"houston, tx",228711,46,42.5,16,0,16,46,130.2870091,2035,277938,92,1
202003,77067,"houston, tx",172050,17,30.5,12,0,4,18,97.93803834,1784.5,176519,35,1.0588
202003,77584,"pearland, tx",309545,277,45,124,24,112,141,115.5168688,2684,329337,418,0.509
202003,77091,"houston, tx",259997.5,98,54,44,0,8,47,142.9780034,1757.5,250774,145,0.4796
202003,77365,"porter, tx",274715,273,60.5,88,24,68,117,119.4761735,2470,312482,390,0.4286
202003,77026,"houston, tx",150050,42,64,12,0,8,17,111.4002419,1254,162551,59,0.4048
202003,77535,"dayton, tx",274808.5,116,56,48,4,48,42,124.8011546,2155.5,273566,158,0.3621
202003,77486,"west columbia, tx",226000,55,54.5,12,0,16,25,122.3726845,2049,252772,80,0.4545
202003,77445,"hempstead, tx",264950,60,91.5,20,0,12,16,128.5135582,2153,356683,76,0.2667
202003,77505,"pasadena, tx",285050,44,47,16,0,16,20,110.4041916,2556,295541,64,0.4545
202003,77074,"houston, tx",222450,52,51.5,16,0,16,27,124.0669962,1553,199846,79,0.5192
202003,77038,"houston, tx",191047.5,23,31,12,0,8,24,98.98076141,1739,201438,47,1.0435
202003,77856,"franklin, tx",367500,41,131.5,4,0,4,4,229.7794118,1753,425835,45,0.0976
202003,77054,"houston, tx",177000,108,41.5,36,0,20,38,158.0013984,1104,203742,146,0.3519
202003,77657,"lumberton, tx",325000,104,43.5,36,0,16,10,127.5066993,2417,325895,114,0.0962
202003,77546,"friendswood, tx",389550,147,38.5,76,0,44,79,132.3185581,3122,474407,226,0.5374
202003,77080,"houston, tx",340000,154,44,72,0,44,73,176.0159494,1994.5,368935,227,0.474
202003,77563,"hitchcock, tx",320000,81,51.5,28,8,20,23,186.6071429,1724,392053,104,0.284
202003,77523,"baytown, tx",336545,141,57,52,8,52,86,131.8180077,2545,355658,227,0.6099
202003,77384,"conroe, tx",390050,152,57,32,8,40,62,136.2517329,2909,458087,214,0.4079
202003,77035,"houston, tx",272325,133,52.5,56,0,28,34,143.728123,1896,265444,167,0.2556
202003,77043,"houston, tx",377050,138,45,64,0,44,53,169.8232685,2242,369685,191,0.3841
202003,77905,"victoria, tx",288762,48,65.5,16,0,4,10,151.9754187,1938,375628,58,0.2083
202003,77017,"houston, tx",178800,28,48,12,0,4,13,107.0971769,1595,205862,41,0.4643
202003,77663,"village mills, tx",169950,49,67.5,12,0,4,4,90.7955195,2100,195311,53,0.0816
202003,77027,"houston, tx",922300,176,64,64,0,32,29,378.1374073,2698.5,1356405,205,0.1648
202003,77630,"orange, tx",153550,132,53.5,36,0,20,5,79.39618644,1957.5,191102,137,0.0379
202003,77474,"sealy, tx",285050,45,81,16,0,4,23,141.1311509,1832,385158,68,0.5111
202003,77024,"houston, tx",1225050,359,57,104,4,80,82,314.7957338,3741,1724830,441,0.2284
202003,77005,"houston, tx",1499050,173,45.5,68,0,40,46,388.3419792,3813.5,1726690,219,0.2659
202003,77465,"palacios, tx",215050,83,128,12,0,4,3,140.9341055,1548,257980,86,0.0361
202003,77025,"houston, tx",435050,172,56,52,0,44,50,204.5320777,2217,627978,222,0.2907
202003,77879,"somerville, tx",149950,31,59.5,12,0,8,14,133.5839599,1135,757157,45,0.4516
202003,77406,"richmond, tx",345500,368,56.5,144,32,104,206,126.971069,2919.5,430221,574,0.5598
202003,77056,"houston, tx",699549.5,269,67.5,68,0,56,33,281.7006202,2685,1273522,302,0.1227
202003,77009,"houston, tx",399500,243,56,76,4,44,71,224.6924138,1765.5,491539,314,0.2922
202003,77532,"crosby, tx",240044.5,173,57.5,56,8,48,77,109.363214,2134,293516,250,0.4451
202003,77518,"bacliff, tx",215050,26,49,12,0,0,9,116.3955358,1665.5,256088,35,0.3462
202003,77963,"goliad, tx",349050,15,170,4,0,0,3,148.7694013,2050,506220,18,0.2
202003,77020,"houston, tx",287500,69,45,28,0,16,26,175,1700,277942,95,0.3768
202003,77656,"silsbee, tx",168450,44,74.5,4,0,4,9,101.3340448,1694,304436,53,0.2045
202003,77098,"houston, tx",822500,99,79,28,0,24,21,288.6415818,2985,1056144,120,0.2121
202003,77063,"houston, tx",328905,160,50,60,0,28,26,156.0965584,2012.5,507773,186,0.1625
202003,77957,"edna, tx",239950,19,44.5,0,0,0,7,91.13770002,2052,214565,26,0.3684
202003,77541,"freeport, tx",240050,179,60.5,40,0,20,42,196.6701353,1344,277774,221,0.2346
202003,77014,"houston, tx",217545,32,38.5,16,0,8,24,99.92714454,2141,212142,56,0.75
202003,77840,"college station, tx",195000,256,58,68,0,48,55,126.597582,1495.5,241640,311,0.2148
202003,77515,"angleton, tx",239950,110,58,36,0,24,46,127.7651479,1920,281823,156,0.4182
202003,77008,"houston, tx",500050,373,44.5,164,4,104,183,214.3254057,2376,580577,556,0.4906
202003,77039,"houston, tx",160045,18,66,8,0,4,16,99.33959115,1580.5,194394,34,0.8889
202003,77331,"coldspring, tx",300050,63,48.5,20,0,12,21,141.1504425,2140.5,389533,84,0.3333
202002,77357,"new caney, tx",265050,134,55,36,4,48,68,111.3887884,2336,277936,202,0.5075
202002,77484,"waller, tx",469850,31,74,16,0,4,17,160.9132971,2281,484258,48,0.5484
202002,77007,"houston, tx",480050,386,61,180,0,72,178,204.19652,2363,634083,564,0.4611
202002,77025,"houston, tx",449050,158,73,48,0,24,44,204.7931176,2241,644733,202,0.2785
202002,77554,"galveston, tx",475050,382,94,132,4,60,80,257.5549451,1819,547292,462,0.2094
202002,77506,"pasadena, tx",139950,27,56,12,0,8,12,108.2677165,1248,137384,39,0.4444
202002,77535,"dayton, tx",263982,111,58,32,0,20,42,123.338257,2070,258998,153,0.3784
202002,77590,"texas city, tx",165050,77,44,32,0,28,31,115.0226917,1612,210719,108,0.4026
202002,77665,"winnie, tx",325050,27,57,4,0,8,5,112.8722084,2353,289844,32,0.1852
202002,77048,"houston, tx",195950,56,39,20,12,12,41,107.6310861,1774,185711,97,0.7321
202002,77708,"beaumont, tx",135050,27,67,8,0,8,3,89.2733564,1697,171694,30,0.1111
202002,77378,"willis, tx",229550,45,40,20,0,8,25,124.4246125,1805,273405,70,0.5556
202002,77079,"houston, tx",494950,202,75,72,0,56,68,162.5875876,2866,596374,270,0.3366
202002,77586,"seabrook, tx",314950,105,52,44,0,28,47,125.8676215,2678,445008,152,0.4476
202002,77830,"anderson, tx",449050,15,106,0,0,4,3,180.1503759,2365,559460,18,0.2
202002,77423,"brookshire, tx",305582,152,59,32,16,56,60,119.2706203,2593,321409,212,0.3947
202002,77047,"houston, tx",190050,47,24,36,0,12,43,101.5784114,1757,199361,90,0.9149
202002,77879,"somerville, tx",149950,34,96,8,0,0,18,115.7082759,1120,715889,52,0.5294
202002,77046,"houston, tx",349950,17,49,4,0,8,2,239.3961179,1569,417931,19,0.1176
202002,77360,"onalaska, tx",219250,79,127,12,0,16,17,150.2071823,1608,274947,96,0.2152
202002,77562,"highlands, tx",194950,20,59,4,0,4,10,111.4722753,1748,228009,30,0.5
202002,77531,"clute, tx",259950,65,71,12,0,12,24,131.9982394,1861,246217,89,0.3692
202002,77005,"houston, tx",1395050,145,56,52,0,36,45,387.4386146,3617,1620222,190,0.3103
202002,77461,"needville, tx",339050,21,66,4,0,4,7,141.754671,2260,646830,28,0.3333
202002,77510,"santa fe, tx",248240,49,58,4,0,8,22,142.0392812,1879,281470,71,0.449
202002,77840,"college station, tx",199050,231,56,80,0,28,54,127.0046791,1510,245507,285,0.2338
202002,77414,"bay city, tx",199950,152,111,48,0,28,24,110.178117,1684,218081,176,0.1579
202002,77568,"la marque, tx",240950,167,72,64,8,36,64,116.0856721,2009,243253,231,0.3832
202002,77515,"angleton, tx",249050,110,67,40,0,44,49,130.1183432,1967,288082,159,0.4455
202002,77029,"houston, tx",149050,25,36,12,0,4,17,114.9764151,1338,150413,42,0.68
202002,77474,"sealy, tx",269050,49,81,16,0,12,19,139.4916305,1833,365988,68,0.3878
202002,77498,"sugar land, tx",315050,123,71,36,4,20,54,115.2743142,2850,376734,177,0.439
202002,77521,"baytown, tx",229950,174,49,64,4,48,110,109.222028,2037,237295,284,0.6322
202002,77449,"katy, tx",215050,230,41,136,32,64,208,99.8552822,2148,216635,438,0.9043
202002,77702,"beaumont, tx",150050,19,79,4,0,4,1,79.23930269,1893,218173,20,0.0526
202002,77057,"houston, tx",320050,261,83,84,0,52,71,169.8606272,1875,511840,332,0.272
202002,77995,"yoakum, tx",209850,29,133,8,0,4,9,100.1472754,2103,342624,38,0.3103
202002,77364,"pointblank, tx",165050,36,82,12,0,8,7,107.8767123,1400,219732,43,0.1944
202002,77459,"missouri city, tx",339000,462,65,192,8,140,201,117.1875,2940,402455,663,0.4351
202002,77083,"houston, tx",219550,120,51,56,0,44,65,98.1595092,2186,221863,185,0.5417
202002,77354,"magnolia, tx",335050,213,63,88,12,84,100,130.9835681,2617,418620,313,0.4695
202002,77489,"missouri city, tx",186550,50,42,32,0,8,52,98.35479256,1854,190796,102,1.04
202002,77573,"league city, tx",350050,266,57,136,8,68,140,123.5651587,2855,417276,406,0.5263
202002,77541,"freeport, tx",239950,174,75,52,4,28,43,198.7847222,1344,280840,217,0.2471
202002,77523,"baytown, tx",333050,155,73,56,28,68,78,128.7780356,2514,338667,233,0.5032
202002,77041,"houston, tx",399950,60,50,28,0,12,25,119.9421965,3042,412402,85,0.4167
202002,77302,"conroe, tx",312552,113,74,24,12,32,30,118.7167335,2649,534174,143,0.2655
202002,77021,"houston, tx",250050,88,68,36,0,24,26,149.3892276,1764,327691,114,0.2955
202002,77385,"conroe, tx",284840,144,67,56,16,36,57,122.2994652,2352,311588,201,0.3958
202002,77033,"houston, tx",148950,51,37,20,0,12,24,112.0689655,1414,154974,75,0.4706
202002,77090,"houston, tx",205040,50,51,24,0,12,34,82.23377555,2596,218603,84,0.68
202002,77327,"cleveland, tx",190050,143,97,28,0,24,36,118.0179602,1677,226521,179,0.2517
202002,77663,"village mills, tx",179050,51,89,16,0,0,5,89.28571429,2100,197067,56,0.098
202002,77836,"caldwell, tx",299950,34,99,8,0,0,21,133.5616438,2200,446075,55,0.6176
202002,77084,"houston, tx",219950,194,44,96,4,48,124,99.48979592,2176,233749,318,0.6392
202002,77659,"sour lake, tx",249950,46,37,16,0,8,3,129.3103448,2404,278964,49,0.0652
202002,77316,"montgomery, tx",349950,284,54,96,20,80,105,134.4729227,2468,437311,389,0.3697
202002,77488,"wharton, tx",168950,35,81,12,0,4,12,88.38709677,1606,205026,47,0.3429
202002,77656,"silsbee, tx",158550,56,114,16,0,8,5,101.1470985,1637,282729,61,0.0893
202002,77587,"south houston, tx",189050,20,36,4,0,0,9,121.1764706,1558,173427,29,0.45
202002,77081,"houston, tx",400050,28,52,12,0,8,2,180.8590806,2133,452599,30,0.0714
202002,77859,"hearne, tx",170050,32,90,4,0,8,13,64.5342312,1792,187661,45,0.4063
202002,77566,"lake jackson, tx",256950,112,63,48,0,32,50,119.0205628,2256,280798,162,0.4464
202002,77571,"la porte, tx",209950,115,69,64,4,36,81,112.4454148,1810,274398,196,0.7043
202002,77534,"danbury, tx",179950,18,143,0,0,0,6,130.0230947,1763,242170,24,0.3333
202002,77904,"victoria, tx",287950,104,98,28,0,28,51,128.9068514,2200,328804,155,0.4904
202002,77632,"orange, tx",200050,88,80,28,0,20,3,97.05882353,2134,221620,91,0.0341
202002,77067,"houston, tx",179950,18,36,12,0,4,15,100.4723057,1844,186806,33,0.8333
202002,77345,"kingwood, tx",299950,156,51,52,0,64,44,106.1865189,3100,368466,200,0.2821
202002,77068,"houston, tx",269950,55,67,20,0,20,21,89.95127436,3290,345155,76,0.3818
202002,77018,"houston, tx",410040,230,37,124,0,32,114,203.6954586,1967,568222,344,0.4957
202002,77099,"houston, tx",169050,49,45,28,0,8,25,89.86013986,1650,143795,74,0.5102
202002,77377,"tomball, tx",329050,156,56,64,16,68,113,126.4639241,2807,427555,269,0.7244
202002,77905,"victoria, tx",265297,44,64,12,0,12,10,152.0794538,1954,379575,54,0.2273
202002,77016,"houston, tx",159950,42,44,24,4,8,33,115,1340,165318,75,0.7857
202002,77058,"houston, tx",275050,60,42,32,0,16,28,123.4445157,2172,287807,88,0.4667
202002,77429,"cypress, tx",325950,275,58,128,4,88,153,115.1435045,2909,421104,428,0.5564
202002,77019,"houston, tx",725050,250,73,88,0,44,45,264.2576205,3019,1656786,295,0.18
202002,77003,"houston, tx",375950,101,54,36,0,20,26,198.4126984,2016,383453,127,0.2574
202002,77045,"houston, tx",208050,53,49,20,0,12,22,127.9761905,1871,252567,75,0.4151
202002,77080,"houston, tx",336980,143,57,68,4,32,66,176.2437739,2031,367519,209,0.4615
202002,77563,"hitchcock, tx",299950,65,73,28,0,8,20,167.9604799,1752,381722,85,0.3077
202002,77617,"gilchrist, tx",369050,14,121,0,0,0,3,232.120743,1664,436371,17,0.2143
202002,77963,"goliad, tx",369950,17,136,0,0,0,3,179.7191011,2050,528909,20,0.1765
202002,77098,"houston, tx",839938,98,77,20,0,24,21,296.3556531,2985,1084712,119,0.2143
202002,77331,"coldspring, tx",280050,55,80,24,0,12,20,138.6321627,1886,343614,75,0.3636
202002,77486,"west columbia, tx",229950,49,44,16,0,16,23,122.6890756,2067,260002,72,0.4694
202002,77864,"madisonville, tx",315050,21,121,4,0,0,4,133.5477486,2100,327085,25,0.1905
202002,77465,"palacios, tx",214950,71,148,4,0,4,4,147.4188791,1380,252483,75,0.0563
202002,77093,"houston, tx",169550,38,59,12,0,4,13,111.5327381,1439,188903,51,0.3421
202002,77064,"houston, tx",228050,52,50,36,0,16,34,102.6486486,2262,244949,86,0.6538
202002,77706,"beaumont, tx",289950,185,67,84,0,28,15,106.0547628,2565,404716,200,0.0811
202002,77619,"groves, tx",149050,63,84,24,0,20,7,89.67684022,1670,160668,70,0.1111
202002,77306,"conroe, tx",209950,26,60,8,0,4,9,125.5962766,1700,219516,35,0.3462
202002,77082,"houston, tx",332050,147,60,56,0,32,46,125.1220306,2625,516183,193,0.3129
202002,77503,"pasadena, tx",169550,24,32,16,0,4,13,109.7402597,1540,175561,37,0.5417
202002,77845,"college station, tx",336550,542,65,196,0,108,177,148.0086114,2293,404823,719,0.3266
202002,77457,"matagorda, tx",275050,46,228,4,0,4,2,211.5384615,1300,314775,48,0.0435
202002,77611,"bridge city, tx",209050,67,99,16,0,16,7,106.8862275,2112,229423,74,0.1045
202002,77034,"houston, tx",179050,27,25,20,0,8,20,117.3001311,1573,182831,47,0.7407
202002,77437,"el campo, tx",180050,79,110,16,0,8,16,103.4648701,1749,208603,95,0.2025
202002,77053,"houston, tx",180300,27,38,12,0,8,23,114.0648012,1597,169949,50,0.8519
202002,77630,"orange, tx",155050,126,69,40,0,24,9,79.0626902,1979,197394,135,0.0714
202002,77049,"houston, tx",209950,64,45,28,0,20,31,95.23809524,2260,212495,95,0.4844
202002,77372,"splendora, tx",223445,63,45,24,0,12,26,127.5712663,1923,254960,89,0.4127
202002,77086,"houston, tx",170040,21,46,12,0,0,18,106.1893204,1510,203004,39,0.8571
202002,77471,"rosenberg, tx",245950,133,53,48,12,28,52,109.6255507,2253,260903,185,0.391
202002,77511,"alvin, tx",250040,128,56,60,8,40,65,115.5183084,2197,291744,193,0.5078
202002,77984,"shiner, tx",269050,13,114,4,0,0,4,128.4194529,1864,331530,17,0.3077
202002,77051,"houston, tx",208045,71,49,40,0,16,28,125,1556,191462,99,0.3944
202002,77061,"houston, tx",217950,38,101,8,0,8,11,116,2008,219634,49,0.2895
202002,77373,"spring, tx",185050,161,46,80,0,56,136,95.01980758,1931,199491,297,0.8447
202002,77389,"spring, tx",444550,215,70,96,0,44,117,137.1513193,3342,681517,332,0.5442
202002,77380,"spring, tx",650050,126,69,44,0,24,36,182.5132979,3190,903481,162,0.2857
202002,77031,"houston, tx",175050,16,78,4,0,4,6,91.30434783,1940,209943,22,0.375
202002,77642,"port arthur, tx",199950,68,66,28,0,4,4,85.03503504,2318,207048,72,0.0588
202002,77015,"houston, tx",174050,48,50,28,0,24,24,96.0591133,1613,186442,72,0.5
202002,77336,"huffman, tx",244950,87,88,20,0,20,24,126.3772659,2180,325421,111,0.2759
202002,77038,"houston, tx",199050,25,42,12,0,4,17,94.10241875,1894,207900,42,0.68
202002,77856,"franklin, tx",375050,42,120,4,0,4,5,229.7794118,1850,445779,47,0.119
202002,77044,"houston, tx",283340,205,53,80,4,60,103,102.300995,2846,321823,308,0.5024
202002,77550,"galveston, tx",290050,272,85,88,0,52,46,170.2235772,1622,435218,318,0.1691
202002,77802,"bryan, tx",259050,140,65,60,0,36,54,129.6745152,1942,288848,194,0.3857
202002,77055,"houston, tx",559050,286,51,108,4,52,80,224.6376812,2443,662789,366,0.2797
202002,77441,"fulshear, tx",425050,244,49,84,16,72,100,137.0864559,3063,461435,344,0.4098
202002,77020,"houston, tx",308040,65,38,24,0,16,25,181.6180517,1736,288326,90,0.3846
202002,77983,"seadrift, tx",197050,24,121,4,0,4,7,182.7033219,1175,274705,31,0.2917
202002,77520,"baytown, tx",155045,69,45,28,0,28,31,94.5825603,1594,218980,100,0.4493
202002,77371,"shepherd, tx",135050,18,96,4,0,4,5,78.6163522,1456,193014,23,0.2778
202002,77651,"port neches, tx",262850,48,70,12,0,8,6,125.2093802,2076,261226,54,0.125
202002,77578,"manvel, tx",345050,128,80,52,4,44,53,120.7137108,2842,356866,181,0.4141
202002,77095,"houston, tx",265050,128,43,88,0,52,87,99.33774834,2700,274976,215,0.6797
202002,77703,"beaumont, tx",99757,23,72,4,0,0,2,64.43298969,1310,1296831,25,0.087
202002,77710,"beaumont, tx",445349,20,130,0,0,0,0,391.9885563,1270,495114,20,0
202002,77447,"hockley, tx",284040,135,50,84,4,40,66,122.176877,2312,351071,201,0.4889
202002,77650,"port bolivar, tx",339050,313,106,84,0,36,30,223.7179487,1512,379401,343,0.0958
202002,77318,"willis, tx",267450,151,83,40,0,44,49,129.370812,2143,347489,200,0.3245
202002,77584,"pearland, tx",308040,265,44,120,8,88,139,116.0032167,2714,331628,404,0.5245
202002,77056,"houston, tx",799050,257,74,72,0,32,31,279.6891192,2961,1303856,288,0.1206
202002,77066,"houston, tx",219050,57,31,24,4,16,38,91.46341463,2260,220316,95,0.6667
202002,77059,"houston, tx",439950,84,67,36,0,16,36,143.2662369,3070,476112,120,0.4286
202002,77054,"houston, tx",185050,105,41,60,0,16,38,167.5128866,1140,212726,143,0.3619
202002,77382,"spring, tx",637950,193,56,88,0,36,62,156.6306996,3993,1198530,255,0.3212
