date,zip_code,permit_type,count,land_use
2018-01-04,77377,Unrestricted,1,Unrestricted
2018-01-04,77379,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-01-04,77379,Residential,1,Unrestricted; Compensating Open Space; Drainage or Detention; Single Family Residential (Public Street); Single Family Residential (PAE 1/PAE 2)
2018-01-04,77379,Unrestricted,1,Unrestricted
2018-01-04,77386,Other,1,General Plan
2018-01-04,77386,Residential,1,Single Family Residential (Public Street)
2018-01-04,77386,Residential,1,Single Family Residential (Public Street)
2018-01-04,77389,Unrestricted,1,Unrestricted
2018-01-04,77396,Unrestricted,1,Unrestricted
2018-01-04,77407,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-01-04,77407,Unrestricted,1,Unrestricted
2018-01-04,77407,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-01-04,77407,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-01-04,77429,Commercial,1,Commercial
2018-01-04,77433,Other,1,Street Dedication
2018-01-04,77433,Residential,1,Compensating Open Space; Single Family Residential (Public Street)
2018-01-04,77449,Unrestricted,1,Unrestricted
2018-01-04,77449,Commercial,1,Commercial
2018-01-04,77449,Residential,1,Single Family Residential (Public Street)
2018-01-04,77449,Other,1,Street Dedication
2018-01-04,77489,Unrestricted,1,Unrestricted
2018-01-04,77493,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-01-04,77494,Unrestricted,1,"Unrestricted; Water Treatment, Production or Repressurization"
2018-01-04,77494,Residential,1,Single Family Residential (Public Street)
2018-01-04,77498,Unrestricted,1,Unrestricted
2018-01-04,77530,Residential,1,Single Family Residential (Public Street)
2018-01-04,77530,Unrestricted,1,Unrestricted
2018-01-04,77532,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-01-18,77002,Unrestricted,1,Unrestricted
2018-01-18,77003,Residential,1,Single Family Residential (Shared Driveways)
2018-01-18,77003,Residential,1,Single Family Residential (Public Street); Single Family Residential (Shared Driveways)
2018-01-18,77003,Residential,1,Single Family Residential (Public Street)
2018-01-18,77004,Residential,1,Single Family Residential (Shared Driveways)
2018-01-18,77004,Unrestricted,1,Unrestricted
2018-01-18,77004,Residential,1,Single Family Residential (Shared Driveways)
2018-01-18,77005,Residential,1,Single Family Residential (Public Street)
2018-01-18,77006,Unrestricted,1,Unrestricted
2018-01-18,77007,Residential,1,Single Family Residential (Public Street)
2018-01-18,77007,Unrestricted,1,Unrestricted
2018-01-18,77007,Residential,1,Single Family Residential (Public Street)
2018-01-18,77007,Residential,1,Single Family Residential (Public Street)
2018-01-18,77007,Residential,1,Single Family Residential (Public Street)
2018-01-18,77008,Residential,1,Single Family Residential (Shared Driveways)
2018-01-18,77008,Residential,1,Single Family Residential (Public Street)
2018-01-18,77008,Unrestricted,1,Unrestricted
2018-01-18,77009,Residential,1,Single Family Residential (Public Street)
2018-01-18,77014,Other,1,"Church, School and Institutional"
2018-01-18,77016,Unrestricted,1,Unrestricted
2018-01-18,77016,Residential,1,Commercial; Landscape or Open Space; Single Family Residential (Public Street)
2018-01-18,77018,Residential,1,Landscape or Open Space; Single Family Residential (Public Street); Single Family Residential (PAE 1/PAE 2)
2018-01-18,77018,Unrestricted,1,Unrestricted
2018-01-18,77018,Residential,1,Single Family Residential (Shared Driveways)
2018-01-18,77018,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-01-18,77019,Residential,1,Single Family Residential (Public Street)
2018-01-18,77021,Residential,1,Single Family Residential (Shared Driveways)
2018-01-18,77025,Unrestricted,1,Unrestricted
2018-01-18,77026,Residential,1,Single Family Residential (Public Street)
2018-01-18,77030,Residential,1,Single Family Residential (Public Street)
2018-01-18,77032,Other,1,General Plan
2018-01-18,77035,Unrestricted,1,Unrestricted
2018-01-18,77041,Unrestricted,1,Unrestricted
2018-01-18,77041,Unrestricted,1,Unrestricted
2018-01-18,77044,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-01-18,77044,Unrestricted,1,Unrestricted
2018-01-18,77048,Other,1,General Plan
2018-01-18,77050,Unrestricted,1,Unrestricted
2018-01-18,77053,Residential,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-01-18,77053,Unrestricted,1,Unrestricted
2018-01-18,77055,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2018-01-18,77055,Residential,1,Single Family Residential (Shared Driveways)
2018-01-18,77056,Residential,1,Single Family Residential (Public Street)
2018-01-18,77057,Residential,1,Single Family Residential (Shared Driveways)
2018-01-18,77061,Commercial,1,Commercial
2018-01-18,77061,Unrestricted,1,Unrestricted
2018-01-18,77064,Unrestricted,1,Unrestricted
2018-01-18,77067,Unrestricted,1,Unrestricted
2018-01-18,77069,Residential,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-01-18,77070,Other,1,"Church, School and Institutional"
2018-01-18,77073,Unrestricted,1,Unrestricted
2018-01-18,77075,Residential,1,Single Family Residential (Public Street)
2018-01-18,77080,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-01-18,77080,Unrestricted,1,Unrestricted
2018-01-18,77083,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2018-01-18,77084,Unrestricted,1,Unrestricted
2018-01-18,77084,Unrestricted,1,Unrestricted
2018-01-18,77092,Unrestricted,1,Unrestricted
2018-01-18,77093,Residential,1,Single Family Residential (Public Street)
2018-01-18,77098,Unrestricted,1,Unrestricted
2018-01-18,77336,Residential,1,Single Family Residential (Public Street)
2018-01-18,77336,Residential,1,Single Family Residential (Public Street)
2018-01-18,77338,Commercial,1,Commercial
2018-01-18,77346,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-01-18,77346,Residential,1,Single Family Residential (Public Street)
2018-01-18,77346,Residential,1,Single Family Residential (Public Street)
2018-01-18,77365,Other,1,General Plan
2018-01-18,77365,Residential,1,Single Family Residential (Public Street)
2018-01-18,77365,Unrestricted,1,Unrestricted
2018-01-18,77377,Commercial,1,Commercial
2018-01-18,77377,Other,1,General Plan
2018-01-18,77396,Other,1,Lift Station
2018-01-18,77406,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-01-18,77407,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-01-18,77407,Residential,1,Single Family Residential (Public Street)
2018-01-18,77407,Residential,1,Single Family Residential (Public Street)
2018-01-18,77407,Commercial,1,Commercial
2018-01-18,77407,Other,1,Street Dedication
2018-01-18,77407,Residential,1,Single Family Residential (Public Street)
2018-01-18,77407,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-01-18,77429,Commercial,1,Commercial
2018-01-18,77433,Other,1,Landscape or Open Space
2018-01-18,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-01-18,77447,Residential,1,Single Family Residential (Public Street)
2018-01-18,77449,Commercial,1,Commercial
2018-01-18,77493,Other,1,General Plan
2018-01-18,77493,Other,1,Landscape or Open Space
2018-01-18,77493,Residential,1,Single Family Residential (Public Street)
2018-01-18,77493,Residential,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-01-18,77494,Residential,1,Single Family Residential (Public Street)
2018-01-18,77530,Unrestricted,1,Unrestricted
2018-01-18,77532,Residential,1,Single Family Residential (Public Street)
2018-01-18,77532,Unrestricted,1,Unrestricted
2018-01-18,77545,Residential,1,Unrestricted; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2018-02-01,77003,Residential,1,Single Family Residential (Public Street)
2018-02-01,77003,Residential,1,Single Family Residential (Public Street)
2018-02-01,77003,Residential,1,Single Family Residential (Shared Driveways)
2018-02-01,77003,Unrestricted,1,Unrestricted
2018-02-01,77003,Residential,1,Single Family Residential (Shared Driveways)
2018-02-01,77005,Residential,1,Single Family Residential (Public Street)
2018-02-01,77006,Residential,1,Single Family Residential (Public Street)
2018-02-01,77007,Residential,1,Single Family Residential (Public Street)
2018-02-01,77007,Residential,1,Single Family Residential (Public Street)
2018-02-01,77007,Residential,1,Single Family Residential (Shared Driveways)
2018-02-01,77007,Commercial,1,Commercial
2018-02-01,77007,Unrestricted,1,Unrestricted
2018-02-01,77008,Unrestricted,1,Unrestricted
2018-02-01,77008,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other
2018-02-01,77008,Commercial,1,Commercial
2018-02-01,77008,Other,1,General Plan
2018-02-01,77008,Residential,1,Single Family Residential (Public Street)
2018-02-01,77009,Residential,1,Single Family Residential (Public Street)
2018-02-01,77011,Residential,1,Single Family Residential (Shared Driveways)
2018-02-01,77015,Unrestricted,1,Unrestricted
2018-02-01,77016,Residential,1,Commercial; Landscape or Open Space; Single Family Residential (Public Street)
2018-02-01,77018,Unrestricted,1,Unrestricted
2018-02-01,77019,Residential,1,Single Family Residential (Public Street)
2018-02-01,77019,Residential,1,Single Family Residential (Public Street)
2018-02-01,77019,Commercial,1,Commercial
2018-02-01,77020,Unrestricted,1,Unrestricted
2018-02-01,77021,Residential,1,Single Family Residential (Public Street)
2018-02-01,77021,Unrestricted,1,Unrestricted
2018-02-01,77021,Residential,1,Single Family Residential (Shared Driveways)
2018-02-01,77021,Residential,1,Single Family Residential (Shared Driveways)
2018-02-01,77022,Unrestricted,1,Unrestricted
2018-02-01,77023,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2018-02-01,77026,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2018-02-01,77027,Unrestricted,1,Unrestricted
2018-02-01,77030,Residential,1,Single Family Residential (Public Street)
2018-02-01,77044,Residential,1,Single Family Residential (Public Street)
2018-02-01,77048,Residential,1,Drainage or Detention; Single Family Residential (Public Street)
2018-02-01,77048,Residential,1,Single Family Residential (Public Street)
2018-02-01,77053,Unrestricted,1,Unrestricted
2018-02-01,77055,Residential,1,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2018-02-01,77056,Residential,1,Single Family Residential (Public Street)
2018-02-01,77064,Unrestricted,1,Unrestricted
2018-02-01,77064,Unrestricted,1,Unrestricted
2018-02-01,77064,Commercial,1,Commercial
2018-02-01,77073,Unrestricted,1,Unrestricted
2018-02-01,77076,Residential,1,Single Family Residential (Public Street)
2018-02-01,77076,Unrestricted,1,Unrestricted
2018-02-01,77080,Unrestricted,1,Unrestricted
2018-02-01,77080,Residential,1,Compensating Open Space; Single Family Residential (PAE 1/PAE 2); Other
2018-02-01,77080,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-02-01,77081,Other,1,"Church, School and Institutional"
2018-02-01,77082,Other,1,Compensating Open Space; Landscape or Open Space; Other
2018-02-01,77083,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2018-02-01,77083,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2018-02-01,77084,Unrestricted,1,Unrestricted
2018-02-01,77084,Unrestricted,1,Unrestricted
2018-02-01,77084,Unrestricted,1,Unrestricted Intended for Multifamily
2018-02-01,77084,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-02-01,77084,Other,1,General Plan
2018-02-01,77086,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-02-01,77088,Unrestricted,1,Unrestricted
2018-02-01,77091,Commercial,1,Commercial
2018-02-01,77092,Unrestricted,1,Unrestricted
2018-02-01,77099,Unrestricted,1,Unrestricted
2018-02-01,77336,Other,1,Street Dedication
2018-02-01,77346,Other,1,Landscape or Open Space; Street Dedication
2018-02-01,77346,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-02-01,77365,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-02-01,77365,Unrestricted,1,Unrestricted
2018-02-01,77365,Residential,1,Single Family Residential (Public Street)
2018-02-01,77365,Residential,1,Single Family Residential (Public Street)
2018-02-01,77377,Residential,1,Single Family Residential (Public Street)
2018-02-01,77377,Other,1,General Plan
2018-02-01,77377,Other,1,General Plan
2018-02-01,77377,Residential,1,Single Family Residential (Public Street)
2018-02-01,77377,Other,1,Other
2018-02-01,77379,Other,1,"Water Treatment, Production or Repressurization"
2018-02-01,77379,Residential,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-02-01,77379,Residential,1,Unrestricted; Drainage or Detention; Single Family Residential (PAE 1/PAE 2)
2018-02-01,77386,Other,1,Street Dedication
2018-02-01,77386,Other,1,Street Dedication
2018-02-01,77388,Commercial,1,Commercial
2018-02-01,77396,Residential,1,Single Family Residential (Public Street)
2018-02-01,77396,Unrestricted,1,Unrestricted
2018-02-01,77396,Unrestricted,1,Unrestricted Intended for Multifamily
2018-02-01,77406,Residential,1,Single Family Residential (Public Street)
2018-02-01,77406,Residential,1,Single Family Residential (Public Street)
2018-02-01,77406,Unrestricted,1,Unrestricted
2018-02-01,77407,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-02-01,77407,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-02-01,77407,Other,1,"Drainage or Detention; Water Treatment, Production or Repressurization"
2018-02-01,77407,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-02-01,77407,Residential,1,Single Family Residential (Public Street)
2018-02-01,77407,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-02-01,77429,Unrestricted,1,Unrestricted
2018-02-01,77433,Residential,1,Single Family Residential (Public Street)
2018-02-01,77433,Other,1,Landscape or Open Space
2018-02-01,77447,Other,1,General Plan
2018-02-01,77484,Residential,1,Single Family Residential (Public Street)
2018-02-01,77493,Residential,1,Compensating Open Space; Drainage or Detention; Single Family Residential (Public Street)
2018-02-01,77493,Other,1,Drainage or Detention; Landscape or Open Space
