Zip Code,Size of adjusted gross income,Number of returns,Real estate taxes,Mortgage interest paid,Total Charitable Contributions,Taxable income,Income tax
,,,,,,,
,,-1,-40,-44,-46,-48,-66
79086,"$100,000 under $200,000",100,174,266,860,10796,1773
79086,"$200,000 or more",20,0,0,0,9722,2405
,,,,,,,
79087,,290,0,0,765,12176,2394
79087,"$1 under $25,000",100,0,0,0,292,26
79087,"$25,000 under $50,000",90,0,0,0,1304,119
79087,"$50,000 under $75,000",60,0,0,765,2421,284
79087,"$75,000 under $100,000",0,0,0,0,0,0
79087,"$100,000 under $200,000",40,0,0,0,8159,1965
79087,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79088,,2040,337,418,1489,55592,9295
79088,"$1 under $25,000",910,42,0,0,1807,169
79088,"$25,000 under $50,000",590,64,141,245,9319,853
79088,"$50,000 under $75,000",250,44,0,226,9615,1077
79088,"$75,000 under $100,000",140,41,90,124,8567,1150
79088,"$100,000 under $200,000",120,146,187,894,11597,1955
79088,"$200,000 or more",30,0,0,0,14687,4091
,,,,,,,
79092,,480,284,339,836,19076,2893
79092,"$1 under $25,000",170,0,0,0,371,36
79092,"$25,000 under $50,000",110,73,0,0,2111,215
79092,"$50,000 under $75,000",90,0,198,324,3355,382
79092,"$75,000 under $100,000",60,69,0,0,3767,464
79092,"$100,000 under $200,000",50,142,141,512,9472,1796
79092,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79095,,1090,176,213,853,32335,4969
79095,"$1 under $25,000",540,32,0,0,973,86
79095,"$25,000 under $50,000",240,0,0,162,3999,393
79095,"$50,000 under $75,000",130,47,0,178,5432,644
79095,"$75,000 under $100,000",90,0,213,0,5970,733
79095,"$100,000 under $200,000",70,97,0,513,7993,1238
79095,"$200,000 or more",20,0,0,0,7968,1875
,,,,,,,
79096,,970,253,355,4175,92614,23628
79096,"$1 under $25,000",280,0,0,0,634,62
79096,"$25,000 under $50,000",210,0,0,0,3674,366
79096,"$50,000 under $75,000",170,85,190,290,6430,711
79096,"$75,000 under $100,000",120,0,0,0,6981,857
79096,"$100,000 under $200,000",120,63,165,453,12862,2274
79096,"$200,000 or more",70,105,0,3432,62033,19358
,,,,,,,
79097,,510,93,203,222,22085,3224
79097,"$1 under $25,000",150,0,0,0,379,36
79097,"$25,000 under $50,000",110,36,0,69,1961,205
79097,"$50,000 under $75,000",90,0,0,0,3613,408
79097,"$75,000 under $100,000",70,57,203,153,4664,627
79097,"$100,000 under $200,000",90,0,0,0,11468,1948
79097,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79098,,180,52,147,180,5394,751
79098,"$1 under $25,000",70,52,0,180,179,16
79098,"$25,000 under $50,000",40,0,147,0,716,67
79098,"$50,000 under $75,000",40,0,0,0,1784,210
79098,"$75,000 under $100,000",0,0,0,0,0,0
79098,"$100,000 under $200,000",30,0,0,0,2715,458
79098,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79101,,1210,709,543,2884,64741,10528
79101,"$1 under $25,000",740,0,0,0,1839,176
79101,"$25,000 under $50,000",230,0,0,132,4340,477
79101,"$50,000 under $75,000",100,82,207,265,4210,601
79101,"$75,000 under $100,000",50,132,0,0,3220,433
79101,"$100,000 under $200,000",50,0,0,324,5458,893
79101,"$200,000 or more",40,495,336,2163,45674,7948
,,,,,,,
79102,,4370,1732,2390,2784,109141,16950
79102,"$1 under $25,000",2130,103,133,89,5798,506
79102,"$25,000 under $50,000",1290,340,506,320,23113,2331
79102,"$50,000 under $75,000",480,316,458,302,18896,2224
79102,"$75,000 under $100,000",240,277,346,528,14737,2017
79102,"$100,000 under $200,000",180,408,643,760,18792,3193
79102,"$200,000 or more",50,288,304,785,27805,6679
,,,,,,,
79103,,4600,606,1319,1165,81378,9694
79103,"$1 under $25,000",2220,52,125,97,5741,488
79103,"$25,000 under $50,000",1370,201,453,232,23046,2210
79103,"$50,000 under $75,000",630,188,413,358,24211,2676
79103,"$75,000 under $100,000",260,95,210,207,15729,2049
79103,"$100,000 under $200,000",120,70,118,271,12651,2271
79103,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79104,,2890,120,269,253,32828,3400
79104,"$1 under $25,000",1660,0,0,0,3666,317
79104,"$25,000 under $50,000",910,57,142,145,13726,1180
79104,"$50,000 under $75,000",220,31,127,108,8185,843
79104,"$75,000 under $100,000",70,32,0,0,4266,547
79104,"$100,000 under $200,000",30,0,0,0,2985,513
79104,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79106,,12300,6516,8910,14277,374803,62301
79106,"$1 under $25,000",5680,444,544,543,15788,1411
79106,"$25,000 under $50,000",3210,876,1444,1062,59967,6125
79106,"$50,000 under $75,000",1530,1142,1795,1599,62391,7846
79106,"$75,000 under $100,000",850,998,1578,1709,52335,6921
79106,"$100,000 under $200,000",800,1698,2306,3286,81007,13689
79106,"$200,000 or more",230,1358,1243,6078,103315,26309
,,,,,,,
79107,,13200,645,1293,1418,141433,14650
79107,"$1 under $25,000",7720,74,120,106,16353,1311
79107,"$25,000 under $50,000",4040,197,452,407,57885,4854
79107,"$50,000 under $75,000",1040,164,360,358,37539,4011
79107,"$75,000 under $100,000",290,91,196,252,17377,2248
79107,"$100,000 under $200,000",110,119,165,295,12279,2226
79107,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79108,,5250,1731,3071,2834,138224,19691
79108,"$1 under $25,000",2230,122,268,149,5972,537
79108,"$25,000 under $50,000",1390,272,557,395,24360,2459
79108,"$50,000 under $75,000",730,348,598,447,28865,3481
79108,"$75,000 under $100,000",480,371,687,657,29216,3794
79108,"$100,000 under $200,000",380,618,961,1186,37431,6244
79108,"$200,000 or more",40,0,0,0,12380,3176
,,,,,,,
79109,,20560,16772,23500,36500,916223,168014
79109,"$1 under $25,000",7830,737,1007,801,23923,2119
79109,"$25,000 under $50,000",4830,1988,3020,2221,96961,10419
79109,"$50,000 under $75,000",2960,2681,4113,3380,121604,15333
79109,"$75,000 under $100,000",2080,2752,4664,4156,129777,17283
79109,"$100,000 under $200,000",2290,5081,7622,9262,234572,39536
79109,"$200,000 or more",570,3533,3074,16680,309386,83324
,,,,,,,
79110,,8590,3145,5495,4896,222913,30619
79110,"$1 under $25,000",3490,214,353,167,10175,906
79110,"$25,000 under $50,000",2540,673,1320,865,47659,4776
79110,"$50,000 under $75,000",1300,681,1277,814,52444,6294
79110,"$75,000 under $100,000",700,568,1064,946,43420,5613
79110,"$100,000 under $200,000",510,802,1323,1506,50955,8522
79110,"$200,000 or more",50,207,158,598,18260,4508
,,,,,,,
79111,,580,0,0,0,13501,1538
79111,"$1 under $25,000",190,0,0,0,543,42
79111,"$25,000 under $50,000",200,0,0,0,3875,371
79111,"$50,000 under $75,000",140,0,0,0,5427,612
79111,"$75,000 under $100,000",50,0,0,0,3656,513
79111,"$100,000 under $200,000",0,0,0,0,0,0
79111,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79118,,9310,7657,14927,9669,338662,52875
79118,"$1 under $25,000",3310,314,577,229,8837,780
79118,"$25,000 under $50,000",2160,898,2274,609,38998,3827
79118,"$50,000 under $75,000",1490,1436,2743,1089,59633,7125
79118,"$75,000 under $100,000",1140,1681,3697,1790,69148,8782
79118,"$100,000 under $200,000",1050,2317,4481,3281,103010,17016
79118,"$200,000 or more",160,1011,1155,2671,59036,15345
,,,,,,,
79119,,6220,14584,21495,21150,482385,97738
79119,"$1 under $25,000",1550,317,348,173,4552,403
79119,"$25,000 under $50,000",970,839,1056,662,19551,2118
79119,"$50,000 under $75,000",820,1444,2320,1169,32354,4081
79119,"$75,000 under $100,000",780,1906,3343,1591,47227,6085
79119,"$100,000 under $200,000",1530,5869,9230,7043,158008,26655
79119,"$200,000 or more",570,4209,5198,10512,220693,58396
,,,,,,,
79121,,3100,5444,5986,9386,220743,45207
79121,"$1 under $25,000",870,164,160,162,2640,242
79121,"$25,000 under $50,000",560,415,412,522,11051,1175
79121,"$50,000 under $75,000",440,598,783,735,18163,2349
79121,"$75,000 under $100,000",380,711,1010,1054,23359,3060
79121,"$100,000 under $200,000",600,1739,2032,2585,62282,10662
79121,"$200,000 or more",250,1817,1589,4328,103248,27719
,,,,,,,
79124,,3750,9068,11143,11930,304540,65480
79124,"$1 under $25,000",1120,282,292,217,3053,275
79124,"$25,000 under $50,000",600,523,584,424,11136,1187
79124,"$50,000 under $75,000",470,768,1101,777,18496,2271
79124,"$75,000 under $100,000",430,1013,1487,874,26254,3423
79124,"$100,000 under $200,000",760,3055,4070,3604,79882,13738
79124,"$200,000 or more",370,3427,3609,6034,165719,44586
,,,,,,,
79201,,2420,504,790,1832,61082,8776
79201,"$1 under $25,000",1120,0,0,91,2569,244
79201,"$25,000 under $50,000",610,97,123,152,10904,1091
79201,"$50,000 under $75,000",320,59,91,193,12568,1492
79201,"$75,000 under $100,000",190,86,151,238,11542,1467
79201,"$100,000 under $200,000",140,119,425,547,14010,2209
79201,"$200,000 or more",40,143,0,611,9489,2273
,,,,,,,
79225,,420,0,0,0,12054,1866
79225,"$1 under $25,000",190,0,0,0,475,42
79225,"$25,000 under $50,000",110,0,0,0,2012,208
79225,"$50,000 under $75,000",60,0,0,0,2376,277
79225,"$75,000 under $100,000",20,0,0,0,1534,198
79225,"$100,000 under $200,000",40,0,0,0,5657,1141
79225,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79226,,1250,292,418,1050,32499,5695
79226,"$1 under $25,000",610,37,0,71,1224,110
79226,"$25,000 under $50,000",290,64,233,124,4675,453
79226,"$50,000 under $75,000",160,40,0,180,6165,728
79226,"$75,000 under $100,000",100,58,185,247,6334,881
79226,"$100,000 under $200,000",90,93,0,428,14101,3523
79226,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79227,,470,58,0,96,12377,1783
79227,"$1 under $25,000",210,0,0,0,383,33
79227,"$25,000 under $50,000",120,0,0,96,2075,203
79227,"$50,000 under $75,000",70,58,0,0,2681,299
79227,"$75,000 under $100,000",30,0,0,0,1955,262
79227,"$100,000 under $200,000",40,0,0,0,5283,986
79227,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79229,,150,0,0,0,3615,479
79229,"$1 under $25,000",60,0,0,0,183,16
79229,"$25,000 under $50,000",40,0,0,0,783,77
79229,"$50,000 under $75,000",30,0,0,0,1050,140
79229,"$75,000 under $100,000",20,0,0,0,1599,246
79229,"$100,000 under $200,000",0,0,0,0,0,0
79229,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79235,,1510,288,276,1393,43795,6786
79235,"$1 under $25,000",640,0,0,0,1305,121
79235,"$25,000 under $50,000",430,48,0,155,6945,683
79235,"$50,000 under $75,000",200,95,150,227,8142,1002
79235,"$75,000 under $100,000",90,0,0,0,5669,712
79235,"$100,000 under $200,000",110,145,126,1011,12081,1984
79235,"$200,000 or more",40,0,0,0,9653,2284
,,,,,,,
79237,,190,0,0,0,2844,353
79237,"$1 under $25,000",110,0,0,0,108,10
79237,"$25,000 under $50,000",40,0,0,0,689,69
79237,"$50,000 under $75,000",40,0,0,0,2047,274
79237,"$75,000 under $100,000",0,0,0,0,0,0
79237,"$100,000 under $200,000",0,0,0,0,0,0
79237,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79241,,990,156,189,681,27192,3645
79241,"$1 under $25,000",440,0,0,89,920,80
79241,"$25,000 under $50,000",290,62,0,0,4435,419
79241,"$50,000 under $75,000",110,0,0,181,4203,487
79241,"$75,000 under $100,000",70,0,189,0,4573,576
79241,"$100,000 under $200,000",80,94,0,411,13061,2083
79241,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79244,,300,0,0,0,6922,910
79244,"$1 under $25,000",120,0,0,0,241,23
79244,"$25,000 under $50,000",90,0,0,0,1394,140
79244,"$50,000 under $75,000",50,0,0,0,2028,261
79244,"$75,000 under $100,000",40,0,0,0,3259,486
79244,"$100,000 under $200,000",0,0,0,0,0,0
79244,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79245,,970,108,136,455,24827,3375
79245,"$1 under $25,000",500,0,0,0,865,78
79245,"$25,000 under $50,000",220,65,0,111,3427,305
79245,"$50,000 under $75,000",130,0,136,0,4745,563
79245,"$75,000 under $100,000",70,43,0,344,3944,510
79245,"$100,000 under $200,000",50,0,0,0,11846,1919
79245,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79248,,600,97,0,109,12852,1827
79248,"$1 under $25,000",290,0,0,0,390,34
79248,"$25,000 under $50,000",150,97,0,109,2451,237
79248,"$50,000 under $75,000",80,0,0,0,3135,357
79248,"$75,000 under $100,000",40,0,0,0,2156,274
79248,"$100,000 under $200,000",40,0,0,0,4720,925
79248,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79250,,590,57,75,352,21269,3483
79250,"$1 under $25,000",210,0,0,0,576,50
79250,"$25,000 under $50,000",210,0,75,76,3292,316
79250,"$50,000 under $75,000",70,0,0,0,2804,320
79250,"$75,000 under $100,000",40,57,0,0,2251,281
79250,"$100,000 under $200,000",60,0,0,276,12346,2516
79250,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79252,,1240,136,198,957,32364,5370
79252,"$1 under $25,000",520,23,0,89,1154,111
79252,"$25,000 under $50,000",360,0,100,0,6265,623
79252,"$50,000 under $75,000",190,28,0,98,7295,848
79252,"$75,000 under $100,000",70,0,0,0,4488,570
79252,"$100,000 under $200,000",100,85,98,770,13162,3218
79252,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79255,,190,0,0,0,4259,523
79255,"$1 under $25,000",90,0,0,0,175,16
79255,"$25,000 under $50,000",50,0,0,0,872,87
79255,"$50,000 under $75,000",30,0,0,0,1220,142
79255,"$75,000 under $100,000",20,0,0,0,1992,278
79255,"$100,000 under $200,000",0,0,0,0,0,0
79255,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79256,,100,0,0,0,2364,293
79256,"$1 under $25,000",40,0,0,0,0,0
79256,"$25,000 under $50,000",30,0,0,0,679,74
79256,"$50,000 under $75,000",30,0,0,0,1685,219
79256,"$75,000 under $100,000",0,0,0,0,0,0
79256,"$100,000 under $200,000",0,0,0,0,0,0
79256,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79257,,420,38,0,271,13572,1970
79257,"$1 under $25,000",170,0,0,0,325,28
79257,"$25,000 under $50,000",110,38,0,0,1655,151
79257,"$50,000 under $75,000",60,0,0,271,2223,254
79257,"$75,000 under $100,000",40,0,0,0,2412,336
79257,"$100,000 under $200,000",40,0,0,0,6957,1201
79257,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79261,,180,0,0,0,3165,381
79261,"$1 under $25,000",100,0,0,0,140,12
79261,"$25,000 under $50,000",40,0,0,0,708,65
79261,"$50,000 under $75,000",40,0,0,0,2317,304
79261,"$75,000 under $100,000",0,0,0,0,0,0
79261,"$100,000 under $200,000",0,0,0,0,0,0
79261,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79311,,1370,585,894,1349,44195,6932
79311,"$1 under $25,000",560,0,69,0,1299,118
79311,"$25,000 under $50,000",360,66,0,155,5947,572
79311,"$50,000 under $75,000",180,78,183,152,7033,799
79311,"$75,000 under $100,000",120,116,239,359,6928,886
79311,"$100,000 under $200,000",120,325,403,683,11677,1900
79311,"$200,000 or more",30,0,0,0,11311,2657
,,,,,,,
79312,,380,0,0,0,7099,824
79312,"$1 under $25,000",160,0,0,0,268,25
79312,"$25,000 under $50,000",130,0,0,0,1748,150
79312,"$50,000 under $75,000",50,0,0,0,1966,208
79312,"$75,000 under $100,000",40,0,0,0,3117,441
79312,"$100,000 under $200,000",0,0,0,0,0,0
79312,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79313,,630,119,237,394,15442,2161
79313,"$1 under $25,000",270,0,0,0,639,59
79313,"$25,000 under $50,000",180,51,102,0,2903,261
79313,"$50,000 under $75,000",80,0,0,148,2840,314
79313,"$75,000 under $100,000",40,68,135,0,2256,278
79313,"$100,000 under $200,000",60,0,0,246,6804,1249
79313,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79316,,4210,1026,1194,2908,123251,19631
79316,"$1 under $25,000",1930,41,0,128,4348,390
79316,"$25,000 under $50,000",1090,95,196,207,17888,1672
79316,"$50,000 under $75,000",520,178,141,388,20249,2385
79316,"$75,000 under $100,000",290,134,227,314,18476,2407
79316,"$100,000 under $200,000",290,323,392,999,30705,5330
79316,"$200,000 or more",90,255,238,872,31585,7447
,,,,,,,
79322,,770,169,198,475,20310,3201
79322,"$1 under $25,000",380,0,0,0,706,63
79322,"$25,000 under $50,000",190,95,0,153,3233,326
79322,"$50,000 under $75,000",80,0,198,0,2977,334
79322,"$75,000 under $100,000",50,74,0,0,3050,396
79322,"$100,000 under $200,000",70,0,0,322,10344,2082
79322,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79323,,2720,548,1261,2118,159569,30815
79323,"$1 under $25,000",830,0,0,0,1670,153
79323,"$25,000 under $50,000",520,44,0,155,8970,853
79323,"$50,000 under $75,000",500,58,251,196,19547,2199
79323,"$75,000 under $100,000",370,57,196,216,22655,2913
79323,"$100,000 under $200,000",410,231,533,704,43749,7666
79323,"$200,000 or more",90,158,281,847,62978,17031
,,,,,,,
79325,,900,240,560,1209,28661,4420
79325,"$1 under $25,000",330,40,0,0,753,67
79325,"$25,000 under $50,000",280,0,0,178,4235,392
79325,"$50,000 under $75,000",140,34,283,191,5114,568
79325,"$75,000 under $100,000",70,38,0,226,4110,481
79325,"$100,000 under $200,000",60,128,277,614,6346,1001
79325,"$200,000 or more",20,0,0,0,8103,1911
,,,,,,,
79329,,1440,858,1403,1371,64116,11855
79329,"$1 under $25,000",520,0,109,0,1267,113
79329,"$25,000 under $50,000",370,91,0,95,6509,650
79329,"$50,000 under $75,000",190,114,210,154,7502,857
79329,"$75,000 under $100,000",140,115,224,166,8712,1094
79329,"$100,000 under $200,000",180,345,662,533,18812,3138
79329,"$200,000 or more",40,193,198,423,21314,6003
,,,,,,,
79331,,4690,1194,1263,3748,173936,30571
79331,"$1 under $25,000",1990,67,0,106,4199,375
79331,"$25,000 under $50,000",1160,83,201,232,20477,2008
79331,"$50,000 under $75,000",630,190,263,384,25600,3115
79331,"$75,000 under $100,000",380,115,117,361,24456,3293
79331,"$100,000 under $200,000",390,382,399,1208,42043,7167
79331,"$200,000 or more",140,357,283,1457,57161,14613
,,,,,,,
79336,,6910,2827,3862,8034,280618,48030
79336,"$1 under $25,000",2760,131,189,205,6513,589
79336,"$25,000 under $50,000",1570,266,345,512,28732,2900
79336,"$50,000 under $75,000",1010,447,699,724,40614,4874
79336,"$75,000 under $100,000",650,369,590,771,40408,5280
79336,"$100,000 under $200,000",740,832,1271,2128,78321,13567
79336,"$200,000 or more",180,782,768,3694,86030,20820
,,,,,,,
79339,,2860,531,763,1309,66906,9944
79339,"$1 under $25,000",1380,31,0,57,3118,280
79339,"$25,000 under $50,000",820,88,123,180,13165,1249
79339,"$50,000 under $75,000",290,88,100,166,11282,1295
79339,"$75,000 under $100,000",180,106,160,235,11282,1432
79339,"$100,000 under $200,000",150,154,380,313,15018,2518
79339,"$200,000 or more",40,64,0,358,13041,3170
,,,,,,,
79342,,140,0,0,0,4493,639
79342,"$1 under $25,000",50,0,0,0,0,0
79342,"$25,000 under $50,000",40,0,0,0,652,64
79342,"$50,000 under $75,000",20,0,0,0,782,76
79342,"$75,000 under $100,000",30,0,0,0,3059,499
79342,"$100,000 under $200,000",0,0,0,0,0,0
79342,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79343,,620,118,189,207,15358,2299
79343,"$1 under $25,000",280,0,0,0,708,65
79343,"$25,000 under $50,000",200,47,0,99,3386,333
79343,"$50,000 under $75,000",70,0,189,0,2739,325
79343,"$75,000 under $100,000",30,71,0,108,1936,266
79343,"$100,000 under $200,000",40,0,0,0,6589,1310
79343,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79345,,410,35,0,204,10786,1447
79345,"$1 under $25,000",170,0,0,0,513,50
79345,"$25,000 under $50,000",130,35,0,0,2094,207
79345,"$50,000 under $75,000",50,0,0,204,1900,239
79345,"$75,000 under $100,000",20,0,0,0,1248,167
79345,"$100,000 under $200,000",40,0,0,0,5031,784
79345,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79346,,910,57,88,261,23822,3855
79346,"$1 under $25,000",380,0,0,0,781,71
79346,"$25,000 under $50,000",290,0,88,0,4413,395
79346,"$50,000 under $75,000",130,57,0,261,4962,571
79346,"$75,000 under $100,000",50,0,0,0,3084,398
79346,"$100,000 under $200,000",60,0,0,0,10582,2420
79346,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79347,,2880,796,885,1822,72926,11811
79347,"$1 under $25,000",1280,90,0,63,2250,197
79347,"$25,000 under $50,000",960,98,185,238,13049,1083
79347,"$50,000 under $75,000",300,93,115,222,11376,1248
79347,"$75,000 under $100,000",160,105,133,213,9548,1154
79347,"$100,000 under $200,000",130,215,452,509,12874,2091
79347,"$200,000 or more",50,195,0,577,23829,6038
,,,,,,,
79350,,330,73,139,0,7832,1030
79350,"$1 under $25,000",160,0,0,0,441,38
79350,"$25,000 under $50,000",80,0,139,0,1543,160
79350,"$50,000 under $75,000",60,73,0,0,2527,294
79350,"$75,000 under $100,000",0,0,0,0,0,0
79350,"$100,000 under $200,000",30,0,0,0,3321,538
79350,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79351,,520,46,0,554,18498,3097
79351,"$1 under $25,000",210,0,0,121,492,42
79351,"$25,000 under $50,000",150,0,0,0,2501,247
79351,"$50,000 under $75,000",60,46,0,0,2597,320
79351,"$75,000 under $100,000",40,0,0,0,2293,318
79351,"$100,000 under $200,000",40,0,0,433,4625,786
79351,"$200,000 or more",20,0,0,0,5990,1384
,,,,,,,
79355,,790,142,322,1062,30139,4943
79355,"$1 under $25,000",280,0,0,109,623,58
79355,"$25,000 under $50,000",200,0,140,0,3286,293
79355,"$50,000 under $75,000",100,0,0,0,3713,406
79355,"$75,000 under $100,000",100,56,0,207,5816,729
79355,"$100,000 under $200,000",90,86,182,746,9386,1547
79355,"$200,000 or more",20,0,0,0,7315,1910
,,,,,,,
79356,,1810,325,615,1821,106275,23406
79356,"$1 under $25,000",760,0,91,155,1508,136
79356,"$25,000 under $50,000",460,37,0,0,8358,796
79356,"$50,000 under $75,000",280,63,117,125,11387,1378
79356,"$75,000 under $100,000",130,0,0,154,8404,1101
79356,"$100,000 under $200,000",130,66,407,440,13454,2225
79356,"$200,000 or more",50,159,0,947,63164,17770
,,,,,,,
79357,,940,103,119,1062,31351,4825
79357,"$1 under $25,000",440,36,0,0,921,86
79357,"$25,000 under $50,000",270,0,119,126,4181,392
79357,"$50,000 under $75,000",110,0,0,0,4336,510
79357,"$75,000 under $100,000",50,67,0,0,2911,404
79357,"$100,000 under $200,000",50,0,0,936,4782,806
79357,"$200,000 or more",20,0,0,0,14220,2627
,,,,,,,
79358,,510,281,517,704,19794,3135
79358,"$1 under $25,000",190,61,0,0,426,41
79358,"$25,000 under $50,000",110,0,0,0,2042,211
79358,"$50,000 under $75,000",80,0,233,185,3339,390
79358,"$75,000 under $100,000",60,72,0,0,3514,455
79358,"$100,000 under $200,000",50,148,284,519,5201,866
79358,"$200,000 or more",20,0,0,0,5272,1172
,,,,,,,
79359,,1130,137,244,715,35422,5320
79359,"$1 under $25,000",440,0,0,78,859,76
79359,"$25,000 under $50,000",310,0,0,0,5206,489
79359,"$50,000 under $75,000",170,65,244,239,6790,796
79359,"$75,000 under $100,000",110,0,0,0,6520,861
79359,"$100,000 under $200,000",100,72,0,398,16047,3098
79359,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79360,,5420,1872,3479,4439,201068,32753
79360,"$1 under $25,000",1980,56,0,120,4912,478
79360,"$25,000 under $50,000",1390,113,340,290,21472,1951
79360,"$50,000 under $75,000",870,285,550,459,32322,3452
79360,"$75,000 under $100,000",470,259,515,494,28271,3524
79360,"$100,000 under $200,000",560,757,1469,1672,57714,9603
79360,"$200,000 or more",150,402,605,1404,56377,13745
,,,,,,,
79363,,2370,1810,2979,2881,88236,13762
79363,"$1 under $25,000",900,48,0,0,2285,204
79363,"$25,000 under $50,000",560,141,274,272,10074,1003
79363,"$50,000 under $75,000",300,190,362,285,12025,1385
79363,"$75,000 under $100,000",230,320,512,296,14098,1707
79363,"$100,000 under $200,000",310,805,1351,1136,30481,4849
79363,"$200,000 or more",70,306,480,892,19273,4614
,,,,,,,
79364,,3360,815,1368,2038,86595,12884
79364,"$1 under $25,000",1580,79,113,73,4087,373
79364,"$25,000 under $50,000",920,141,279,185,16220,1625
79364,"$50,000 under $75,000",390,130,241,296,15494,1809
79364,"$75,000 under $100,000",230,162,341,259,14144,1859
79364,"$100,000 under $200,000",190,209,394,534,19419,3217
79364,"$200,000 or more",50,94,0,691,17231,4001
,,,,,,,
79366,,490,1425,1394,1574,49853,11341
79366,"$1 under $25,000",100,160,0,75,322,24
79366,"$25,000 under $50,000",80,0,0,0,1404,147
79366,"$50,000 under $75,000",60,161,225,112,2459,297
79366,"$75,000 under $100,000",70,226,193,174,4106,540
79366,"$100,000 under $200,000",120,419,544,419,13527,2409
79366,"$200,000 or more",60,459,432,794,28035,7924
,,,,,,,
79367,,340,63,0,93,8629,1128
79367,"$1 under $25,000",140,0,0,0,385,35
79367,"$25,000 under $50,000",90,0,0,0,1598,159
79367,"$50,000 under $75,000",50,63,0,93,2027,233
79367,"$75,000 under $100,000",30,0,0,0,1771,203
79367,"$100,000 under $200,000",30,0,0,0,2848,498
79367,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79370,,570,58,153,196,15604,2299
79370,"$1 under $25,000",270,0,0,46,468,47
79370,"$25,000 under $50,000",110,0,0,0,2008,192
79370,"$50,000 under $75,000",80,0,0,0,3241,379
79370,"$75,000 under $100,000",60,58,153,150,3649,495
79370,"$100,000 under $200,000",50,0,0,0,6238,1186
79370,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79371,,550,88,142,368,17541,2537
79371,"$1 under $25,000",200,0,0,0,363,35
79371,"$25,000 under $50,000",150,0,0,0,2339,221
79371,"$50,000 under $75,000",80,0,142,159,3097,336
79371,"$75,000 under $100,000",60,88,0,0,3612,459
79371,"$100,000 under $200,000",60,0,0,209,8130,1486
79371,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79372,,680,102,215,401,26395,4078
79372,"$1 under $25,000",230,28,0,0,479,44
79372,"$25,000 under $50,000",160,0,0,0,3048,309
79372,"$50,000 under $75,000",110,0,0,0,4361,488
79372,"$75,000 under $100,000",70,0,0,0,4038,486
79372,"$100,000 under $200,000",110,74,215,401,14469,2751
79372,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79373,,1310,490,642,1127,43191,6920
79373,"$1 under $25,000",560,0,0,0,1332,114
79373,"$25,000 under $50,000",340,91,240,158,5807,580
79373,"$50,000 under $75,000",150,77,0,109,5781,639
79373,"$75,000 under $100,000",110,104,155,181,6798,855
79373,"$100,000 under $200,000",110,218,247,438,12171,2094
79373,"$200,000 or more",40,0,0,241,11302,2638
,,,,,,,
79377,,110,0,0,0,2897,332
79377,"$1 under $25,000",40,0,0,0,0,0
79377,"$25,000 under $50,000",30,0,0,0,634,64
79377,"$50,000 under $75,000",40,0,0,0,2263,268
79377,"$75,000 under $100,000",0,0,0,0,0,0
79377,"$100,000 under $200,000",0,0,0,0,0,0
79377,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79379,,260,0,0,0,6376,793
79379,"$1 under $25,000",100,0,0,0,204,20
79379,"$25,000 under $50,000",80,0,0,0,1360,139
79379,"$50,000 under $75,000",60,0,0,0,2881,341
79379,"$75,000 under $100,000",0,0,0,0,0,0
