Zip Code,Size of adjusted gross income,Number of returns,Real estate taxes,Mortgage interest paid,Total Charitable Contributions,Taxable income,Income tax
77437,"$1 under $25,000",3280,270,236,167,7510,675
77437,"$25,000 under $50,000",1850,386,415,490,32177,3156
77437,"$50,000 under $75,000",1010,504,621,606,39338,4678
77437,"$75,000 under $100,000",650,605,694,787,39692,5040
77437,"$100,000 under $200,000",830,1699,1888,1685,88334,14890
77437,"$200,000 or more",220,1241,867,1758,98868,26410
,,,,,,,
77441,,5250,31574,32466,19307,820759,194071
77441,"$1 under $25,000",920,311,281,75,2107,185
77441,"$25,000 under $50,000",390,535,324,293,7406,808
77441,"$50,000 under $75,000",310,1025,949,505,11693,1442
77441,"$75,000 under $100,000",370,1791,1676,794,21963,2910
77441,"$100,000 under $200,000",1680,12145,12991,5011,188817,32654
77441,"$200,000 or more",1580,15767,16245,12629,588773,156072
,,,,,,,
77442,,420,116,0,267,16606,2657
77442,"$1 under $25,000",150,0,0,0,315,28
77442,"$25,000 under $50,000",110,0,0,0,1695,146
77442,"$50,000 under $75,000",50,0,0,0,2108,250
77442,"$75,000 under $100,000",40,0,0,0,2643,335
77442,"$100,000 under $200,000",70,116,0,267,9845,1898
77442,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77444,,400,186,266,59,14495,2345
77444,"$1 under $25,000",160,0,0,0,379,35
77444,"$25,000 under $50,000",90,71,0,0,1835,215
77444,"$50,000 under $75,000",60,0,0,0,2589,337
77444,"$75,000 under $100,000",30,0,0,0,1853,237
77444,"$100,000 under $200,000",60,115,266,59,7839,1521
77444,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77445,,5400,4167,5127,5779,208034,40366
77445,"$1 under $25,000",2400,217,218,195,5267,432
77445,"$25,000 under $50,000",1390,442,606,631,23155,2219
77445,"$50,000 under $75,000",660,506,677,602,25351,2973
77445,"$75,000 under $100,000",340,478,672,563,20408,2709
77445,"$100,000 under $200,000",450,1314,1926,1302,47616,8091
77445,"$200,000 or more",160,1210,1028,2486,86237,23942
,,,,,,,
77447,,6300,6730,9596,7209,309019,60155
77447,"$1 under $25,000",2120,179,231,115,4933,450
77447,"$25,000 under $50,000",1550,593,958,572,26437,2569
77447,"$50,000 under $75,000",970,788,1418,744,37311,4442
77447,"$75,000 under $100,000",560,843,1363,731,34160,4547
77447,"$100,000 under $200,000",820,2322,3231,1829,86183,14740
77447,"$200,000 or more",280,2005,2395,3218,119995,33407
,,,,,,,
77449,,48030,34007,53418,34581,1405821,198527
77449,"$1 under $25,000",18010,1856,3147,1159,43140,3643
77449,"$25,000 under $50,000",12820,7060,11670,5458,218539,20049
77449,"$50,000 under $75,000",7750,8809,14765,7634,293970,34027
77449,"$75,000 under $100,000",4510,6551,10089,6578,270363,35194
77449,"$100,000 under $200,000",4430,8293,12180,10936,445830,74418
77449,"$200,000 or more",510,1438,1567,2816,133979,31196
,,,,,,,
77450,,31360,73759,66801,62760,2730052,581360
77450,"$1 under $25,000",8820,1482,1700,566,21753,1911
77450,"$25,000 under $50,000",5260,3307,3709,2066,103204,10732
77450,"$50,000 under $75,000",3810,5067,5892,3299,155626,19781
77450,"$75,000 under $100,000",2870,6033,6594,3697,177553,24059
77450,"$100,000 under $200,000",6420,24920,24497,17173,712626,124401
77450,"$200,000 or more",4180,32950,24409,35959,1559290,400476
,,,,,,,
77455,,890,401,506,507,37352,6320
77455,"$1 under $25,000",310,0,0,0,641,54
77455,"$25,000 under $50,000",220,117,0,90,4137,429
77455,"$50,000 under $75,000",140,0,230,95,5707,703
77455,"$75,000 under $100,000",110,59,0,0,6853,856
77455,"$100,000 under $200,000",80,225,276,322,8687,1487
77455,"$200,000 or more",30,0,0,0,11327,2791
,,,,,,,
77459,,30060,97768,97792,81585,2513303,536191
77459,"$1 under $25,000",7690,2115,2078,860,18190,1570
77459,"$25,000 under $50,000",4690,5169,6024,3905,89996,9395
77459,"$50,000 under $75,000",3670,8152,9386,6299,144865,18469
77459,"$75,000 under $100,000",3110,10619,11457,7626,187007,25957
77459,"$100,000 under $200,000",7250,38503,38997,28518,777751,134291
77459,"$200,000 or more",3650,33210,29850,34377,1295494,346509
,,,,,,,
77461,,4870,4024,5686,3307,203865,33810
77461,"$1 under $25,000",1690,131,214,80,4070,362
77461,"$25,000 under $50,000",1130,430,546,303,20688,2128
77461,"$50,000 under $75,000",660,491,752,416,26081,3231
77461,"$75,000 under $100,000",500,590,947,499,31637,4277
77461,"$100,000 under $200,000",760,1772,2587,1305,79370,13229
77461,"$200,000 or more",130,610,640,704,42019,10583
,,,,,,,
77465,,3040,1150,1208,1865,100857,17002
77465,"$1 under $25,000",1290,49,0,67,2436,224
77465,"$25,000 under $50,000",730,129,224,135,11975,1168
77465,"$50,000 under $75,000",420,192,213,308,16002,1911
77465,"$75,000 under $100,000",240,135,196,221,14301,1908
77465,"$100,000 under $200,000",310,406,575,522,32654,5462
77465,"$200,000 or more",50,239,0,612,23489,6329
,,,,,,,
77468,,100,0,0,0,3456,520
77468,"$1 under $25,000",40,0,0,0,0,0
77468,"$25,000 under $50,000",40,0,0,0,958,102
77468,"$50,000 under $75,000",0,0,0,0,0,0
77468,"$75,000 under $100,000",20,0,0,0,2498,418
77468,"$100,000 under $200,000",0,0,0,0,0,0
77468,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77469,,19230,30176,38209,27066,927720,169632
77469,"$1 under $25,000",6340,984,1236,516,15466,1311
77469,"$25,000 under $50,000",4430,3100,4221,2039,80397,7852
77469,"$50,000 under $75,000",2750,4183,5882,3278,106203,12923
77469,"$75,000 under $100,000",1960,4819,6372,3556,118234,16077
77469,"$100,000 under $200,000",2890,11020,13976,9321,299566,50515
77469,"$200,000 or more",860,6070,6522,8356,307854,80954
,,,,,,,
77471,,17200,9833,13849,9947,476978,71922
77471,"$1 under $25,000",7220,469,656,339,16477,1395
77471,"$25,000 under $50,000",4870,1350,2116,1383,83704,7922
77471,"$50,000 under $75,000",2250,1650,2501,1699,88231,10633
77471,"$75,000 under $100,000",1270,1823,2617,1735,77884,10503
77471,"$100,000 under $200,000",1350,3304,4633,3086,139667,23491
77471,"$200,000 or more",240,1237,1326,1705,71015,17978
,,,,,,,
77474,,6180,4643,7442,7799,267697,46950
77474,"$1 under $25,000",2260,195,279,132,5000,455
77474,"$25,000 under $50,000",1540,383,730,493,27595,2716
77474,"$50,000 under $75,000",840,546,1052,676,32832,3885
77474,"$75,000 under $100,000",570,669,1158,606,34380,4437
77474,"$100,000 under $200,000",710,1603,2893,1618,76212,12954
77474,"$200,000 or more",260,1247,1330,4274,91678,22503
,,,,,,,
77477,,15940,7387,10712,13857,527302,84105
77477,"$1 under $25,000",5950,370,583,380,14593,1225
77477,"$25,000 under $50,000",4500,951,1671,1771,83090,8179
77477,"$50,000 under $75,000",2340,1585,2120,2499,96857,12677
77477,"$75,000 under $100,000",1350,1161,1965,2239,85205,12258
77477,"$100,000 under $200,000",1520,2328,3366,4764,160073,27926
77477,"$200,000 or more",280,992,1007,2204,87484,21840
,,,,,,,
77478,,12220,29916,23815,46995,1366947,334208
77478,"$1 under $25,000",3210,887,747,295,7614,689
77478,"$25,000 under $50,000",2000,1572,1493,1052,39044,4218
77478,"$50,000 under $75,000",1530,2299,2026,1577,63547,8349
77478,"$75,000 under $100,000",1190,2531,2363,1900,74858,10699
77478,"$100,000 under $200,000",2640,8993,8142,8163,297594,52695
77478,"$200,000 or more",1650,13634,9044,34008,884290,257558
,,,,,,,
77479,,35550,152895,124200,103927,4707449,1123106
77479,"$1 under $25,000",8340,2299,1779,613,19476,1679
77479,"$25,000 under $50,000",4130,4838,4279,2000,80214,8356
77479,"$50,000 under $75,000",3370,7273,6988,3323,135751,17442
77479,"$75,000 under $100,000",2880,10332,9437,4467,173893,23825
77479,"$100,000 under $200,000",9000,51849,45625,26717,999987,173317
77479,"$200,000 or more",7830,76304,56092,66807,3298128,898487
,,,,,,,
77480,,3210,1636,2404,2704,149214,25146
77480,"$1 under $25,000",1050,45,0,61,2361,211
77480,"$25,000 under $50,000",680,123,170,230,12363,1203
77480,"$50,000 under $75,000",430,132,233,276,17107,2065
77480,"$75,000 under $100,000",330,323,397,414,20405,2804
77480,"$100,000 under $200,000",600,691,1179,1193,65454,11270
77480,"$200,000 or more",120,322,425,530,31524,7593
,,,,,,,
77482,,1020,333,675,584,40264,6301
77482,"$1 under $25,000",350,0,0,0,725,62
77482,"$25,000 under $50,000",220,0,0,0,4172,427
77482,"$50,000 under $75,000",160,125,271,262,6226,739
77482,"$75,000 under $100,000",100,0,0,0,6198,798
77482,"$100,000 under $200,000",190,208,404,322,22943,4275
77482,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77484,,5120,4388,6053,4456,233544,43520
77484,"$1 under $25,000",1780,180,237,106,4006,357
77484,"$25,000 under $50,000",1290,345,511,430,22199,2149
77484,"$50,000 under $75,000",750,568,838,571,29123,3503
77484,"$75,000 under $100,000",450,598,832,489,27839,3735
77484,"$100,000 under $200,000",650,1689,2352,1542,69211,11787
77484,"$200,000 or more",200,1008,1283,1318,81166,21989
,,,,,,,
77485,,1500,709,945,905,55110,8913
77485,"$1 under $25,000",550,0,129,0,1371,116
77485,"$25,000 under $50,000",390,115,0,143,7090,727
77485,"$50,000 under $75,000",200,103,114,114,8044,994
77485,"$75,000 under $100,000",140,130,211,141,8407,1144
77485,"$100,000 under $200,000",190,361,491,507,20114,3412
77485,"$200,000 or more",30,0,0,0,10084,2520
,,,,,,,
77486,,3180,2085,2590,3297,137506,22628
77486,"$1 under $25,000",1060,95,102,101,2643,231
77486,"$25,000 under $50,000",700,156,206,228,12425,1215
77486,"$50,000 under $75,000",440,271,372,428,17208,2093
77486,"$75,000 under $100,000",330,335,416,547,20628,2829
77486,"$100,000 under $200,000",550,858,1142,1198,59114,10215
77486,"$200,000 or more",100,370,352,795,25488,6045
,,,,,,,
77488,,6100,2494,2994,4508,182401,29253
77488,"$1 under $25,000",2740,115,153,130,5891,503
77488,"$25,000 under $50,000",1590,325,457,783,28290,2838
77488,"$50,000 under $75,000",720,370,522,616,28683,3553
77488,"$75,000 under $100,000",410,333,466,510,25239,3332
77488,"$100,000 under $200,000",520,804,999,1215,53902,8921
77488,"$200,000 or more",120,547,397,1254,40396,10106
,,,,,,,
77489,,18840,10393,18107,25090,460484,66164
77489,"$1 under $25,000",7840,770,1501,1022,18353,1478
77489,"$25,000 under $50,000",5590,2585,4935,5278,100719,9671
77489,"$50,000 under $75,000",2770,2739,5213,6292,108114,13797
77489,"$75,000 under $100,000",1350,1878,3050,4578,82475,11982
77489,"$100,000 under $200,000",1170,2145,3099,6425,116866,20280
77489,"$200,000 or more",120,276,309,1495,33957,8956
,,,,,,,
77493,,12520,18572,23699,18345,636204,113781
77493,"$1 under $25,000",3920,532,717,250,9772,852
77493,"$25,000 under $50,000",2620,1828,2465,1178,46669,4476
77493,"$50,000 under $75,000",1910,2752,3585,1687,74940,8934
77493,"$75,000 under $100,000",1360,2866,3800,1965,82896,10932
77493,"$100,000 under $200,000",2080,6708,8839,6691,216836,36544
77493,"$200,000 or more",630,3886,4293,6574,205091,52043
,,,,,,,
77494,,37730,184795,170613,94079,4513516,989265
77494,"$1 under $25,000",7550,1844,1517,595,17338,1519
77494,"$25,000 under $50,000",3820,4401,4373,1757,74002,7748
77494,"$50,000 under $75,000",3170,8091,8449,3544,123373,15241
77494,"$75,000 under $100,000",3280,12542,12965,5161,196237,25649
77494,"$100,000 under $200,000",11460,68644,72034,28467,1267783,219003
77494,"$200,000 or more",8450,89273,71275,54555,2834783,720105
,,,,,,,
77498,,21930,24712,28128,26294,1056079,193551
77498,"$1 under $25,000",7670,975,1275,519,17865,1513
77498,"$25,000 under $50,000",4750,2439,3416,1952,84980,8346
77498,"$50,000 under $75,000",3040,3484,4657,3109,119942,14631
77498,"$75,000 under $100,000",2120,3564,4497,3046,130057,17647
77498,"$100,000 under $200,000",3350,9146,10169,9945,357579,61343
77498,"$200,000 or more",1000,5104,4114,7723,345656,90071
,,,,,,,
77502,,15680,3802,6008,8176,331675,41216
77502,"$1 under $25,000",6920,165,270,411,14334,1208
77502,"$25,000 under $50,000",4550,773,1314,1776,71375,6427
77502,"$50,000 under $75,000",2250,1029,1853,2222,81023,9076
77502,"$75,000 under $100,000",1130,712,1229,1587,65805,8394
77502,"$100,000 under $200,000",760,856,1217,1775,73270,11993
77502,"$200,000 or more",70,267,125,405,25868,4118
,,,,,,,
77503,,10460,2535,4438,4720,254406,34724
77503,"$1 under $25,000",4240,112,172,130,9181,796
77503,"$25,000 under $50,000",3040,485,864,954,53202,5120
77503,"$50,000 under $75,000",1650,675,1228,1303,61729,7093
77503,"$75,000 under $100,000",860,518,943,927,51543,6879
77503,"$100,000 under $200,000",630,745,1231,1406,62018,10347
77503,"$200,000 or more",40,0,0,0,16733,4489
,,,,,,,
77504,,9880,4765,6239,7578,327490,57002
77504,"$1 under $25,000",3980,160,198,176,9041,765
77504,"$25,000 under $50,000",2770,523,787,967,49647,4877
77504,"$50,000 under $75,000",1410,871,1430,1081,54928,6716
77504,"$75,000 under $100,000",700,858,1230,1188,42258,5837
77504,"$100,000 under $200,000",870,1687,2184,2867,89432,15329
77504,"$200,000 or more",150,666,410,1299,82184,23478
,,,,,,,
77505,,10690,12213,14345,15321,570717,106060
77505,"$1 under $25,000",3280,305,380,221,8717,772
77505,"$25,000 under $50,000",2190,844,1205,902,42955,4456
77505,"$50,000 under $75,000",1600,1502,2134,1517,65454,8479
77505,"$75,000 under $100,000",1140,1812,2262,1996,70657,9984
77505,"$100,000 under $200,000",1990,5464,6492,6442,213344,36946
77505,"$200,000 or more",490,2286,1872,4243,169590,45423
,,,,,,,
77506,,13890,1291,2193,3140,217342,23915
77506,"$1 under $25,000",6870,54,127,129,12546,1052
77506,"$25,000 under $50,000",4330,311,551,917,65106,5691
77506,"$50,000 under $75,000",1750,381,769,881,61164,6583
77506,"$75,000 under $100,000",610,250,381,682,34415,4326
77506,"$100,000 under $200,000",300,295,365,531,27741,4508
77506,"$200,000 or more",30,0,0,0,16370,1755
,,,,,,,
77510,,6560,5927,8035,5434,307979,52055
77510,"$1 under $25,000",2120,217,208,155,5334,489
77510,"$25,000 under $50,000",1330,543,643,412,25349,2649
77510,"$50,000 under $75,000",910,719,1055,608,37638,4823
77510,"$75,000 under $100,000",740,938,1406,755,46471,6447
77510,"$100,000 under $200,000",1240,2578,3614,2303,132934,22946
77510,"$200,000 or more",220,932,1109,1201,60253,14701
,,,,,,,
77511,,20120,13134,18311,14905,735375,117106
77511,"$1 under $25,000",7500,455,602,386,17753,1606
77511,"$25,000 under $50,000",4810,1240,1814,1203,84980,8387
77511,"$50,000 under $75,000",2740,1833,2775,1829,107409,12857
77511,"$75,000 under $100,000",1910,2128,3144,1868,117502,15831
77511,"$100,000 under $200,000",2750,5768,8300,6579,289090,49128
77511,"$200,000 or more",410,1710,1676,3040,118641,29297
,,,,,,,
77514,,2190,1262,1862,2034,91225,15218
77514,"$1 under $25,000",770,0,0,0,1620,149
77514,"$25,000 under $50,000",490,152,109,195,8539,868
77514,"$50,000 under $75,000",300,156,210,208,11669,1448
77514,"$75,000 under $100,000",210,182,304,291,12933,1760
77514,"$100,000 under $200,000",350,565,946,770,36643,6265
77514,"$200,000 or more",70,207,293,570,19821,4728
,,,,,,,
77515,,12190,8509,10766,10588,515339,87161
77515,"$1 under $25,000",4260,189,285,162,9639,862
77515,"$25,000 under $50,000",2850,603,911,741,52824,5309
77515,"$50,000 under $75,000",1730,1122,1515,1230,68704,8463
77515,"$75,000 under $100,000",1200,1279,1628,1416,74234,10196
77515,"$100,000 under $200,000",1830,3787,4849,4224,190677,32424
77515,"$200,000 or more",320,1529,1578,2815,119261,29907
,,,,,,,
77517,,2640,2893,3944,2415,139346,24189
77517,"$1 under $25,000",810,66,0,0,2032,191
77517,"$25,000 under $50,000",490,194,293,147,9130,936
77517,"$50,000 under $75,000",360,285,412,188,14291,1764
77517,"$75,000 under $100,000",310,416,622,346,19348,2725
77517,"$100,000 under $200,000",540,1268,1868,1090,59103,10357
77517,"$200,000 or more",130,664,749,644,35442,8216
,,,,,,,
77518,,4080,1859,2706,1965,116454,18842
77518,"$1 under $25,000",1880,117,184,40,3504,319
77518,"$25,000 under $50,000",960,255,388,295,15482,1523
77518,"$50,000 under $75,000",530,348,558,398,20950,2622
77518,"$75,000 under $100,000",310,369,517,347,19033,2753
77518,"$100,000 under $200,000",350,492,757,637,36449,6316
77518,"$200,000 or more",50,278,302,248,21036,5309
,,,,,,,
77519,,460,72,153,426,16691,2483
77519,"$1 under $25,000",170,0,0,0,347,35
77519,"$25,000 under $50,000",90,34,0,125,1657,177
77519,"$50,000 under $75,000",70,0,0,0,2846,361
77519,"$75,000 under $100,000",50,0,153,0,3229,430
77519,"$100,000 under $200,000",80,38,0,301,8612,1480
77519,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77520,,16560,5436,6561,10443,466695,73931
77520,"$1 under $25,000",7000,188,173,287,14416,1214
77520,"$25,000 under $50,000",4260,605,981,1450,73093,6794
77520,"$50,000 under $75,000",2580,1278,1308,2270,93707,10477
77520,"$75,000 under $100,000",1290,809,1188,1730,76010,10125
77520,"$100,000 under $200,000",1260,1737,2376,3295,127904,21651
77520,"$200,000 or more",170,819,535,1411,81565,23670
,,,,,,,
77521,,24410,19017,26073,26384,949317,151248
77521,"$1 under $25,000",8290,485,703,526,19426,1660
77521,"$25,000 under $50,000",5490,1814,2699,2439,99327,9568
77521,"$50,000 under $75,000",3940,3314,5073,4554,150094,17894
77521,"$75,000 under $100,000",2580,3699,5152,4095,152895,20578
77521,"$100,000 under $200,000",3570,7359,10241,10126,369136,62727
77521,"$200,000 or more",540,2346,2205,4644,158439,38821
,,,,,,,
77523,,8890,11324,21883,15846,598997,110253
77523,"$1 under $25,000",2290,165,383,87,5817,525
77523,"$25,000 under $50,000",1270,608,1043,641,23778,2311
77523,"$50,000 under $75,000",1090,908,1741,1063,42834,5182
77523,"$75,000 under $100,000",1000,1392,2782,1605,60917,8233
77523,"$100,000 under $200,000",2640,5868,12054,7046,288510,49712
77523,"$200,000 or more",600,2383,3880,5404,177141,44290
,,,,,,,
77530,,13290,3652,5739,7152,309451,41531
77530,"$1 under $25,000",5390,171,277,238,11406,945
77530,"$25,000 under $50,000",3950,749,1193,1383,63028,5619
77530,"$50,000 under $75,000",2040,933,1507,1828,73244,8156
77530,"$75,000 under $100,000",1080,734,1167,1576,62450,8005
77530,"$100,000 under $200,000",750,841,1318,1731,73082,12192
77530,"$200,000 or more",80,224,277,396,26241,6614
,,,,,,,
77531,,6850,2972,3943,5088,229648,36303
77531,"$1 under $25,000",2590,76,81,151,6419,563
77531,"$25,000 under $50,000",1750,272,333,557,31021,3058
77531,"$50,000 under $75,000",1000,428,557,939,38632,4646
77531,"$75,000 under $100,000",590,513,717,814,35343,4681
77531,"$100,000 under $200,000",820,1376,1957,1813,83332,14066
77531,"$200,000 or more",100,307,298,814,34901,9289
,,,,,,,
77532,,12650,12720,16450,13390,585479,98659
77532,"$1 under $25,000",4030,357,401,219,9370,816
77532,"$25,000 under $50,000",2530,1084,1305,1018,46419,4619
77532,"$50,000 under $75,000",1960,1798,2519,1942,76998,9420
77532,"$75,000 under $100,000",1450,1953,2684,1900,90081,12379
77532,"$100,000 under $200,000",2250,5415,7529,5703,232940,39688
77532,"$200,000 or more",430,2113,2012,2608,129671,31737
,,,,,,,
77534,,1360,1137,1592,1234,71889,12812
77534,"$1 under $25,000",420,126,139,0,1021,91
77534,"$25,000 under $50,000",280,0,0,62,5074,519
77534,"$50,000 under $75,000",200,131,156,182,7993,967
77534,"$75,000 under $100,000",130,146,218,69,8369,1173
77534,"$100,000 under $200,000",270,531,769,580,28959,4914
77534,"$200,000 or more",60,203,310,341,20473,5148
,,,,,,,
77535,,12270,6369,11123,9940,480559,75310
77535,"$1 under $25,000",4130,309,342,324,8726,799
77535,"$25,000 under $50,000",2760,588,1129,1235,48639,4807
77535,"$50,000 under $75,000",1900,816,1384,1217,73565,8803
77535,"$75,000 under $100,000",1320,976,1884,1587,81393,11043
77535,"$100,000 under $200,000",1920,2951,5315,3916,200503,34129
77535,"$200,000 or more",240,729,1069,1661,67733,15729
,,,,,,,
77536,,15660,15500,21155,20292,787102,135626
77536,"$1 under $25,000",4670,376,598,351,12188,1113
77536,"$25,000 under $50,000",3110,1008,1428,1455,61739,6463
77536,"$50,000 under $75,000",2340,2129,3046,2268,94755,12044
77536,"$75,000 under $100,000",1780,2263,3322,2534,110661,15146
77536,"$100,000 under $200,000",3220,7317,10119,9150,342594,59286
77536,"$200,000 or more",540,2407,2642,4534,165165,41574
,,,,,,,
77538,,380,148,280,260,16629,2696
77538,"$1 under $25,000",120,0,0,0,277,28
77538,"$25,000 under $50,000",90,58,0,0,1433,150
77538,"$50,000 under $75,000",60,0,0,0,2444,287
77538,"$75,000 under $100,000",40,0,0,0,2524,321
77538,"$100,000 under $200,000",70,90,280,260,9951,1910
77538,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77539,,18950,20190,24975,17095,762195,128200
77539,"$1 under $25,000",6830,699,932,422,15152,1336
77539,"$25,000 under $50,000",4250,2011,2691,1446,77050,7787
77539,"$50,000 under $75,000",2660,3289,4176,2321,107712,13642
77539,"$75,000 under $100,000",1920,3431,4575,2332,119415,16888
77539,"$100,000 under $200,000",2790,7882,9868,6271,291390,50403
77539,"$200,000 or more",500,2878,2733,4303,151476,38144
,,,,,,,
77541,,7010,1942,2647,3612,192158,28250
77541,"$1 under $25,000",3010,42,0,79,5644,483
77541,"$25,000 under $50,000",1730,258,350,558,29075,2722
77541,"$50,000 under $75,000",1030,360,488,636,38353,4459
77541,"$75,000 under $100,000",560,355,539,645,33155,4456
77541,"$100,000 under $200,000",590,673,1008,1263,59714,10060
77541,"$200,000 or more",90,254,262,431,26217,6070
,,,,,,,
77545,,10430,11614,19637,16454,287412,40759
77545,"$1 under $25,000",4050,683,1145,457,9197,745
77545,"$25,000 under $50,000",2750,2159,3699,2524,45810,3938
77545,"$50,000 under $75,000",1710,3020,5387,4011,63103,7355
77545,"$75,000 under $100,000",870,2097,3527,2960,50167,6813
77545,"$100,000 under $200,000",950,2905,5115,4924,90603,15077
77545,"$200,000 or more",100,750,764,1578,28532,6831
,,,,,,,
77546,,23210,53665,57261,52795,2093330,465203
77546,"$1 under $25,000",6470,684,848,453,16753,1491
77546,"$25,000 under $50,000",3630,2136,2683,1725,71916,7588
77546,"$50,000 under $75,000",2780,3674,4449,2879,112839,14255
77546,"$75,000 under $100,000",2390,4602,5863,3999,148392,20499
77546,"$100,000 under $200,000",5200,19598,21928,17309,568130,97994
77546,"$200,000 or more",2740,22971,21490,26430,1175300,323376
,,,,,,,
77547,,4040,698,919,1674,77230,9514
77547,"$1 under $25,000",1700,0,0,0,3422,292
77547,"$25,000 under $50,000",1350,169,326,383,21348,1912
77547,"$50,000 under $75,000",600,197,263,325,21199,2329
77547,"$75,000 under $100,000",250,107,190,263,14186,1729
77547,"$100,000 under $200,000",140,225,140,703,17075,3252
77547,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77550,,10440,4490,5237,6076,334549,68414
77550,"$1 under $25,000",5140,251,204,173,12436,1092
77550,"$25,000 under $50,000",2760,470,714,682,54578,5935
77550,"$50,000 under $75,000",1100,545,756,729,46868,6372
77550,"$75,000 under $100,000",580,529,739,584,38096,5842
77550,"$100,000 under $200,000",610,1068,1455,1227,63941,11274
77550,"$200,000 or more",250,1627,1369,2681,118630,37899
,,,,,,,
77551,,9400,4565,5588,6366,330782,60954
77551,"$1 under $25,000",4280,160,238,146,10803,952
77551,"$25,000 under $50,000",2400,491,609,541,45980,4810
77551,"$50,000 under $75,000",1130,592,866,591,47527,6303
77551,"$75,000 under $100,000",590,520,784,613,37881,5596
77551,"$100,000 under $200,000",730,1332,1688,1540,79609,13978
77551,"$200,000 or more",270,1470,1403,2935,108982,29315
,,,,,,,
77554,,3770,8802,8340,6431,338830,78050
77554,"$1 under $25,000",1120,293,336,72,3190,288
77554,"$25,000 under $50,000",710,511,555,319,14804,1639
77554,"$50,000 under $75,000",480,649,667,382,20272,2788
77554,"$75,000 under $100,000",370,844,898,573,23274,3559
77554,"$100,000 under $200,000",670,2653,2375,1334,74790,13361
77554,"$200,000 or more",420,3852,3509,3751,202500,56415
,,,,,,,
77560,,470,169,271,440,16098,2468
77560,"$1 under $25,000",180,0,0,0,360,35
77560,"$25,000 under $50,000",110,89,120,0,1744,176
77560,"$50,000 under $75,000",50,0,0,311,1840,228
77560,"$75,000 under $100,000",50,0,0,0,2917,399
77560,"$100,000 under $200,000",80,80,151,129,9237,1630
77560,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77562,,4940,2072,3174,4054,186359,30390
77562,"$1 under $25,000",1710,43,109,86,3816,336
77562,"$25,000 under $50,000",1180,230,435,421,21706,2204
77562,"$50,000 under $75,000",820,360,593,736,32481,4075
77562,"$75,000 under $100,000",500,338,497,551,30836,4267
77562,"$100,000 under $200,000",630,777,1184,1419,66645,11568
77562,"$200,000 or more",100,324,356,841,30875,7940
,,,,,,,
77563,,4490,3419,4671,3039,166128,27865
77563,"$1 under $25,000",1750,175,140,117,3500,319
77563,"$25,000 under $50,000",1060,289,453,463,19595,2023
77563,"$50,000 under $75,000",570,406,645,379,23325,3049
77563,"$75,000 under $100,000",380,453,622,400,24324,3676
77563,"$100,000 under $200,000",620,1411,1927,1091,67117,11930
77563,"$200,000 or more",110,685,884,589,28267,6868
,,,,,,,
77564,,670,224,341,329,24919,3811
77564,"$1 under $25,000",210,0,0,0,371,36
77564,"$25,000 under $50,000",160,0,0,0,2760,282
77564,"$50,000 under $75,000",130,65,113,93,4975,597
77564,"$75,000 under $100,000",60,0,0,0,3538,463
77564,"$100,000 under $200,000",110,159,228,236,13275,2433
77564,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77565,,3680,7299,8454,5284,363756,84502
77565,"$1 under $25,000",1020,238,379,64,2622,229
77565,"$25,000 under $50,000",690,351,466,259,14456,1592
77565,"$50,000 under $75,000",530,492,753,377,22652,3131
77565,"$75,000 under $100,000",380,584,655,469,24631,3665
77565,"$100,000 under $200,000",680,2149,2841,1457,72569,12881
77565,"$200,000 or more",380,3485,3360,2658,226826,63004
,,,,,,,
77566,,14010,15378,17724,24603,929890,182894
77566,"$1 under $25,000",3930,316,384,199,10157,899
77566,"$25,000 under $50,000",2570,757,1002,961,50462,5222
77566,"$50,000 under $75,000",1840,1240,1639,1665,75584,9673
77566,"$75,000 under $100,000",1590,1685,2333,2175,100283,14076
77566,"$100,000 under $200,000",3070,6400,8173,9088,333843,57764
77566,"$200,000 or more",1010,4980,4193,10515,359561,95260
,,,,,,,
77568,,7300,4278,5859,5370,198432,29753
77568,"$1 under $25,000",3160,181,334,248,6897,617
77568,"$25,000 under $50,000",1930,630,915,937,35950,3599
77568,"$50,000 under $75,000",980,915,1246,1052,39109,5028
77568,"$75,000 under $100,000",530,870,1095,987,32768,4623
77568,"$100,000 under $200,000",620,1380,1982,1757,62563,10807
77568,"$200,000 or more",80,302,287,389,21145,5079
,,,,,,,
77571,,16890,13374,18549,16174,763218,130411
77571,"$1 under $25,000",5320,337,555,348,14047,1277
77571,"$25,000 under $50,000",3660,1233,1840,1328,71293,7382
77571,"$50,000 under $75,000",2630,1930,3247,2271,107660,13923
77571,"$75,000 under $100,000",1940,2294,3473,2583,120474,16936
77571,"$100,000 under $200,000",2950,5489,7668,6812,305751,52238
77571,"$200,000 or more",390,2091,1766,2832,143993,38655
,,,,,,,
77573,,36350,77443,95273,58474,2575718,496439
77573,"$1 under $25,000",9250,1721,1748,636,23994,2150
