Zip Code,Size of adjusted gross income,Number of returns,Real Estates,Mortgage,Charity,Taxable income,Income tax,Year
75693,"$1 under $25,000",1000,77,0,71,2306,210,2012
75693,"$25,000 under $50,000",680,195,470,286,12801,1292,2012
75693,"$50,000 under $75,000",440,274,606,555,17058,1977,2012
75693,"$75,000 under $100,000",300,314,679,405,18044,2214,2012
75693,"$100,000 under $200,000",380,747,1350,1206,37815,6178,2012
75693,"$200,000 or more",80,341,442,777,28960,7503,2012
,,,,,,,,2012
75701,,14320,10134,13147,29763,558210,104677,2012
75701,"$1 under $25,000",6590,523,772,621,16459,1394,2012
75701,"$25,000 under $50,000",3650,1150,1793,1671,66613,6726,2012
75701,"$50,000 under $75,000",1740,1171,2182,2091,69322,8587,2012
75701,"$75,000 under $100,000",910,1074,1768,2437,55972,7511,2012
75701,"$100,000 under $200,000",970,2385,3515,4529,101364,17343,2012
75701,"$200,000 or more",460,3831,3117,18414,248480,63116,2012
,,,,,,,,2012
75702,,10400,1360,2750,4208,135005,19353,2012
75702,"$1 under $25,000",6480,112,297,300,12536,993,2012
75702,"$25,000 under $50,000",2840,341,942,929,42733,3858,2012
75702,"$50,000 under $75,000",700,256,538,908,26108,3041,2012
75702,"$75,000 under $100,000",210,139,327,552,12255,1642,2012
75702,"$100,000 under $200,000",130,240,646,646,12940,2216,2012
75702,"$200,000 or more",40,272,0,873,28433,7603,2012
,,,,,,,,2012
75703,,17850,26109,34972,43475,1125878,234923,2012
75703,"$1 under $25,000",6470,1003,1076,760,19581,1668,2012
75703,"$25,000 under $50,000",4040,1899,2679,2299,77834,8198,2012
75703,"$50,000 under $75,000",2250,2549,3958,3326,90325,11518,2012
75703,"$75,000 under $100,000",1540,2592,4205,4062,93809,12559,2012
75703,"$100,000 under $200,000",2310,7362,11190,10971,242121,41419,2012
75703,"$200,000 or more",1240,10704,11864,22057,602208,159561,2012
,,,,,,,,2012
75704,,3520,1380,2814,2971,75970,10564,2012
75704,"$1 under $25,000",1640,101,170,182,3408,293,2012
75704,"$25,000 under $50,000",1020,285,691,534,16695,1601,2012
75704,"$50,000 under $75,000",430,319,667,562,16183,1914,2012
75704,"$75,000 under $100,000",230,229,501,525,14026,1860,2012
75704,"$100,000 under $200,000",160,295,556,610,15785,2625,2012
75704,"$200,000 or more",40,151,229,558,9873,2271,2012
,,,,,,,,2012
75705,,930,296,725,787,17600,2293,2012
75705,"$1 under $25,000",470,0,0,0,1136,97,2012
75705,"$25,000 under $50,000",240,93,236,192,4123,397,2012
75705,"$50,000 under $75,000",100,81,178,170,3717,441,2012
75705,"$75,000 under $100,000",70,122,311,230,3812,495,2012
75705,"$100,000 under $200,000",50,0,0,195,4812,863,2012
75705,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75706,,3560,933,2138,1841,65468,8580,2012
75706,"$1 under $25,000",1850,42,129,66,3812,313,2012
75706,"$25,000 under $50,000",930,161,324,363,13957,1257,2012
75706,"$50,000 under $75,000",410,186,456,328,15423,1781,2012
75706,"$75,000 under $100,000",180,170,388,251,10801,1371,2012
75706,"$100,000 under $200,000",190,374,841,833,21475,3858,2012
75706,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75707,,6370,7081,10248,16222,337657,64665,2012
75707,"$1 under $25,000",2330,311,284,257,6090,549,2012
75707,"$25,000 under $50,000",1360,522,893,914,24868,2527,2012
75707,"$50,000 under $75,000",950,862,1539,1431,37628,4631,2012
75707,"$75,000 under $100,000",630,948,1608,1371,39019,5155,2012
75707,"$100,000 under $200,000",790,2144,3397,3394,81189,13736,2012
75707,"$200,000 or more",310,2294,2527,8855,148863,38067,2012
,,,,,,,,2012
75708,,2870,439,1138,869,44040,5390,2012
75708,"$1 under $25,000",1530,0,127,0,2798,219,2012
75708,"$25,000 under $50,000",830,121,228,193,12713,1141,2012
75708,"$50,000 under $75,000",310,110,267,202,11602,1304,2012
75708,"$75,000 under $100,000",120,78,208,231,7327,953,2012
75708,"$100,000 under $200,000",80,130,308,243,9600,1773,2012
75708,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75709,,2410,1928,3257,3984,93851,17690,2012
75709,"$1 under $25,000",970,89,98,98,2473,221,2012
75709,"$25,000 under $50,000",640,189,469,438,11805,1203,2012
75709,"$50,000 under $75,000",320,281,645,496,12449,1592,2012
75709,"$75,000 under $100,000",210,211,345,488,12779,1814,2012
75709,"$100,000 under $200,000",190,411,705,692,20049,3578,2012
75709,"$200,000 or more",80,747,995,1772,34296,9282,2012
,,,,,,,,2012
75750,,1580,894,1880,1959,56628,8669,2012
75750,"$1 under $25,000",600,31,0,0,1173,105,2012
75750,"$25,000 under $50,000",380,98,290,224,6815,681,2012
75750,"$50,000 under $75,000",240,91,257,235,9051,1060,2012
75750,"$75,000 under $100,000",160,139,347,333,9748,1247,2012
75750,"$100,000 under $200,000",170,357,760,764,18140,3092,2012
75750,"$200,000 or more",30,178,226,403,11701,2484,2012
,,,,,,,,2012
75751,,6940,4141,5687,7644,211946,36621,2012
75751,"$1 under $25,000",3320,288,304,303,7178,633,2012
75751,"$25,000 under $50,000",1770,457,695,798,29400,2890,2012
75751,"$50,000 under $75,000",790,552,902,889,30919,3747,2012
75751,"$75,000 under $100,000",430,478,806,891,25699,3450,2012
75751,"$100,000 under $200,000",470,1181,1747,1706,47228,7982,2012
75751,"$200,000 or more",160,1185,1233,3057,71522,17919,2012
,,,,,,,,2012
75752,,2570,2087,3028,3174,98228,16955,2012
75752,"$1 under $25,000",1020,161,248,129,2248,208,2012
75752,"$25,000 under $50,000",650,151,303,243,10624,1025,2012
75752,"$50,000 under $75,000",340,266,415,351,13265,1603,2012
75752,"$75,000 under $100,000",230,300,481,413,13828,1847,2012
75752,"$100,000 under $200,000",270,667,1015,971,28114,4770,2012
75752,"$200,000 or more",60,542,566,1067,30149,7502,2012
,,,,,,,,2012
75754,,2330,1021,2075,1718,79103,12795,2012
75754,"$1 under $25,000",970,84,160,68,2142,189,2012
75754,"$25,000 under $50,000",620,201,343,260,10541,1080,2012
75754,"$50,000 under $75,000",320,142,343,196,12759,1527,2012
75754,"$75,000 under $100,000",210,147,407,252,12665,1646,2012
75754,"$100,000 under $200,000",170,298,822,500,17453,2872,2012
75754,"$200,000 or more",40,149,0,442,23543,5481,2012
,,,,,,,,2012
75755,,2160,687,1425,1484,61050,9173,2012
75755,"$1 under $25,000",910,83,172,83,2005,180,2012
75755,"$25,000 under $50,000",570,119,186,239,10264,1042,2012
75755,"$50,000 under $75,000",330,104,244,122,12908,1526,2012
75755,"$75,000 under $100,000",160,98,243,251,9985,1319,2012
75755,"$100,000 under $200,000",160,283,580,789,15811,2581,2012
75755,"$200,000 or more",30,0,0,0,10077,2525,2012
,,,,,,,,2012
75756,,1630,862,1501,1900,46938,7165,2012
75756,"$1 under $25,000",680,45,0,75,1267,111,2012
75756,"$25,000 under $50,000",410,145,289,179,6573,604,2012
75756,"$50,000 under $75,000",230,135,264,140,8696,992,2012
75756,"$75,000 under $100,000",150,181,333,236,9118,1179,2012
75756,"$100,000 under $200,000",130,356,615,514,12577,2066,2012
75756,"$200,000 or more",30,0,0,756,8707,2213,2012
,,,,,,,,2012
75757,,4600,7156,10343,7904,258960,47876,2012
75757,"$1 under $25,000",1620,358,402,206,3410,304,2012
75757,"$25,000 under $50,000",940,555,896,454,16496,1673,2012
75757,"$50,000 under $75,000",590,820,1194,752,22470,2700,2012
75757,"$75,000 under $100,000",510,952,1649,906,30738,3880,2012
75757,"$100,000 under $200,000",690,2687,3946,2589,70719,11748,2012
75757,"$200,000 or more",250,1784,2256,2997,115127,27571,2012
,,,,,,,,2012
75758,,4140,2257,4335,3946,121492,18195,2012
75758,"$1 under $25,000",1680,179,355,198,3853,346,2012
75758,"$25,000 under $50,000",1080,366,708,418,19048,1923,2012
75758,"$50,000 under $75,000",590,395,860,629,23541,2819,2012
75758,"$75,000 under $100,000",370,418,826,795,22170,2905,2012
75758,"$100,000 under $200,000",370,723,1412,1257,36800,6132,2012
75758,"$200,000 or more",50,176,174,649,16080,4070,2012
,,,,,,,,2012
75760,,1030,145,332,554,25647,3429,2012
75760,"$1 under $25,000",420,0,100,0,1035,104,2012
75760,"$25,000 under $50,000",310,42,0,109,5939,623,2012
75760,"$50,000 under $75,000",150,55,122,211,5838,669,2012
75760,"$75,000 under $100,000",90,0,0,0,5468,684,2012
75760,"$100,000 under $200,000",60,48,110,234,7367,1349,2012
75760,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75762,,5720,6731,11843,10691,278385,49877,2012
75762,"$1 under $25,000",1850,294,429,249,4684,421,2012
75762,"$25,000 under $50,000",1290,872,1641,835,23715,2369,2012
75762,"$50,000 under $75,000",800,854,1804,929,31635,3792,2012
75762,"$75,000 under $100,000",710,1070,2183,1368,42725,5392,2012
75762,"$100,000 under $200,000",840,2284,3922,3431,85600,14370,2012
75762,"$200,000 or more",230,1357,1864,3879,90026,23533,2012
,,,,,,,,2012
75763,,2380,1497,2538,1868,80458,13229,2012
75763,"$1 under $25,000",1030,92,109,65,2231,202,2012
75763,"$25,000 under $50,000",530,150,254,185,9061,925,2012
75763,"$50,000 under $75,000",340,305,453,315,13545,1660,2012
75763,"$75,000 under $100,000",210,224,489,249,13007,1720,2012
75763,"$100,000 under $200,000",220,436,864,602,22628,3818,2012
75763,"$200,000 or more",50,290,369,452,19986,4904,2012
,,,,,,,,2012
75765,,3040,1792,3205,3934,102686,16221,2012
75765,"$1 under $25,000",1130,136,362,214,2366,219,2012
75765,"$25,000 under $50,000",780,264,509,514,13914,1423,2012
75765,"$50,000 under $75,000",470,312,529,617,18587,2316,2012
75765,"$75,000 under $100,000",310,338,570,604,18969,2464,2012
75765,"$100,000 under $200,000",300,560,975,1385,30758,5202,2012
75765,"$200,000 or more",50,182,260,600,18092,4597,2012
,,,,,,,,2012
75766,,10610,4037,5531,7264,251966,38465,2012
75766,"$1 under $25,000",5290,250,359,252,11251,945,2012
75766,"$25,000 under $50,000",2810,487,842,870,45146,4217,2012
75766,"$50,000 under $75,000",1210,704,983,1152,45883,5263,2012
75766,"$75,000 under $100,000",590,574,885,1216,35711,4629,2012
75766,"$100,000 under $200,000",560,1189,1692,1891,56947,9727,2012
75766,"$200,000 or more",150,833,770,1883,57028,13684,2012
,,,,,,,,2012
75770,,1040,732,1369,1052,38377,6987,2012
75770,"$1 under $25,000",430,56,0,0,877,82,2012
75770,"$25,000 under $50,000",260,67,211,176,4479,434,2012
75770,"$50,000 under $75,000",130,103,215,205,5062,605,2012
75770,"$75,000 under $100,000",90,118,308,163,5068,649,2012
75770,"$100,000 under $200,000",100,231,635,240,10207,1702,2012
75770,"$200,000 or more",30,157,0,268,12684,3515,2012
,,,,,,,,2012
75771,,8430,7812,12485,13233,341292,55367,2012
75771,"$1 under $25,000",3160,484,705,521,6595,588,2012
75771,"$25,000 under $50,000",1840,840,1518,1227,31605,3127,2012
75771,"$50,000 under $75,000",1280,1154,1836,1617,49908,5764,2012
75771,"$75,000 under $100,000",920,1507,2486,1847,55051,7035,2012
75771,"$100,000 under $200,000",1020,2651,4444,4344,102426,16984,2012
75771,"$200,000 or more",210,1176,1496,3677,95707,21869,2012
,,,,,,,,2012
75773,,4980,2110,4376,3677,135063,19562,2012
75773,"$1 under $25,000",2150,173,368,237,4474,403,2012
75773,"$25,000 under $50,000",1240,318,635,550,20644,2062,2012
75773,"$50,000 under $75,000",720,325,641,623,28724,3442,2012
75773,"$75,000 under $100,000",440,432,1019,723,26383,3397,2012
75773,"$100,000 under $200,000",370,651,1353,1226,36447,5972,2012
75773,"$200,000 or more",60,211,360,318,18391,4286,2012
,,,,,,,,2012
75778,,1260,415,950,812,30861,4457,2012
75778,"$1 under $25,000",560,0,0,0,1226,114,2012
75778,"$25,000 under $50,000",330,112,201,175,5283,534,2012
75778,"$50,000 under $75,000",190,106,361,217,7316,866,2012
75778,"$75,000 under $100,000",90,44,0,0,5926,775,2012
75778,"$100,000 under $200,000",90,153,388,420,11110,2168,2012
75778,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75783,,2990,1294,2715,2279,94468,13216,2012
75783,"$1 under $25,000",1250,142,290,116,2678,249,2012
75783,"$25,000 under $50,000",730,159,402,212,13089,1405,2012
75783,"$50,000 under $75,000",460,233,521,405,18432,2200,2012
75783,"$75,000 under $100,000",260,157,431,346,15682,2007,2012
75783,"$100,000 under $200,000",240,427,859,881,24052,4095,2012
75783,"$200,000 or more",50,176,212,319,20535,3260,2012
,,,,,,,,2012
75784,,290,50,186,162,7103,1011,2012
75784,"$1 under $25,000",130,0,0,0,225,18,2012
75784,"$25,000 under $50,000",80,0,186,0,1525,145,2012
75784,"$50,000 under $75,000",60,50,0,162,2597,359,2012
75784,"$75,000 under $100,000",0,0,0,0,0,0,2012
75784,"$100,000 under $200,000",20,0,0,0,2756,489,2012
75784,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75785,,3650,1043,2025,2409,96352,13858,2012
75785,"$1 under $25,000",1580,59,97,143,3470,304,2012
75785,"$25,000 under $50,000",980,166,346,447,17445,1763,2012
75785,"$50,000 under $75,000",520,190,424,296,20787,2454,2012
75785,"$75,000 under $100,000",280,164,399,398,16957,2220,2012
75785,"$100,000 under $200,000",250,271,536,611,24758,4173,2012
75785,"$200,000 or more",40,193,223,514,12935,2944,2012
,,,,,,,,2012
75789,,3110,1618,3337,3376,111227,18762,2012
75789,"$1 under $25,000",1230,118,180,140,2519,225,2012
75789,"$25,000 under $50,000",740,203,414,331,12798,1300,2012
75789,"$50,000 under $75,000",460,219,476,402,17946,2085,2012
75789,"$75,000 under $100,000",310,306,695,594,19006,2462,2012
75789,"$100,000 under $200,000",320,527,1200,1151,32477,5423,2012
75789,"$200,000 or more",50,245,372,758,26481,7267,2012
,,,,,,,,2012
75790,,1960,1146,2057,1931,62540,9356,2012
75790,"$1 under $25,000",770,97,157,81,1564,147,2012
75790,"$25,000 under $50,000",490,119,211,230,8419,833,2012
75790,"$50,000 under $75,000",290,207,382,299,11048,1286,2012
75790,"$75,000 under $100,000",190,244,427,359,11383,1423,2012
75790,"$100,000 under $200,000",190,364,880,556,19167,3207,2012
75790,"$200,000 or more",30,115,0,406,10959,2460,2012
,,,,,,,,2012
75791,,5700,5545,9347,10454,248911,42297,2012
75791,"$1 under $25,000",2020,256,451,239,5008,450,2012
75791,"$25,000 under $50,000",1210,578,1125,639,21352,2052,2012
75791,"$50,000 under $75,000",920,893,1623,1000,36028,4124,2012
75791,"$75,000 under $100,000",650,741,1616,1124,39547,4999,2012
75791,"$100,000 under $200,000",730,1776,3247,2846,73286,12093,2012
75791,"$200,000 or more",170,1301,1285,4606,73690,18579,2012
,,,,,,,,2012
75792,,1460,424,915,889,36099,4840,2012
75792,"$1 under $25,000",640,0,0,84,1382,126,2012
75792,"$25,000 under $50,000",370,93,243,103,6618,676,2012
75792,"$50,000 under $75,000",230,78,197,195,9205,1127,2012
75792,"$75,000 under $100,000",120,108,229,150,6975,947,2012
75792,"$100,000 under $200,000",100,145,246,357,11919,1964,2012
75792,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75801,,6810,2748,4703,5128,166544,24639,2012
75801,"$1 under $25,000",3140,179,231,240,6680,578,2012
75801,"$25,000 under $50,000",1860,377,707,709,31398,3042,2012
75801,"$50,000 under $75,000",840,431,951,1033,31626,3707,2012
75801,"$75,000 under $100,000",440,549,1068,794,26306,3446,2012
75801,"$100,000 under $200,000",440,747,1354,1246,44732,7613,2012
75801,"$200,000 or more",90,465,392,1106,25802,6253,2012
,,,,,,,,2012
75803,,5960,2147,4374,4299,164080,24296,2012
75803,"$1 under $25,000",2430,136,224,231,5170,462,2012
75803,"$25,000 under $50,000",1660,367,905,648,27347,2624,2012
75803,"$50,000 under $75,000",860,361,919,713,33647,3889,2012
75803,"$75,000 under $100,000",510,356,761,773,30730,4062,2012
75803,"$100,000 under $200,000",430,674,1208,1189,42585,7173,2012
75803,"$200,000 or more",70,253,357,745,24601,6086,2012
,,,,,,,,2012
75831,,2030,740,1372,1550,77474,11714,2012
75831,"$1 under $25,000",760,0,0,83,1412,130,2012
75831,"$25,000 under $50,000",530,117,302,206,8578,825,2012
75831,"$50,000 under $75,000",310,110,298,304,12308,1488,2012
75831,"$75,000 under $100,000",190,96,172,262,12095,1597,2012
75831,"$100,000 under $200,000",210,192,600,695,20778,3342,2012
75831,"$200,000 or more",30,225,0,0,22303,4332,2012
,,,,,,,,2012
75833,,1400,526,1369,2159,53312,9345,2012
75833,"$1 under $25,000",580,45,163,0,1308,120,2012
75833,"$25,000 under $50,000",300,69,107,144,5077,500,2012
75833,"$50,000 under $75,000",180,78,269,206,6938,862,2012
75833,"$75,000 under $100,000",130,67,204,243,7763,1011,2012
75833,"$100,000 under $200,000",160,140,626,373,16644,2750,2012
75833,"$200,000 or more",50,127,0,1193,15582,4102,2012
,,,,,,,,2012
75835,,4570,1429,2294,3332,130950,21654,2012
75835,"$1 under $25,000",2360,115,172,183,4636,408,2012
75835,"$25,000 under $50,000",1120,173,299,375,19116,1860,2012
75835,"$50,000 under $75,000",470,201,441,415,18353,2261,2012
75835,"$75,000 under $100,000",270,181,456,345,16746,2265,2012
75835,"$100,000 under $200,000",250,337,539,792,26643,4555,2012
75835,"$200,000 or more",100,422,387,1222,45456,10305,2012
,,,,,,,,2012
75838,,280,63,121,113,9546,1334,2012
75838,"$1 under $25,000",90,0,0,0,221,22,2012
75838,"$25,000 under $50,000",60,0,0,0,991,100,2012
75838,"$50,000 under $75,000",60,0,121,113,2432,316,2012
75838,"$75,000 under $100,000",30,63,0,0,1720,242,2012
75838,"$100,000 under $200,000",40,0,0,0,4182,654,2012
75838,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75839,,2100,688,1461,1282,63601,8537,2012
75839,"$1 under $25,000",870,48,0,78,1774,158,2012
75839,"$25,000 under $50,000",520,135,263,182,8830,850,2012
75839,"$50,000 under $75,000",320,130,307,189,12468,1454,2012
75839,"$75,000 under $100,000",200,101,328,274,12022,1516,2012
75839,"$100,000 under $200,000",160,274,563,559,15943,2608,2012
75839,"$200,000 or more",30,0,0,0,12564,1951,2012
,,,,,,,,2012
75840,,3300,1575,3048,4090,117058,18761,2012
75840,"$1 under $25,000",1260,70,0,118,2840,264,2012
75840,"$25,000 under $50,000",820,198,601,290,13694,1358,2012
75840,"$50,000 under $75,000",450,181,377,513,17340,2029,2012
75840,"$75,000 under $100,000",320,257,680,528,19479,2561,2012
75840,"$100,000 under $200,000",380,565,1101,1108,38779,6524,2012
75840,"$200,000 or more",70,304,289,1533,24926,6025,2012
,,,,,,,,2012
75844,,2120,702,1261,1718,66137,10726,2012
75844,"$1 under $25,000",900,59,134,81,1645,145,2012
75844,"$25,000 under $50,000",550,130,201,321,9614,977,2012
75844,"$50,000 under $75,000",310,114,221,245,12215,1497,2012
75844,"$75,000 under $100,000",170,117,201,305,10527,1356,2012
75844,"$100,000 under $200,000",150,177,504,359,14584,2351,2012
75844,"$200,000 or more",40,105,0,407,17552,4400,2012
,,,,,,,,2012
75845,,1080,253,470,403,26042,3675,2012
75845,"$1 under $25,000",490,0,0,0,940,85,2012
75845,"$25,000 under $50,000",290,105,183,96,4817,471,2012
75845,"$50,000 under $75,000",130,0,0,142,4902,586,2012
75845,"$75,000 under $100,000",90,55,129,0,5426,671,2012
75845,"$100,000 under $200,000",80,93,158,165,9957,1862,2012
75845,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75846,,1050,251,502,676,33713,5258,2012
75846,"$1 under $25,000",430,34,0,0,811,75,2012
75846,"$25,000 under $50,000",260,0,0,134,4210,417,2012
75846,"$50,000 under $75,000",130,97,222,57,5327,683,2012
75846,"$75,000 under $100,000",100,0,0,169,6077,826,2012
75846,"$100,000 under $200,000",130,120,280,316,17288,3257,2012
75846,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75847,,580,94,170,201,13591,1835,2012
75847,"$1 under $25,000",260,0,0,0,607,52,2012
75847,"$25,000 under $50,000",160,45,0,117,2644,263,2012
75847,"$50,000 under $75,000",80,0,170,0,3381,421,2012
75847,"$75,000 under $100,000",40,49,0,84,2330,285,2012
75847,"$100,000 under $200,000",40,0,0,0,4629,814,2012
75847,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75850,,230,73,146,142,8343,1383,2012
75850,"$1 under $25,000",80,0,0,0,180,17,2012
75850,"$25,000 under $50,000",60,0,146,0,1044,111,2012
75850,"$50,000 under $75,000",50,73,0,142,2243,305,2012
75850,"$75,000 under $100,000",0,0,0,0,0,0,2012
75850,"$100,000 under $200,000",40,0,0,0,4876,950,2012
75850,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75851,,970,356,609,831,28639,4157,2012
75851,"$1 under $25,000",380,34,0,75,932,85,2012
75851,"$25,000 under $50,000",260,63,206,142,4571,462,2012
75851,"$50,000 under $75,000",150,85,192,233,5848,659,2012
75851,"$75,000 under $100,000",100,0,0,0,6309,811,2012
75851,"$100,000 under $200,000",80,174,211,381,10979,2140,2012
75851,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75852,,690,224,454,622,18224,2163,2012
75852,"$1 under $25,000",310,49,0,0,754,72,2012
75852,"$25,000 under $50,000",200,0,180,113,3541,362,2012
75852,"$50,000 under $75,000",90,94,0,246,3411,374,2012
75852,"$75,000 under $100,000",40,0,274,0,2614,342,2012
75852,"$100,000 under $200,000",50,81,0,263,7904,1013,2012
75852,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75853,,420,191,400,375,13360,2131,2012
75853,"$1 under $25,000",160,42,0,87,402,36,2012
75853,"$25,000 under $50,000",110,0,226,0,1978,209,2012
75853,"$50,000 under $75,000",50,59,0,127,2026,239,2012
75853,"$75,000 under $100,000",50,0,0,0,3255,434,2012
75853,"$100,000 under $200,000",50,90,174,161,5699,1213,2012
75853,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75855,,980,248,625,567,24345,3420,2012
75855,"$1 under $25,000",430,0,206,0,1058,94,2012
75855,"$25,000 under $50,000",270,72,0,138,4652,469,2012
75855,"$50,000 under $75,000",140,113,258,254,5498,657,2012
75855,"$75,000 under $100,000",70,0,0,0,4248,568,2012
75855,"$100,000 under $200,000",70,63,161,175,8889,1632,2012
75855,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75856,,120,0,0,0,2744,329,2012
75856,"$1 under $25,000",50,0,0,0,130,0,2012
75856,"$25,000 under $50,000",30,0,0,0,505,133,2012
75856,"$50,000 under $75,000",20,0,0,0,746,0,2012
75856,"$75,000 under $100,000",20,0,0,0,1363,196,2012
75856,"$100,000 under $200,000",0,0,0,0,0,0,2012
75856,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75859,,820,1004,1529,955,46208,9901,2012
75859,"$1 under $25,000",310,116,217,101,626,55,2012
75859,"$25,000 under $50,000",170,0,0,0,2782,273,2012
75859,"$50,000 under $75,000",110,102,225,95,4064,516,2012
75859,"$75,000 under $100,000",80,125,256,73,5015,659,2012
75859,"$100,000 under $200,000",110,374,586,342,12164,2150,2012
75859,"$200,000 or more",40,287,245,344,21557,6248,2012
,,,,,,,,2012
75860,,2340,824,1448,1250,71235,10536,2012
75860,"$1 under $25,000",930,0,0,65,1830,168,2012
75860,"$25,000 under $50,000",590,170,215,241,10016,965,2012
75860,"$50,000 under $75,000",350,104,279,243,13918,1681,2012
75860,"$75,000 under $100,000",200,139,213,190,12727,1667,2012
75860,"$100,000 under $200,000",240,411,741,511,25457,4346,2012
75860,"$200,000 or more",30,0,0,0,7287,1709,2012
,,,,,,,,2012
75861,,770,164,409,310,19753,2658,2012
75861,"$1 under $25,000",280,31,0,0,646,57,2012
75861,"$25,000 under $50,000",260,0,0,154,4813,497,2012
75861,"$50,000 under $75,000",120,67,281,0,4692,579,2012
75861,"$75,000 under $100,000",60,0,0,156,3618,469,2012
75861,"$100,000 under $200,000",50,66,128,0,5984,1056,2012
75861,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75862,,3840,1453,2060,2135,87474,12891,2012
75862,"$1 under $25,000",1870,135,149,154,3527,316,2012
75862,"$25,000 under $50,000",1000,220,352,400,16870,1707,2012
75862,"$50,000 under $75,000",450,210,343,385,17611,2160,2012
75862,"$75,000 under $100,000",260,245,424,303,16241,2253,2012
75862,"$100,000 under $200,000",220,436,535,496,21871,3738,2012
75862,"$200,000 or more",40,207,257,397,11354,2717,2012
,,,,,,,,2012
75901,,11620,5930,7662,9883,376700,67410,2012
75901,"$1 under $25,000",5630,250,285,299,12543,1081,2012
75901,"$25,000 under $50,000",2900,650,1034,1058,49501,4779,2012
75901,"$50,000 under $75,000",1400,741,1218,1344,54550,6518,2012
75901,"$75,000 under $100,000",730,751,1215,1274,44927,6005,2012
75901,"$100,000 under $200,000",720,1674,2133,2595,73438,12362,2012
75901,"$200,000 or more",240,1864,1777,3313,141741,36665,2012
,,,,,,,,2012
75904,,13930,7435,9877,13994,430785,69933,2012
75904,"$1 under $25,000",6530,290,376,473,14766,1288,2012
75904,"$25,000 under $50,000",3370,754,1098,1283,58641,5694,2012
75904,"$50,000 under $75,000",1730,1024,1750,1726,68062,8157,2012
75904,"$75,000 under $100,000",1000,1051,1732,1938,61046,7864,2012
75904,"$100,000 under $200,000",1020,2250,3288,3774,103888,17285,2012
75904,"$200,000 or more",280,2066,1633,4800,124382,29645,2012
,,,,,,,,2012
75925,,1450,420,734,1350,32322,4811,2012
75925,"$1 under $25,000",720,0,166,0,1388,112,2012
75925,"$25,000 under $50,000",380,86,0,213,5861,536,2012
75925,"$50,000 under $75,000",170,74,255,246,6454,774,2012
75925,"$75,000 under $100,000",80,75,0,189,4939,646,2012
75925,"$100,000 under $200,000",100,185,313,702,13680,2743,2012
75925,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75926,,440,46,145,136,12103,1595,2012
75926,"$1 under $25,000",180,0,0,0,484,43,2012
75926,"$25,000 under $50,000",120,0,0,0,2316,243,2012
75926,"$50,000 under $75,000",60,46,145,136,2305,275,2012
75926,"$75,000 under $100,000",40,0,0,0,2399,311,2012
75926,"$100,000 under $200,000",40,0,0,0,4599,723,2012
75926,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75928,,480,52,116,311,9226,1208,2012
75928,"$1 under $25,000",250,0,0,111,433,35,2012
75928,"$25,000 under $50,000",100,0,0,0,1441,138,2012
75928,"$50,000 under $75,000",60,0,116,0,2354,280,2012
75928,"$75,000 under $100,000",40,52,0,200,2089,269,2012
75928,"$100,000 under $200,000",30,0,0,0,2909,486,2012
75928,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75929,,570,93,245,387,15711,2282,2012
75929,"$1 under $25,000",250,22,0,80,290,26,2012
75929,"$25,000 under $50,000",120,0,0,0,1994,208,2012
75929,"$50,000 under $75,000",90,33,140,152,3727,497,2012
75929,"$75,000 under $100,000",50,0,0,0,2902,385,2012
75929,"$100,000 under $200,000",60,38,105,155,6798,1166,2012
75929,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75930,,630,67,128,286,16220,2295,2012
75930,"$1 under $25,000",250,0,0,0,461,43,2012
75930,"$25,000 under $50,000",160,0,0,0,2625,265,2012
75930,"$50,000 under $75,000",110,0,128,0,4212,511,2012
75930,"$75,000 under $100,000",60,67,0,286,3641,493,2012
75930,"$100,000 under $200,000",50,0,0,0,5281,983,2012
75930,"$200,000 or more",0,0,0,0,0,0,2012
,,,,,,,,2012
75931,,930,556,1076,616,34998,5790,2012
